name,platform,r-date,score,user score,developer,genre,players,critics,users
Resident Evil 5,PlayStation4,"June 28, 2016",69,7.2,Capcom,"Action Adventure,Survival",Up to 4 ,14,354
The Matrix Online,PC,"March 22, 2005",69,7.3,MonolithProductions,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer,33,38
Assassin's Creed Chronicles: China,PlayStation4,"April 21, 2015",69,6.1,"ClimaxGroup,ClimaxStudios","Historic,Action Adventure,General,Linear",No info,44,112
Medal of Honor Heroes 2,PSP,"November 13, 2007",69,7.1,EALA,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",32  Online,20,38
Tony Hawk's Project 8,PlayStation2,"November 7, 2006",69,6.8,ShabaGames,"Sports,Alternative,Skateboarding",1-2 ,17,24
Assassin's Creed Valhalla: The Siege of Paris,PC,"August 12, 2021",69,7.0,UbisoftMontreal,"Action Adventure,Open-World",No info,16,22
#DRIVE,Switch,"February 16, 2021",69,tbd,DariuszPietrala,"Racing,Arcade,Automobile",No Online Multiplayer,7,0
Raging Justice,XboxOne,"May 8, 2018",69,tbd,MakinGames,"Action,Beat-'Em-Up,2D",No Online Multiplayer,8,0
Fragments of Him,PC,"May 3, 2016",69,5.3,Sassybot,"Adventure,Visual Novel",No Online Multiplayer,17,18
Game of Thrones: A Telltale Games Series,PlayStation4,"November 17, 2015",69,6.4,TelltaleGames,"Action,Adventure,General,Point-and-Click",No Online Multiplayer,7,287
Paperbound,PlayStation4,"March 31, 2015",69,6.2,DissidentLogic,"Action,Fighting,2D",No info,13,6
Lichdom: Battlemage,PC,"March 19, 2014",69,6.8,"XaviantGames,Xaviant","Role-Playing,Action Adventure,First-Person,Linear,Western-Style",No Online Multiplayer,22,178
The LEGO Movie Videogame,XboxOne,"February 7, 2014",69,6.8,TTGames,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,18,58
Max & the Magic Marker: Gold Edition,PlayStation3,"November 1, 2011",69,3.4,PressPlay,"Action,Platformer,Platformer,2D,2D",No info,10,5
Crash of the Titans,Wii,"October 4, 2007",69,6.3,RadicalEntertainment,"Action,General,General",No Online Multiplayer,16,37
From Russia With Love,PlayStation2,"November 1, 2005",69,7.6,EARedwoodShores,"Action Adventure,Modern",1-4 ,29,51
Snake Pass,PlayStation4,"March 28, 2017",69,6.6,SumoDigital,"Action Adventure,Puzzle,Action,General",No info,32,49
Pinball FX,Xbox360,"April 25, 2007",69,7.9,ZenStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",4  Online,21,14
Alice in Wonderland,Wii,"March 2, 2010",69,7.1,EtrangesLibellules,"Action,Action Adventure,General,General,Fantasy",No Online Multiplayer,18,16
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PC,"September 25, 2018",69,7.7,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,18,59
Tembo the Badass Elephant,PC,"July 21, 2015",69,7.4,GameFreak,"Action Adventure,General",No Online Multiplayer,17,27
Dillon's Dead-Heat Breakers,3DS,"May 24, 2018",69,7.6,"Nintendo,Vanpool","Action,General",No Online Multiplayer,29,27
Conan,PlayStation3,"October 23, 2007",69,7.2,Nihilistic,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,35,48
State of Mind,PC,"August 15, 2018",69,7.6,DaedalicEntertainment,"Action Adventure,Adventure,General,3D,Third-Person",No Online Multiplayer,30,60
ARK: Survival Evolved,PlayStation4,"August 29, 2017",69,5.2,StudioWildcard,"Action Adventure,Survival,Sandbox",Up to 64 ,15,294
GRIP: Combat Racing,XboxOne,"November 6, 2018",69,5.4,CagedElementInc.,"Racing,Arcade,Automobile",Up to 10 ,14,20
Final Fantasy XV Pocket Edition HD,Switch,"September 13, 2018",69,7.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,12,88
Virtua Tennis 4,PlayStation3,"May 10, 2011",69,6.6,Sega,"Sports,Traditional,Individual,Tennis,Tennis",Up to 4 ,49,32
