name,platform,r-date,score,user score,developer,genre,players,critics,users
Blackguards,PC,"November 6, 2013",68,7.1,DaedalicEntertainment,"General,Role-Playing,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,48,252
Night Call,PC,"July 17, 2019",68,5.6,"RawFury,BlackMuffinStudio,MonkeyMoon","Adventure,General",No Online Multiplayer,24,24
Tiny Metal,PC,"December 21, 2017",68,3.8,AREA35,"Strategy,Turn-Based,Tactics",No Online Multiplayer,12,16
Ninjala,Switch,"June 24, 2020",68,6.5,"GungHoOnlineEntertainmentAmerica,Inc.,Soleil","Action,General",Up to 8 ,21,157
1942: Joint Strike,Xbox360,"July 23, 2008",68,6.2,BackboneEntertainment,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",2  Online,36,22
Jay and Silent Bob: Mall Brawl,XboxOne,"May 20, 2021",68,tbd,"InterabangEntertainment,SpoonyBardProductions","Action,Beat-'Em-Up,2D",2 ,10,0
Torchlight III,XboxOne,"October 13, 2020",68,4.2,"EchtraGames,Inc.","Role-Playing,Action RPG",Up to 40 ,10,14
Pokemon Mystery Dungeon: Rescue Team DX,Switch,"March 6, 2020",68,8.2,SpikeChunsoft,"Role-Playing,Roguelike",No Online Multiplayer,74,277
Warriors Orochi 4,XboxOne,"October 16, 2018",68,7.0,KoeiTecmoGames,"Action,Beat-'Em-Up,3D",Up to 6 ,9,8
Bear With Me: Episode 1,PC,"August 8, 2016",68,6.1,ExordiumGames,"Adventure,Point-and-Click",No info,9,8
DmC: Devil May Cry - Vergil's Downfall,Xbox360,"March 5, 2013",68,6.3,NinjaTheory,"Action Adventure,Fantasy,General,Fantasy,Linear",No info,22,73
Spider-Man: Shattered Dimensions,PC,"November 24, 2010",68,7.7,Beenox,"Action,Action Adventure,Adventure,General,Beat-'Em-Up,Linear,Fantasy,Third-Person,Fantasy,3D",No Online Multiplayer,7,99
The Sims 2: Pets,PlayStation2,"October 17, 2006",68,7.8,Maxis,"Miscellaneous,Virtual Life",1-2 ,27,28
Atari Anthology,Xbox,"November 16, 2004",68,tbd,DigitalEclipse,"Miscellaneous,Compilation",1-4 ,15,0
Rise to Honor,PlayStation2,"February 17, 2004",68,8.8,SCEA,"Action,Beat-'Em-Up",1 Player,50,54
Magic: The Gathering - Battlegrounds,PC,"November 18, 2003",68,7.4,SecretLevel,"Strategy,Real-Time,Fantasy,General,Fantasy",1-2 ,17,16
Whiplash,Xbox,"November 18, 2003",68,8.0,CrystalDynamics,"Action,Platformer,3D",1 Player,28,5
RoadKill,Xbox,"October 13, 2003",68,7.1,TerminalReality,"Driving,Car Combat",1-4 ,23,11
O.R.B.,PC,"November 4, 2002",68,6.5,StrategyFirst,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",1-4 ,13,4
Tony Tough and the Night of Roasted Moths,PC,"October 31, 2002",68,6.0,Prograph,"Adventure,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,9,5
Sega Bass Fishing Duel,PlayStation2,"September 23, 2002",68,tbd,WowEntertainment,"Sports,Nature,Fishing",1-2 ,13,0
Scooby-Doo! Night of 100 Frights,GameCube,"September 16, 2002",68,7.4,THQ,"Action Adventure,Fantasy",1 Player,11,14
Disney's Tarzan: Return to the Jungle,GameBoyAdvance,"September 14, 2002",68,tbd,DigitalEclipse,"Action,Platformer,2D",1 Player,8,0
Ty the Tasmanian Tiger,Xbox,"September 10, 2002",68,8.8,KromeStudios,"Action,Platformer,3D",1 Player,13,14
Battlecruiser Millennium,PC,"November 18, 2001",68,4.6,"3000AD,Inc.","Strategy,General,General",1 Player,9,32
Batman: Vengeance,GameBoyAdvance,"October 30, 2001",68,8.8,UbisoftMontreal,"Action,General",1 Player,8,6
Unison: Rebels of Rhythm & Dance,PlayStation2,"March 22, 2001",68,tbd,Tecmo,"Miscellaneous,Rhythm,Dancing",1-3 ,13,0
Metal Fatigue,PC,"July 31, 2000",68,8.8,ZonoInc.,"Strategy,Real-Time,General,General",1-8 ,20,54
Agents of Mayhem,PC,"August 15, 2017",68,5.4,VolitionInc.,"Action Adventure,Open-World",No Online Multiplayer,22,115
Starblood Arena,PlayStation4,"April 11, 2017",68,7.2,WhiteMoonDreams,"Action,Simulation,General,Space,Combat",Up to 8 ,23,45
Danger Zone 2,PlayStation4,"July 13, 2018",68,5.0,ThreeFieldsEntertainment,"Racing,Arcade,Automobile",No Online Multiplayer,17,10
Rush: A Disney / Pixar Adventure,XboxOne,"October 31, 2017",68,5.6,AsoboStudio,"Miscellaneous,Adventure,General,Party / Minigame",No Online Multiplayer,12,18
Harvest Moon DS: Grand Bazaar,DS,"August 24, 2010",68,7.7,MarvelousEntertainment,"Strategy,General,General,Management,Business / Tycoon",No info,17,14
NBA 2K21,PlayStation4,"September 4, 2020",68,0.8,VisualConcepts,"Sports,Team,Basketball,Arcade",Up to 10 ,50,540
Blade & Soul,PC,"January 19, 2016",68,4.6,NCSOFT,"Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer",No info,26,277
Cold Fear,PlayStation2,"March 15, 2005",68,8.0,Darkworks,"Action Adventure,Horror",1 Player,39,44
Nanotale - Typing Chronicles,PC,"March 31, 2021",68,tbd,FishingCactus,"Adventure,General",No Online Multiplayer,7,0
Hyper Scape,PC,"August 11, 2020",68,4.1,UbisoftMontreal,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,12,62
MARVEL Powers United VR,PC,"July 26, 2018",68,6.6,SanzaruGames,"Action,Shooter,Light Gun",No Online Multiplayer,7,8
The Spectrum Retreat,PC,"July 13, 2018",68,6.1,DanSmithStudios,"Adventure,3D,First-Person",No Online Multiplayer,8,14
Dark Arcana: The Carnival,XboxOne,"March 17, 2017",68,tbd,ArtifexMundi,"Puzzle,Hidden Object",No Online Multiplayer,8,0
Crimecraft: Bleedout,PC,"December 4, 2010",68,5.0,Vogster,"Action,Shooter,Shooter,First-Person,Modern,Arcade",No info,7,42
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,PlayStation2,"October 29, 2007",68,8.2,MilestoneS.r.l,"Driving,Racing,Motorcycle,Street",1-2 ,15,6
Espire 1: VR Operative,PC,"November 22, 2019",68,7.5,DigitalLode,"Action,Shooter,Light Gun",No Online Multiplayer,9,6
