name,platform,r-date,score,user score,developer,genre,players,critics,users
ECHO (2017),PC,"September 19, 2017",72,6.5,UltraUltra,"Action Adventure,General",No Online Multiplayer,20,40
Halo 2,PC,"May 31, 2007",72,6.1,MicrosoftGameStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,32,285
Deadly Creatures,Wii,"February 9, 2009",72,8.5,RainbowStudios,"Action,Action Adventure,Platformer,Platformer,Linear,3D,3D",1 Player,45,40
Jak and Daxter: The Lost Frontier,PlayStation2,"November 3, 2009",72,5.6,HighImpactGames,"Action Adventure,Sci-Fi",No info,8,60
Blood Bowl,PC,"June 25, 2009",72,6.5,Cyanide,"Sports,Alternative,Team,Individual,Football,Other,Other,Arcade",No info,34,60
Perimeter: Emperor's Testament,PC,"September 4, 2006",72,7.3,K-DLab,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",4  Online,15,6
DOFUS,PC,"September 1, 2005",72,7.2,AnkamaGames,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",Online Multiplayer,8,53
Dark Devotion,PC,"April 25, 2019",72,7.5,HibernianWorkshop,"Action Adventure,General",No Online Multiplayer,19,38
FIFA World Cup: Germany 2006,Xbox360,"April 24, 2006",72,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",4  Online,49,33
LEGO Indiana Jones 2: The Adventure Continues,Wii,"November 17, 2009",72,6.3,Traveller'sTales,"Action Adventure,Historic,General,Historic",No Online Multiplayer,13,25
The Dark Pictures Anthology: House of Ashes,PC,"October 22, 2021",72,7.8,SupermassiveGames,"Action Adventure,Survival",2 ,17,54
Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,PlayStation5,"October 13, 2021",72,7.7,CyberConnect2,"Action,Fighting,3D",2 ,27,42
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PlayStation4,"November 7, 2017",72,6.1,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,10,14
Semispheres,PlayStation4,"February 14, 2017",72,tbd,VividHelix,"Puzzle,Action",No info,11,0
Steep,XboxOne,"December 2, 2016",72,6.5,UbisoftAnnecy,"Sports,Individual,Ski / Snowboard",Up to 4 ,18,71
Disney Art Academy,3DS,"May 13, 2016",72,7.1,HeadstrongGames,"Miscellaneous,Edutainment,Application",No info,16,7
50 Cent: Blood on the Sand,PlayStation3,"February 24, 2009",72,6.9,SwordfishStudios,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",2 ,37,69
The Political Machine,PC,"August 12, 2004",72,5.4,Stardock,"Strategy,General,General",1-2 ,21,8
Warriors Orochi 4,PlayStation4,"October 16, 2018",72,7.4,OmegaForce,"Action,Beat-'Em-Up,3D",Up to 6 ,27,36
They Are Billions,PlayStation4,"July 1, 2019",72,5.6,NumantianGames,"Strategy,Real-Time,Defense",No Online Multiplayer,19,16
Major League Baseball 2K11,PlayStation3,"March 8, 2011",72,6.3,VisualConcepts,"Sports,Traditional,Team,Baseball,Sim,Sim",2 ,13,9
Oddworld: Stranger's Wrath HD,Switch,"January 23, 2020",72,7.6,"JustAddWater,SquareOneGames","Action Adventure,General",No Online Multiplayer,31,24
Saints Row 2,PC,"January 5, 2009",72,6.8,VolitionInc.,"Action Adventure,Modern,Modern,Open-World",Up to 12 ,24,490
Tiger Woods PGA Tour 08,Wii,"August 28, 2007",72,7.0,EASaltLake,"Sports,Traditional,Individual,Golf,Sim,Sim",1-4 ,24,22
The Godfather,PC,"March 21, 2006",72,6.5,Headgate,"Action Adventure,Historic,General,Historic,Open-World",No Online Multiplayer,32,200
Candle: The Power of the Flame,Switch,"July 26, 2018",72,7.8,TekuStudios,"Action,Platformer,2D",No Online Multiplayer,9,12
The Count Lucanor,Switch,"October 19, 2017",72,7.5,BaroqueDecay,"Action Adventure,General",No Online Multiplayer,9,24
Disc Jam,PlayStation4,"March 7, 2017",72,6.3,HighHorseEntertainment,"Sports,Team,Futuristic",Up to 4 ,9,86
Serious Sam HD: The Second Encounter,Xbox360,"September 22, 2010",72,7.3,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,8,12
Cities in Motion 2,PC,"April 2, 2013",72,7.2,ColossalOrder,"Simulation,General,General",No info,15,156
Borderlands 2 VR,PlayStation4,"December 14, 2018",72,7.3,GearboxSoftware,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,34,67
