,developer,count,year
37875,MarkHealey,0,2003
37876,NightRevenge,0,2003
37877,"SCEA,ThinkandFeel",0,2003
37878,WideloadGamesInc.,0,2003
37879,Bullets,0,2003
37880,THQAustralia,0,2003
37881,"RockstarNorth,RockstarLeeds",0,2003
37882,HeadfirstProductions,0,2003
37883,EmpireOxford,0,2003
37884,"BigBlueBubbleInc.,BreakthroughNewMedia",0,2003
37885,G-Artists,0,2003
37886,BrainboxGames,0,2003
37887,AWEGames,0,2003
37888,ParagonStudios,0,2003
37889,EADICE,0,2003
37890,"PandemicStudios,SavageEntertainment",0,2003
37891,CiRCLE,0,2003
37892,"NeversoftEntertainment,Beenox",0,2003
37893,"DimpsCorporation,SonicTeam",0,2003
37894,Strangelite,0,2003
37895,Microvision,0,2003
37896,SoftMax,0,2003
37897,BattleBorne,0,2003
37898,CarbonatedGames,0,2003
37899,PixelStorm,0,2003
37900,OberonMedia,0,2003
37901,PopCap,0,2003
37902,PomPomGames,0,2003
37903,NinjaBee,0,2003
37904,"NivalInteractive,Novik&Co",0,2003
37905,HappyHappening,0,2003
37906,"BlitzGames,HumanSoft",0,2003
37907,Cyanide,0,2003
37908,SilverCreekEntertainment,0,2003
37909,"PointofView,Crave",0,2003
37910,Magicpot,0,2003
37911,MileStoneInc.,0,2003
37912,indieszero,0,2003
37913,"RitualEntertainment,AvalancheSoftware",0,2003
37914,GarageGames,0,2003
37915,49Games,0,2003
37916,MonkeyBarGames,0,2003
37917,StainlessGames,0,2003
37918,SkipLtd.,0,2003
37919,Various,0,2003
37920,SylumEntertainment,0,2003
37921,Petroglyph,0,2003
37922,EAChicago,0,2003
37923,"CCR,Inc",0,2003
37924,SCEASanDiegoStudios,0,2003
37925,KonamiSoftwareShanghai,0,2003
37926,IdeaFactory,0,2003
37927,TERMINALStudio,0,2003
37928,iWin,0,2003
37929,TomyCorporation,0,2003
37930,BigbigStudios,0,2003
37931,Aspect,0,2003
37932,Nucleosys,0,2003
37933,SproutGames,0,2003
37934,TripwireInteractive,0,2003
37935,VivendiGames,0,2003
37936,UbisoftQuebec,0,2003
37937,ReadyatDawn,0,2003
37938,PrivateMoonStudios,0,2003
37939,"Nintendo,NintendoSoftwareTechnology",0,2003
37940,KojimaProductions,0,2003
37941,TateInteractive,0,2003
37942,TriSynergy,0,2003
37943,MAUSSoftware,0,2003
37944,"1C,ElementalGames,1CEntertainment",0,2003
37945,RevolutionofStrategy,0,2003
37946,QueasyGames,0,2003
37947,KleiEntertainment,0,2003
37948,"Cinemax,RAImages",0,2003
37949,BurutSoftware,0,2003
37950,WickedStudios,0,2003
37951,SixteenTonsEntertainment,0,2003
37952,"AquaPacific,In2Games",0,2003
37953,PeterStock,0,2003
37954,"EACanada,ExientEntertainment",0,2003
37955,"Frozenbyte,Inc.",0,2003
37956,Crea-Tech,0,2003
37957,MadMinuteGames,0,2003
37958,WhiteBirdsProductions,0,2003
37959,Success,0,2003
37960,InterActiveVisionGames,0,2003
37961,LuckyJump,0,2003
37962,Hypnos,0,2003
37963,TheCollective,0,2003
37964,"SonyOnlineEntertainment,MindControlSoftware",0,2003
37965,MetropolisSoftware,0,2003
37966,5000ft,0,2003
37967,5000ftInc.,0,2003
37968,LocomotiveGames,0,2003
37969,Sonnori,0,2003
37970,RockstarLeeds,0,2003
37971,M2,0,2003
37972,CypronStudios,0,2003
37973,"Midway,StainlessSteelStudios",0,2003
37974,RocksteadyStudios,0,2003
37975,NamcoBandaiGames,0,2003
37976,Warashi,0,2003
37977,BuzzMonkey,0,2003
37978,IronLoreEntertainment,0,2003
37979,"BukaEntertainment,TargemGames",0,2003
37980,PlaystosEntertainment,0,2003
37981,LadyluckDigitalMedia,0,2003
37982,Outerlight,0,2003
37983,Crafts&Meister,0,2003
37984,HitMaker,0,2003
37985,"FiraxisGames,FireFlyStudios",0,2003
37986,AGEOD,0,2003
37987,Flight-Plan,0,2003
37988,HalfbrickStudios,0,2003
37989,TTGames,0,2003
37990,InteractiveBrains,0,2003
37991,"Phantagram,QEntertainment",0,2003
37992,Playlogic,0,2003
37993,KerberosProductions,0,2003
37994,VSTEP,0,2003
37995,"FromSoftware,PolygonMagic",0,2003
37996,BelugaComputer,0,2003
37997,SmartBombInteractive,0,2003
37998,"TikGames,LLC",0,2003
37999,ShadowTorStudios,0,2003
38000,"DigitalLeisureInc.,DigitalLeisure",0,2003
38001,Q-Games,0,2003
38002,BroadswordInteractive,0,2003
38003,HimalayaStudios,0,2003
38004,AnarchyEnterprises,0,2003
38005,"TaitoCorporation,OfficeCreate",0,2003
38006,h.a.n.d.Inc.,0,2003
38007,"HDInteractive,MostWantedEntertainment",0,2003
38008,"Punchline,Shirogumi",0,2003
38009,"HudsonSoft,Neverland",0,2003
38010,IntiCreates,0,2003
38011,ChunSoft,0,2003
38012,MechanicArms,0,2003
38013,"SquareEnix,TOSE",0,2003
38014,"MonolithSoft,NamcoBandaiGames",0,2003
38015,"KushGames,VisualConcepts",0,2003
38016,"Neverland,IdeaFactory",0,2003
38017,8ing/Raizing,0,2003
38018,BigBlueBubbleInc.,0,2003
38019,SEKOst,0,2003
38020,AvalancheStudios,0,2003
38021,NHNCorporation,0,2003
38022,IgnitionEntertainment,0,2003
38023,StrangeFlavour,0,2003
38024,4JStudios,0,2003
38025,3GStudios,0,2003
38026,"RadicalEntertainment,FarsightStudios",0,2003
38027,Agenda,0,2003
38028,"Rebellion,NeversoftEntertainment",0,2003
38029,TelenetJapan,0,2003
38030,Sourcenext,0,2003
38031,"THQ,SavageEntertainment",0,2003
38032,RockstarVancouver,0,2003
38033,TwoTribes,0,2003
38034,Apeiron,0,2003
38035,ProjectAces,0,2003
38036,BeeWorks,0,2003
38037,"Capcom,KleinComputerEntertainment",0,2003
38038,"SCi,VolatileGames",0,2003
38039,VolatileGames,0,2003
38040,"MonolithProductions,TimeGateStudios",0,2003
38041,SuperVillainStudios,0,2003
38042,FusionsphereSystems,0,2003
38043,MidwayStudios-Newcastle,0,2003
38044,oeFun,0,2003
38045,iNiS,0,2003
38046,RelatedDesigns,0,2003
38047,LeftBehindGames,0,2003
38048,NakedSkyEntertainment,0,2003
38049,JGIEntertainment,0,2003
38050,"AmazeEntertainment,VivendiGames",0,2003
38051,"Sega,SonicTeam",0,2003
38052,Atlus,0,2003
38053,"Konami,BladeInteractive",0,2003
38054,SabertoothGames,0,2003
38055,"Interchannel,HuneX",0,2003
38056,BluepointGames,0,2003
38057,SquashySoftware,0,2003
38058,GastronautStudios,0,2003
38059,MagicWand,0,2003
38060,"SkyworksTechnologies,SkyRiverStudios",0,2003
38061,"Konami,LeviathanGames",0,2003
38062,RazorbackDevelopments,0,2003
38063,"Flagship,HALLabs",0,2003
38064,FirebrandGames,0,2003
38065,SabarasaEntertainment,0,2003
38066,"VivendiGames,Eurocom",0,2003
38067,"Tecmo,NtreevSoft",0,2003
38068,WanakoStudios,0,2003
38069,UbisoftCasablanca,0,2003
38070,"ReplayStudios,MoonbyteStudios",0,2003
38071,BandaiNamcoGames,0,2003
38072,FullFat,0,2003
38073,FrontLineStudios,0,2003
38074,EidosInteractive,0,2003
38075,SigilGamesOnline,0,2003
38076,DreamExecution,0,2003
38077,"RockstarToronto,RockstarLeeds",0,2003
38078,HighImpactGames,0,2003
38079,Punchline,0,2003
38080,SigmaTeam,0,2003
38081,Gaia(Sony),0,2003
38082,RealtimeWorlds,0,2003
38083,NinjaStudio,0,2003
38084,KDVGames,0,2003
38085,ThatGameCompany,0,2003
38086,CollisionStudios,0,2003
38087,"Konami,ViciousCycle",0,2003
38088,EmpireInteractive,0,2003
38089,UbisoftBulgaria,0,2003
38090,"RedStormEntertainment,UbisoftParis",0,2003
38091,MuzzyLaneSoftware,0,2003
38092,1C:MaddoxGames,0,2003
38093,"Konami,DigitalEclipse",0,2003
38094,Nobilis,0,2003
38095,"Aspyr,2KSports",0,2003
38096,DeepFriedEntertainment,0,2003
38097,Guppyworks,0,2003
38098,SegaAM3,0,2003
38099,OfficeCreate,0,2003
38100,"ViciousCycle,InfiniteInteractive",0,2003
38101,1stPlayableProductions,0,2003
38102,MetamorfStudios,0,2003
38103,EAJapanStudio,0,2003
38104,SCSSoftware,0,2003
38105,BuenaVistaGames,0,2003
38106,FrictionalGames,0,2003
38107,SilverbackStudios,0,2003
38108,SilentGroveStudios,0,2003
38109,DigitalEmbryo,0,2003
38110,FuzzyeyesStudio,0,2003
38111,"NivalInteractive,N-GameStudios",0,2003
38112,Moss,0,2003
38113,ConspiracyEntertainment,0,2003
38114,"Battlefront.com,1C,1CEntertainment",0,2003
38115,NamcoBandaiGamesAmerica,0,2003
38116,EKOSoftware,0,2003
38117,XSGames,0,2003
38118,"MumboJumbo,HotLavaGames",0,2003
38119,WorldForge,0,2003
38120,ZenStudios,0,2003
38121,MetiaInteractive,0,2003
38122,ChaosConcept,0,2003
38123,"SCEA,IncognitoInc.",0,2003
38124,"Lancarse,Atlus",0,2003
38125,JCEntertainment,0,2003
38126,ArtePiazza,0,2003
38127,"ShabaGames,AmazeEntertainment",0,2003
38128,"SecretStashGames,DREAMONSTUDIO",0,2003
38129,"EurocomEntertainmentSoftware,Eurocom",0,2003
38130,Foundation9Entertainment,0,2003
38131,VanillaWare,0,2003
38132,"PlayFirst,GameLab",0,2003
38133,"ClimaxGroup,PlayFirst,ClimaxStudios",0,2003
38134,G.Rev,0,2003
38135,Turn10,0,2003
38136,ZoeMode,0,2003
38137,LoadInc.,0,2003
38138,"DigitalSprayStudios,MandelArtPlains",0,2003
38139,ProvoxGames,0,2003
38140,BigRedSoftware,0,2003
38141,TrainwreckStudios,0,2003
38142,"ArtificialStudios,ImmersionSoftware&Graphics",0,2003
38143,ZoonamiLtd.,0,2003
38144,FarmindLtd,0,2003
38145,GlobalA,0,2003
38146,SavageEntertainment,0,2003
38147,BlueCastleGames,0,2003
38148,QuotixSoftware,0,2003
38149,ArkedoStudio,0,2003
38150,DefinitiveStudios,0,2003
38151,SierraOnline,0,2003
38152,VirtualToys,0,2003
38153,HiCorp,0,2003
38154,DestinationSoftware,0,2003
38155,"GameArts,SetaCorporation",0,2003
38156,IMCGames,0,2003
38157,"NamcoBandaiGamesAmerica,NamcoBandaiGames",0,2003
38158,Epics,0,2003
38159,"GRIN,UbisoftParis",0,2003
38160,ArtefactsStudio,0,2003
38161,GaiaIndustries,0,2003
38162,Freeverse,0,2003
38163,odenisstudio,0,2003
38164,"ImageEpoch,Imageepoch",0,2003
38165,CoyoteConsole,0,2003
38166,"IrrationalGames,2KMarin",0,2003
38167,Llamasoft,0,2003
38168,"HighVoltageSoftware,UbisoftParis",0,2003
38169,"Mistwalker,Artoon",0,2003
38170,EASaltLake,0,2003
38171,"Bandai,CyberConnect2",0,2003
38172,"SproingInteractiveMedia,Sproing",0,2003
38173,"TaitoCorporation,505Games",0,2003
38174,"Factor5,SCE/WWS",0,2003
38175,"Team17,TwoTribes",0,2003
38176,MineLoader,0,2003
38177,"SouthPeakGames,Hyper-Devbox",0,2003
38178,5THCell,0,2003
38179,Plato,0,2003
38180,S&GSoftware,0,2003
38181,"Sega,BackboneEntertainment",0,2003
38182,NinjaTheory,0,2003
38183,Tri-Crescendo,0,2003
38184,HotLavaGames,0,2003
38185,GorillaSystems,0,2003
38186,"Bec,BandaiNamcoGames",0,2003
38187,"Akella,Quasar",0,2003
38188,"EidosInteractive,StrawdogStudios",0,2003
38189,D3Publisher,0,2003
38190,BlackLanternStudios,0,2003
38191,zSlide,0,2003
38192,SplashDamage,0,2003
38193,RedTribe,0,2003
38194,SEGARacingStudio,0,2003
38195,"GameRepublic,JapanStudio",0,2003
38196,"SlitherineSoftware,Slitherine",0,2003
38197,"EnlightSoftware,InfiniteInteractive",0,2003
38198,"Nintendo,NamcoBandaiGames",0,2003
38199,MagellanInteractive,0,2003
38200,"LDW,BigFishGames",0,2003
38201,HaggardGames,0,2003
38202,GorillaGames,0,2003
38203,CycloneZero,0,2003
38204,GameSauce,0,2003
38205,GFIRussia,0,2003
38206,Milestone,0,2003
38207,"CaviaInc.,GrandprixInc.",0,2003
38208,"InsomniacGames,SCE/WWS",0,2003
38209,"Eighting,8ing/Raizing",0,2003
38210,"1C,SkyFallen,1CEntertainment",0,2003
38211,"MercurySteam,AlchemicProductions",0,2003
38212,RenegadeKid,0,2003
38213,SiriusGames,0,2003
38214,"NeversoftEntertainment,BudCat",0,2003
38215,RockstarLondon,0,2003
38216,"ElectronicArts,EARedwoodShores",0,2003
38217,CDProjektRedStudio,0,2003
38218,"ElectronicArts,Rebellion",0,2003
38219,"MacPlay,MacPlay",0,2003
38220,RelentlessSoftware,0,2003
38221,DisneyOnline,0,2003
38222,FlagshipStudios,0,2003
38223,"Yuke's,Yuke'sCompanyofAmerica",0,2003
38224,BeautifulGameStudios,0,2003
38225,SlantSix,0,2003
38226,"Ubisoft,SensorySweep",0,2003
38227,"ScreenlifeGames,WXP",0,2003
38228,ZoetropeInteractive,0,2003
38229,"TimeGateStudios,Day1Studios",0,2003
38230,TTFusion,0,2003
38231,"Sega,Nintendo,SegaSportsR&D",0,2003
38232,AtomicElbow,0,2003
38233,ClockStoneSoftware,0,2003
38234,"Ino-Co,1C:Ino-Co",0,2003
38235,RedLynx,0,2003
38236,OtherOceanInteractive,0,2003
38237,S-Neo,0,2003
38238,"Spike,NamcoBandaiGames",0,2003
38239,"idSoftware,FountainheadEntertainment",0,2003
38240,"Activision,CauldronLtd.",0,2003
38241,FrozenCodebase,0,2003
38242,System3,0,2003
38243,"NaughtyDog,SCE/WWS",0,2003
38244,TheGameFactory,0,2003
38245,"BizarreCreations,KujuEntertainment",0,2003
38246,SantaCruzGames,0,2003
38247,"SquareEnix,ThinkandFeel",0,2003
38248,"ArtificialMindandMovement,PolygonMagic",0,2003
38249,ChairEntertainment,0,2003
38250,"Eighting,Tenyo",0,2003
38251,Vertex4,0,2003
38252,JapanArtMedia(JAM),0,2003
38253,BitBlot,0,2003
38254,NikitovaGames,0,2003
38255,"RainbowStudios,Tantalus",0,2003
38256,KeenGames,0,2003
38257,Blueside,0,2003
38258,Interchannel-Holon,0,2003
38259,"MarvelousEntertainment,DigitalWhip",0,2003
38260,LestaStudio,0,2003
38261,HexaDrive,0,2003
38262,IroncladGames,0,2003
38263,"OmiyaSoft,Jamsworks",0,2003
38264,PropagandaGames,0,2003
38265,EatSleepPlay,0,2003
38266,W!Games,0,2003
38267,VoidStarCreations,0,2003
38268,Mistwalker,0,2003
38269,UbisoftAnnecy,0,2003
38270,BackboneCharlottetown,0,2003
38271,BestGameEver.com,0,2003
38272,"Eighting,GeniusSonorityInc.",0,2003
38273,Amble,0,2003
38274,SlickEntertainment,0,2003
38275,KaosStudios,0,2003
38276,"DreamFactory,TakaraTomy",0,2003
38277,"Irem,Agetec",0,2003
38278,DarklingRoom,0,2003
38279,SanzaruGames,0,2003
38280,Otaboo,0,2003
38281,Headlock,0,2003
38282,"MadDocSoftware,RockstarVancouver",0,2003
38283,A.C.R.O.N.Y.M.Games,0,2003
38284,BigJohnGames,0,2003
38285,PolluxGamelabs,0,2003
38286,CohortStudios,0,2003
38287,PompomSoftware,0,2003
38288,UnicornGamesStudio,0,2003
38289,ArcadeMoon,0,2003
38290,"OmegaForce,KoeiCanada",0,2003
38291,SlapdashGames,0,2003
38292,CompileHeart,0,2003
38293,Dreamcatcher,0,2003
38294,HouseofTales,0,2003
38295,Examu,0,2003
38296,InLightEntertainment,0,2003
38297,LeviathanGames,0,2003
38298,SierraOnlineShanghai,0,2003
38299,"Gameinvest,SeedStudios,Lda",0,2003
38300,"SCE/WWS,SCEJapanStudio",0,2003
38301,NuevoRetroGames,0,2003
38302,Virtuos,0,2003
38303,HiddenPathEntertainment,0,2003
38304,Nnooo,0,2003
38305,XGenStudios,0,2003
38306,HopliteResearch,0,2003
38307,FallLineStudio,0,2003
38308,EpicenterStudios,0,2003
38309,HotheadGames,0,2003
38310,BigFishGames,0,2003
38311,"Arika,Nintendo",0,2003
38312,"UbisoftBarcelona,UbisoftReflections",0,2003
38313,"AbsolutistLtd,Absolutist",0,2003
38314,"BioWare,DemiurgeStudios",0,2003
38315,Route24,0,2003
38316,"DigitalBuilders,SabarasaEntertainment",0,2003
38317,"TeamNinja,Tecmo",0,2003
38318,SpiderMonk,0,2003
38319,TikGames,0,2003
38320,BackboneEmeryville,0,2003
38321,"DimpsCorporation,NamcoBandaiGames",0,2003
38322,Mekensleep,0,2003
38323,"Voltex,Inc.",0,2003
38324,WorkJam,0,2003
38325,EidosSweden,0,2003
38326,"Maxis,EARedwoodShores",0,2003
38327,LiquidDragonStudios,0,2003
38328,FAKTSoftware,0,2003
38329,"GasPoweredGames,HellbentGames",0,2003
38330,"PamDevelopment,2KSports",0,2003
38331,"HeavyIronStudios,SavageEntertainment",0,2003
38332,SouthPeakGames,0,2003
38333,Vanguard,0,2003
38334,Braingame,0,2003
38335,TorpexGamesLLC,0,2003
38336,"Mastiff,SensorySweep",0,2003
38337,8bitGames,0,2003
38338,OxygenInteractive,0,2003
38339,LittleBoyGames,0,2003
38340,"Namco,ProjectSoul",0,2003
38341,FreeStyleGames,0,2003
38342,Psyonix,0,2003
38343,NumberNoneInc.,0,2003
38344,DialogueDesign,0,2003
38345,GhostfireGames,0,2003
38346,AlcachofaSoft,0,2003
38347,"MetanetSoftwareInc.,SilverBirchStudios",0,2003
38348,SonicPowered,0,2003
38349,Ivolgamus,0,2003
38350,PhantomeryInteractive,0,2003
38351,"Sega,Skonec",0,2003
38352,BlazingLizard,0,2003
38353,CrunchTimeGames,0,2003
38354,EmptyClipStudios,0,2003
38355,TakaraTomy,0,2003
38356,LargeAnimal,0,2003
38357,"AIFactory,RubiconDevelopmentLtd.",0,2003
38358,EAMythic,0,2003
38359,SmackDownProductions,0,2003
38360,BlackRockStudio,0,2003
38361,TaleworldsEntertainment,0,2003
38362,Good-Feel,0,2003
38363,2XLGames,0,2003
38364,Tenky,0,2003
38365,KatauriInteractive,0,2003
38366,"Machatin,Inc.",0,2003
38367,"Xpec,XPECEntertainmentInc.",0,2003
38368,K2,0,2003
38369,ArberthStudios,0,2003
38370,TheGamesCompany,0,2003
38371,"JupiterCorporation,JupiterMultimedia",0,2003
38372,2DBoy,0,2003
38373,KoeiCanada,0,2003
38374,"ZoeMode,HBStudiosMultimedia",0,2003
38375,CertainAffinity,0,2003
38376,EABrightLight,0,2003
38377,"DigitalExtremes,2KMarin",0,2003
38378,MostWantedEntertainment,0,2003
38379,"Treyarch,ShabaGames",0,2003
38380,Meridian4,0,2003
38381,Skonec,0,2003
38382,"SCE/WWS,MediaMolecule",0,2003
38383,"VenanEntertainment,CashmereProd.",0,2003
38384,BethesdaGameStudios,0,2003
38385,"KromeStudios,ScreenlifeGames",0,2003
38386,"EARedwoodShores,EASaltLake",0,2003
38387,"Ubisoft,Gameloft",0,2003
38388,"Treyarch,Beenox",0,2003
38389,"FunaticsSoftware,Funatics",0,2003
38390,"RudolfKremers,AlexMay",0,2003
38391,AQInteractive,0,2003
38392,IsopodLabs,0,2003
38393,EnjoyUpGames,0,2003
38394,"HALLabs,CreaturesInc.",0,2003
38395,"CityInteractive,NavarreCorp",0,2003
38396,Vogster,0,2003
38397,EAVancouver,0,2003
38398,CookingMamaLimited,0,2003
38399,"UbisoftParis,UbisoftMontpellier",0,2003
38400,"CrystalDynamics,BuzzMonkeySoftware",0,2003
38401,NovaleafGameStudios,0,2003
38402,BarkersCrestStudios,0,2003
38403,TrineGames,0,2003
38404,"Microids,Dreamcatcher",0,2003
38405,"BackboneEntertainment,BackboneEmeryville",0,2003
38406,CerasusMedia,0,2003
38407,PiecesInteractive,0,2003
38408,Sandblast,0,2003
38409,RedFlyStudio,0,2003
38410,Tamsoft,0,2003
38411,SideQuestStudios,0,2003
38412,StickmenStudios,0,2003
38413,BlitzArcade,0,2003
38414,Epos,0,2003
38415,BrightFutureGmbH,0,2003
38416,Ctxm/SayDesign,0,2003
38417,Mindware,0,2003
38418,EyebrowInteractive,0,2003
38419,PetriPurho,0,2003
38420,TwistedPixelGames,0,2003
38421,"PapayaStudios,PapayaStudio",0,2003
38422,FunTownWorldLimited,0,2003
38423,FluffyLogic,0,2003
38424,GaijinEntertainment,0,2003
38425,HeadstrongGames,0,2003
38426,HudsonEntertainment,0,2003
38427,"SquareEnix,Tri-Ace",0,2003
38428,RealtechVR,0,2003
38429,Bongfish,0,2003
38430,BoxedDream,0,2003
38431,"MatrixSoftware,MarvelousEntertainment",0,2003
38432,PlatinumGames,0,2003
38433,GaijinGames,0,2003
38434,PaleoEntertainment,0,2003
38435,10tacleStudios,0,2003
38436,TaleofTales,0,2003
38437,RunewakerEntertainment,0,2003
38438,RedRocketGames,0,2003
38439,"Tigon,MidwayStudios-Newcastle",0,2003
38440,"FromSoftware,Acquire",0,2003
38441,Tigon,0,2003
38442,Doublesix,0,2003
38443,Killaware,0,2003
38444,2KShanghai,0,2003
38445,"Success,Tamsoft",0,2003
38446,SkyFallen,0,2003
38447,SkaStudios,0,2003
38448,BrokenRules,0,2003
38449,Pelfast,0,2003
38450,DeepSilver,0,2003
38451,ProperGames,0,2003
38452,1C:Ino-Co,0,2003
38453,TarsierStudios,0,2003
38454,"NumberNoneInc.,KnockoutGames",0,2003
38455,Lazy8Studios,0,2003
38456,CowboyRodeo,0,2003
38457,ACETeam,0,2003
38458,Nordcurrent,0,2003
38459,"Battlefront.com,1CEntertainment",0,2003
38460,GammickEntertainment,0,2003
38461,OssianStudios,0,2003
38462,"N-GameStudios,BlackWingFoundation",0,2003
38463,"ReplayStudios,MLEnterprises",0,2003
38464,"MajescoGames,Majesco",0,2003
38465,Gulti,0,2003
38466,"Konami,Aquria",0,2003
38467,"ArcenGames,LLC",0,2003
38468,"ReplayStudios,TeamToro",0,2003
38469,TheFarm51,0,2003
38470,"THQ,Yuke's",0,2003
38471,"JalecoEntertainment,KeysFactory",0,2003
38472,BlueOmega,0,2003
38473,"IronNosCo.,Ltd.",0,2003
38474,TheSimsStudio,0,2003
38475,"Aspect,TakaraTomy",0,2003
38476,"ImmersionSoftware&Graphics,TimelineInteractive",0,2003
38477,RonimoGames,0,2003
38478,"AmazeEntertainment,Amaze",0,2003
38479,StudioArchcraft,0,2003
38480,Zerodiv,0,2003
38481,"HarmonixMusicSystems,BackboneEntertainment",0,2003
38482,ErikSvedang,0,2003
38483,HellbentGames,0,2003
38484,Prope,0,2003
38485,WarDrumStudios,0,2003
38486,Gameinvest,0,2003
38487,Codeglue,0,2003
38488,"BlueByte,RelatedDesigns",0,2003
38489,NtreevSoft,0,2003
38490,neoqb,0,2003
38491,"Activision,Eurocom",0,2003
38492,ZombieCowStudios,0,2003
38493,TwelveGames,0,2003
38494,DICEStockholm,0,2003
38495,"Frogwares,MisticSoftware",0,2003
38496,Kouyousha,0,2003
38497,3AGames,0,2003
38498,Playbrains,0,2003
38499,LegendoEntertainment,0,2003
38500,"Cinemax,CentauriProduction",0,2003
38501,TitanStudios,0,2003
38502,EngineSoftware,0,2003
38503,UbisoftSingapore,0,2003
38504,REDEntertainment,0,2003
38505,OvertheTopGames,0,2003
38506,NoWayStudio,0,2003
38507,GameCo,0,2003
38508,"idSoftware,RavenSoftware",0,2003
38509,AwesomePlayLtd.,0,2003
38510,HemisphereGames,0,2003
38511,DemiurgeStudios,0,2003
38512,AtomicMotion,0,2003
38513,"DeepSilver,SproingInteractiveMedia,Sproing",0,2003
38514,"DisneyInteractiveStudios,BlackLanternStudios",0,2003
38515,CrypticStudios,0,2003
38516,"BandaiNamcoGames,ProjectSoul",0,2003
38517,DejobaanGames,0,2003
38518,Exkee,0,2003
38519,8MonkeyLabs,0,2003
38520,"Atari,TransmissionGames,AtariSA",0,2003
38521,Vanillaware,0,2003
38522,"Codemasters,SumoDigital",0,2003
38523,SlightlyMadStudios,0,2003
38524,TransmissionGames,0,2003
38525,"VolitionInc.,ReactorZero",0,2003
38526,"Sega,TomCreate",0,2003
38527,"1C,Ino-Co,1C:Ino-Co,1CEntertainment",0,2003
38528,fyto,0,2003
38529,BionicGames,0,2003
38530,"FallenEarth,LLC",0,2003
38531,Tabot,0,2003
38532,CXTM,0,2003
38533,BlackInc.,0,2003
38534,"EurocomEntertainmentSoftware,VisceralGames,Eurocom",0,2003
38535,LooseCannonStudios,0,2003
38536,"K2,Kurogane",0,2003
38537,RTL,0,2003
38538,SubatomicStudios,0,2003
38539,EAMobile,0,2003
38540,"LucasArts,KromeStudios",0,2003
38541,RhinoStudios,0,2003
38542,"MicrosoftGameStudios,Doublesix",0,2003
38543,PlayerX,0,2003
38544,PerformanceDesignedProducts,0,2003
38545,IncineratorGames,0,2003
38546,MedaverseStudios,0,2003
38547,"NipponIchiSoftware,HitMaker",0,2003
38548,"Banpresto,SoftMax",0,2003
38549,"Sega,SegaSportsR&D",0,2003
38550,FeelPlus,0,2003
38551,BoolatGames,0,2003
38552,.theprodukkt,0,2003
38553,AmanitaDesign,0,2003
38554,GungHo,0,2003
38555,"EASports,HBStudiosMultimedia",0,2003
38556,DigitalChocolate,0,2003
38557,impressionware,0,2003
38558,HijinxStudios,0,2003
38559,RiotGames,0,2003
38560,RunicGames,0,2003
38561,"Playlogic,TheGameFactory",0,2003
38562,HomegrownGames,0,2003
38563,DarkEnergyDigital,0,2003
38564,"FusionsphereSystems,AnimationArts",0,2003
38565,UbisoftVancouver,0,2003
38566,"CerasusMedia,StormCityGames",0,2003
38567,FuturemarkGamesStudio,0,2003
38568,GameLife,0,2003
38569,"Natsume,MarvelousEntertainment",0,2003
38570,"HotheadGames,NumberNoneInc.",0,2003
38571,KnowledgeAdventureInc.,0,2003
38572,Robomodo,0,2003
38573,NtroniumGames,0,2003
38574,"SquareEnix,PopCap",0,2003
38575,GameLab,0,2003
38576,NeocoreGames,0,2003
38577,JustAddWater,0,2003
38578,Nemesys,0,2003
38579,BlitzGamesStudios,0,2003
38580,"Ubisoft,UbisoftMontreal",0,2003
38581,CapyGames,0,2003
38582,EXORStudios,0,2003
38583,DNSDevelopment,0,2003
38584,Abylight,0,2003
38585,Ice-PickLodge,0,2003
38586,CurveStudios,0,2003
38587,"NeversoftEntertainment,UndergroundDevelopment",0,2003
38588,EiconicGames,0,2003
38589,VigilGames,0,2003
38590,"PlatinumGames,NexEntertainment",0,2003
38591,"BuzzMonkey,EAMontreal",0,2003
38592,TerryCavanagh,0,2003
38593,NBGI,0,2003
38594,AirtightGames,0,2003
38595,Remode,0,2003
38596,PremiumAgency,0,2003
38597,RegolithGamesltd,0,2003
38598,VooFooStudios,0,2003
38599,"ChillingoLtd,ChillingoLtd.,Chillingo",0,2003
38600,Hi-RezStudios,0,2003
38601,StormCityGames,0,2003
38602,"Tecmo,PiecesInteractive",0,2003
38603,PressPlay,0,2003
38604,2KMarin,0,2003
38605,VisceralGames,0,2003
38606,PhilHassey,0,2003
38607,TheOddGentlemen,0,2003
38608,G1M2,0,2003
38609,"Artoon,SCEJ",0,2003
38610,SarbakanInc.,0,2003
38611,BrendonChung,0,2003
38612,GlobZ,0,2003
38613,"ArtificialMindandMovement,EARedwoodShores",0,2003
38614,SignalStudios,0,2003
38615,RyugaGotokuStudios,0,2003
38616,Cadenza,0,2003
38617,"PlatinumGames,NUDEMAKER,Y.K.",0,2003
38618,4AGames,0,2003
38619,Beatshapers,0,2003
38620,Nicalis,0,2003
38621,MonumentalGames,0,2003
38622,HandMadeGame,0,2003
38623,"CreatStudios,TikGames,LLC",0,2003
38624,ZootFly,0,2003
38625,SoldakEntertainment,0,2003
38626,BeatnikGames,0,2003
38627,FatsharkAB,0,2003
38628,TragnarionStudios,0,2003
38629,MadMonkeyStudio,0,2003
38630,"Capcom,ProperGamesLtd",0,2003
38631,ShadowRage,0,2003
