name,platform,r-date,score,user score,developer,genre,players,critics,users
Wizard of Legend,Switch,"May 15, 2018",76,7.7,Contingent99,"Role-Playing,Action RPG",2 ,16,74
Dokuro,PlayStationVita,"October 16, 2012",76,7.9,GameArts,"Action,Platformer,2D",No info,26,19
Inmost,PC,"August 21, 2020",76,8.3,HiddenLayerGames,"Action,Platformer,2D,3D",No Online Multiplayer,14,37
Heroes of the Pacific,Xbox,"September 28, 2005",76,8.6,IRGurusInteractiveLtd.,"Simulation,Flight,WWII",8  Online,33,7
ScourgeBringer,PC,"October 21, 2020",76,6.2,FlyingOakGames,"Adventure,General,Action,Platformer,2D",No Online Multiplayer,13,6
Secret World Legends,PC,"June 26, 2017",76,5.2,Funcom,"Role-Playing,Action Adventure,General,Massively Multiplayer",No info,9,47
Airborne Kingdom,PC,"December 17, 2020",76,7.2,TheWanderingBandLLC,"Strategy,Real-Time,General",No Online Multiplayer,20,25
NCAA March Madness 06,Xbox,"October 11, 2005",76,7.2,EACanada,"Sports,Traditional,Basketball,Sim",2  Online,21,5
Severed Steel,PC,"September 17, 2021",76,5.9,GreylockStudio,"Action,First-Person,Shooter,Arcade",No Online Multiplayer,10,7
Ghostrunner,PlayStation4,"October 27, 2020",76,7.3,ONEMORELEVEL,"Action,Adventure,General,Platformer,3D",No Online Multiplayer,12,92
Total War: WARHAMMER - Realm of the Wood Elves,PC,"December 8, 2016",76,6.4,CreativeAssembly,"Strategy,Turn-Based,General",No info,9,14
Chariot,PlayStation4,"September 30, 2014",76,7.0,FrimaStudio,"Action,Platformer,2D",No info,10,28
R-Type Dimensions,Xbox360,"February 4, 2009",76,7.1,SouthendInteractive,"Action,Miscellaneous,Shooter,Shooter,Compilation,Scrolling,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",2  Online,32,16
Pool Paradise,GameCube,"June 30, 2004",76,tbd,AwesomeDevelopments,"Miscellaneous,Parlor,Billiards",1-2 ,19,0
CT Special Forces 2: Back in the Trenches,GameBoyAdvance,"June 29, 2004",76,8.5,LSP,"Action,Shooter,Scrolling",1-2 ,11,4
Vegas Tycoon,PC,"January 15, 2004",76,7.4,DeepRed,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,13,7
WWE WrestleMania XIX,GameCube,"September 8, 2003",76,8.7,Yuke's,"Action,Fighting,Wrestling",1-4 ,26,49
Disney's Extreme Skate Adventure,GameCube,"September 4, 2003",76,7.6,ToysforBob,"Sports,Alternative,Skateboarding",1-2 ,18,5
MLB Slugfest 20-04,Xbox,"March 16, 2003",76,tbd,Midway,"Sports,Traditional,Baseball,Arcade",1-2 ,16,0
Spider-Man: The Movie,GameCube,"April 15, 2002",76,7.3,Treyarch,"Action,Platformer,3D",1 Player,14,14
Blood Omen 2,Xbox,"March 21, 2002",76,7.8,CrystalDynamics,"Action Adventure,Horror",1 Player,22,15
Knockout Kings 2002,PlayStation2,"March 4, 2002",76,8.5,ElectronicArts,"Sports,Traditional,Boxing",1-2 ,23,11
Mega Man X5,PlayStation,"February 1, 2001",76,8.9,Capcom,"Action,Platformer,2D",1 Player,10,141
Tomb Raider III,PlayStation,"November 21, 1998",76,8.1,CoreDesignLtd.,"Action Adventure,Modern",1 Player,14,100
Endless Ocean: Blue World,Wii,"February 22, 2010",76,8.5,Arika,"Adventure,General,General,3D,Third-Person",No info,42,33
NBA 2K22,XboxSeriesX,"September 10, 2021",76,4.5,VisualConcepts,"Sports,Team,Basketball,Sim",No info,17,28
Saints Row: The Third Remastered,XboxOne,"May 22, 2020",76,6.9,Sperasoft,"Action Adventure,Open-World",2 ,15,36
Half-Minute Hero: Super Mega Neo Climax,Xbox360,"June 29, 2011",76,8.0,Opus,"Role-Playing,Action RPG,Action RPG",No info,20,12
Guilty Gear XX Accent Core Plus,Wii,"May 12, 2009",76,7.6,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",No Online Multiplayer,10,11
Mario vs. Donkey Kong 2: March of the Minis,DS,"September 25, 2006",76,7.9,"Nintendo,NintendoSoftwareTechnology","Puzzle,Action,Platformer,Platformer,2D,2D",No Online Multiplayer,32,25
WRC 10,PlayStation5,"September 2, 2021",76,6.4,KTRacing,"Racing,Simulation,Automobile",No info,22,17
Q.U.B.E. 2,PlayStation4,"March 13, 2018",76,7.1,ToxicGames,"Sci-Fi,Action,Shooter,First-Person,Arcade",No Online Multiplayer,20,17
Star Wars: Battlefront (2004),PC,"September 20, 2004",76,8.3,PandemicStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32 ,34,171
Unravel Two,PC,"June 9, 2018",76,6.6,ColdwoodInteractive,"Action,Platformer,2D",No Online Multiplayer,13,79
2064: Read Only Memories,PlayStation4,"January 17, 2017",76,3.4,MidBoss,"General,Adventure,Point-and-Click",No Online Multiplayer,14,554
Shadows of the Damned,Xbox360,"June 21, 2011",76,8.2,GrasshopperManufacture,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,76,172
Droplitz,PlayStation3,"June 25, 2009",76,tbd,BlitzArcade,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info,13,0
Resonance,PC,"June 19, 2012",76,7.6,xiigames,"Adventure,General,Point-and-Click",No info,35,111
