,name,platform,r_date,score,user score,developer,genre,players,critics,users,SMA_year
14634,Pro Evolution Soccer 2019,XboxOne,2018-08-28,82,6.6,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,12,55,5.378571428571428
14640,Pro Evolution Soccer 2019,PlayStation4,2018-08-28,79,6.4,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,56,328,5.446666666666666
14667,Dragon Quest XI: Echoes of an Elusive Age,PlayStation4,2018-09-04,86,8.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,86,924,8.173684210526314
14690,NHL 19,XboxOne,2018-09-11,82,6.0,EASports,"Sports,Team,Ice Hockey,Sim",Up to 12 ,20,59,4.775
14697,Final Fantasy XV Pocket Edition HD,Switch,2018-09-13,69,7.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,12,88,8.145
14705,Nintendo Labo: Toycon 03 Vehicle Kit,Switch,2018-09-14,69,7.2,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,10,24,7.5470588235294125
14707,NHL 19,PlayStation4,2018-09-14,80,5.2,EASports,"Sports,Team,Ice Hockey,Sim",Up to 12 ,29,117,4.822222222222223
14718,Capcom Beat 'Em Up Bundle,PlayStation4,2018-09-18,71,5.5,Capcom,"Miscellaneous,Compilation",Up to 4 ,16,12,7.442424242424242
14720,Capcom Beat 'Em Up Bundle,Switch,2018-09-18,78,7.8,Capcom,"Miscellaneous,Compilation",Up to 4 ,24,28,7.452941176470588
14722,Capcom Beat 'Em Up Bundle,XboxOne,2018-09-18,76,8.0,Capcom,"Miscellaneous,Compilation",Up to 4 ,9,7,7.468571428571428
14734,FIFA 19,XboxOne,2018-09-25,83,2.5,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,25,249,4.590000000000001
14735,FIFA 19,Switch,2018-09-25,71,3.3,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,24,126,4.472727272727273
14739,FIFA 19,PlayStation4,2018-09-25,83,2.1,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,67,1205,4.275
14745,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PlayStation4,2018-09-25,71,6.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,7,24,6.498305084745763
14752,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PC,2018-09-25,69,7.7,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,18,59,6.518333333333333
14769,Assassin's Creed Odyssey,XboxOne,2018-10-02,87,6.3,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,34,812,6.62
14770,Assassin's Creed Odyssey,PlayStation4,2018-10-02,83,6.4,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,86,3191,6.583333333333333
14772,Mega Man 11,PlayStation4,2018-10-02,82,8.3,Capcom,"Action,Platformer,2D",No Online Multiplayer,52,199,7.491666666666666
14773,Mega Man 11,XboxOne,2018-10-02,77,8.6,Capcom,"Action,Platformer,2D",No Online Multiplayer,12,88,7.521621621621622
14775,Mega Man 11,Switch,2018-10-02,80,8.6,Capcom,"Action,Platformer,2D",No Online Multiplayer,27,193,7.55
14776,Mega Man 11,PC,2018-10-02,79,8.7,Capcom,"Action,Platformer,2D",No Online Multiplayer,7,80,7.57948717948718
14777,Assassin's Creed Odyssey,PC,2018-10-02,86,6.2,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,14,2153,6.528571428571429
14796,Child of Light,Switch,2018-10-11,84,8.4,UbisoftMontreal,"Role-Playing,General",No Online Multiplayer,12,90,6.525
14805,For Honor: Marching Fire,PlayStation4,2018-10-16,78,3.4,Ubisoft,"Action Adventure,General",No info,8,9,6.1375
14845,Castlevania Requiem: Symphony of the Night & Rondo of Blood,PlayStation4,2018-10-26,74,7.3,Konami,"Miscellaneous,Compilation",No Online Multiplayer,32,67,5.5307692307692315
14868,World of Final Fantasy Maxima,Switch,2018-11-06,79,8.5,SquareEnix,"Role-Playing,Japanese-Style",2 ,13,41,8.189473684210526
14869,World of Final Fantasy Maxima,PlayStation4,2018-11-06,71,6.9,SquareEnix,"Role-Playing,Japanese-Style",2 ,10,14,8.124999999999998
14875,World of Final Fantasy Maxima,XboxOne,2018-11-06,81,7.8,SquareEnix,"Role-Playing,Japanese-Style",2 ,9,18,8.10952380952381
14974,The Last Remnant Remastered,PlayStation4,2018-12-06,70,7.0,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,19,29,8.221052631578948
15029,New Super Mario Bros. U Deluxe,Switch,2019-01-11,80,7.1,Nintendo,"Action,Platformer,2D",No Online Multiplayer,70,312,7.576470588235295
15036,Onimusha: Warlords,PC,2019-01-15,67,6.4,Capcom,"Action Adventure,General",No Online Multiplayer,9,35,7.556410256410256
15080,Kingdom Hearts III,PlayStation4,2019-01-29,83,8.0,SquareEnix,"Action RPG,Action Adventure,Fantasy,Role-Playing,Action RPG",No Online Multiplayer,88,2405,8.210526315789474
15082,Kingdom Hearts III,XboxOne,2019-01-29,80,8.2,SquareEnix,"Action RPG,Action Adventure,Fantasy,Role-Playing,Action RPG",No Online Multiplayer,23,581,8.209999999999999
15131,Far Cry New Dawn,XboxOne,2019-02-15,75,4.1,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",2 ,26,199,5.944444444444445
15137,Far Cry New Dawn,PC,2019-02-15,73,3.9,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",Online Multiplayer,24,772,5.74
15141,Far Cry New Dawn,PlayStation4,2019-02-15,71,4.3,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",2 ,70,640,5.6090909090909085
15161,DiRT Rally 2.0,PC,2019-02-26,84,4.9,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,22,135,6.683333333333334
15164,DiRT Rally 2.0,XboxOne,2019-02-26,82,7.2,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,21,49,6.723076923076923
15166,DiRT Rally 2.0,PlayStation4,2019-02-26,84,5.9,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,34,169,6.664285714285714
15192,Devil May Cry 5,PC,2019-03-07,89,8.6,Capcom,"Action Adventure,General",Online Multiplayer,21,1370,7.617142857142857
15193,Devil May Cry 5,XboxOne,2019-03-08,87,7.6,Capcom,"Action Adventure,General",Up to 3 ,64,1015,7.616666666666666
15196,Devil May Cry 5,PlayStation4,2019-03-08,88,8.4,Capcom,"Action Adventure,General",Up to 3 ,42,1693,7.637837837837838
15219,Chocobo's Mystery Dungeon: Every Buddy!,PlayStation4,2019-03-20,69,6.9,SquareEnix,"Action RPG,Role-Playing,Roguelike",No Online Multiplayer,9,24,8.147619047619047
15221,Chocobo's Mystery Dungeon: Every Buddy!,Switch,2019-03-20,73,7.4,SquareEnix,"General,Action RPG,Role-Playing,Roguelike",No Online Multiplayer,20,29,8.113636363636363
15248,Final Fantasy VII,Switch,2019-03-26,81,7.5,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,27,103,8.08695652173913
15253,Assassin's Creed III Remastered,XboxOne,2019-03-29,77,4.4,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,9,51,5.825
15256,Assassin's Creed III Remastered,PlayStation4,2019-03-29,72,4.7,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,31,165,5.7
15268,Phoenix Wright: Ace Attorney Trilogy,PlayStation4,2019-04-09,80,7.8,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,24,52,7.6421052631578945
15271,Phoenix Wright: Ace Attorney Trilogy,Switch,2019-04-09,81,8.4,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,27,78,7.661538461538462
15273,Phoenix Wright: Ace Attorney Trilogy,XboxOne,2019-04-09,80,7.4,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,12,21,7.654999999999999
15274,Phoenix Wright: Ace Attorney Trilogy,PC,2019-04-09,80,8.8,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,10,46,7.682926829268292
15298,Final Fantasy X / X-2 HD Remaster,Switch,2019-04-16,85,7.6,SquareEnix,"Miscellaneous,Compilation",No Online Multiplayer,27,123,8.004545454545454
15308,Arcade Classics Anniversary Collection,PlayStation4,2019-04-18,63,3.9,Konami,"Miscellaneous,Compilation",No Online Multiplayer,10,7,5.315384615384615
15311,Arcade Classics Anniversary Collection,Switch,2019-04-18,61,5.0,Konami,"Miscellaneous,Compilation",No Online Multiplayer,13,4,5.292857142857143
15320,Dragon's Dogma: Dark Arisen,Switch,2019-04-23,78,8.3,Capcom,"Role-Playing,Action RPG",No Online Multiplayer,39,108,7.697619047619048
15330,Final Fantasy XII: The Zodiac Age,Switch,2019-04-30,85,8.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,30,130,8.030434782608696
15354,Nintendo Labo: Toycon 04 VR Kit,Switch,2019-05-12,71,6.5,Nintendo,"Action,General",No Online Multiplayer,14,61,7.6230769230769235
15380,Resident Evil,Switch,2019-05-21,80,8.7,Capcom,"Action Adventure,Survival",No Online Multiplayer,18,57,7.72093023255814
15383,Resident Evil 4,Switch,2019-05-21,80,8.6,Capcom,"Action Adventure,Survival",No Online Multiplayer,22,155,7.740909090909091
15391,Assassin's Creed III Remastered,Switch,2019-05-21,60,7.0,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,15,66,5.83
15393,Resident Evil 0,Switch,2019-05-21,70,8.0,Capcom,"Action Adventure,Survival",No Online Multiplayer,17,31,7.746666666666667
15475,Devil May Cry,Switch,2019-06-24,74,8.3,Capcom,"Action Adventure,Linear",No Online Multiplayer,11,75,7.782222222222222
15477,F1 2019,PlayStation4,2019-06-25,84,7.7,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,43,105,6.684615384615385
15486,F1 2019,XboxOne,2019-06-25,89,6.9,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,15,54,6.700000000000001
15487,F1 2019,PC,2019-06-27,87,7.4,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,9,66,6.746666666666667
15494,Super Mario Maker 2,Switch,2019-06-28,88,8.5,Nintendo,"Action,Platformer,2D",Up to 4 ,98,842,7.730769230769231
15498,Final Fantasy XIV: Shadowbringers,PlayStation4,2019-07-02,91,8.3,SquareEnix,"Role-Playing,Massively Multiplayer",No info,18,312,7.9523809523809526
15499,Final Fantasy XIV: Shadowbringers,PC,2019-07-02,90,9.1,SquareEnix,"Role-Playing,Massively Multiplayer",No info,25,996,8.004545454545454
15522,Dragon Quest Builders 2,Switch,2019-07-12,85,8.3,SquareEnix,"Role-Playing,General,Action Adventure,Sandbox",Up to 4 ,27,175,8.0
15600,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,Switch,2019-08-20,79,7.8,Konami,"Strategy,Turn-Based,Card Battle",No Online Multiplayer,13,62,5.459999999999999
15638,Final Fantasy VIII Remastered,Switch,2019-09-03,80,7.0,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,12,77,7.956521739130435
15644,Final Fantasy VIII Remastered,PlayStation4,2019-09-03,80,7.1,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,34,166,7.920833333333333
15646,Final Fantasy VIII Remastered,PC,2019-09-03,73,5.4,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,7,50,7.82
15656,Monster Hunter: World - Iceborne,XboxOne,2019-09-06,90,8.2,Capcom,"Role-Playing,Action RPG",No info,9,74,7.791111111111111
15662,Monster Hunter: World - Iceborne,PlayStation4,2019-09-06,89,8.4,Capcom,"Role-Playing,Action RPG",No info,65,317,7.804347826086956
15680,eFootball PES 2020,XboxOne,2019-09-10,82,7.1,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,9,126,5.5625
15681,eFootball PES 2020,PlayStation4,2019-09-10,82,7.5,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,54,993,5.676470588235294
15701,Devil May Cry 2,Switch,2019-09-19,50,7.8,Capcom,"Action Adventure,Linear",No Online Multiplayer,8,68,7.9837209302325585
15737,Dragon Quest III: The Seeds of Salvation,Switch,2019-09-27,71,6.9,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,9,14,7.7846153846153845
15738,Dragon Quest II: Luminaries of the Legendary Line,Switch,2019-09-27,60,6.2,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,9,13,7.725925925925925
15743,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,2019-09-27,91,8.9,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,50,629,7.767857142857143
15744,Dragon Quest,Switch,2019-09-27,63,7.1,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,10,18,7.744827586206896
15776,GRID,PC,2019-10-08,74,5.2,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer,13,83,6.733333333333333
15796,GRID,PlayStation4,2019-10-11,73,5.9,Codemasters,"Racing,Simulation,Automobile",Up to 16 ,45,93,6.6692307692307695
15799,GRID,XboxOne,2019-10-11,79,5.0,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer,14,32,6.55
15826,Ring Fit Adventure,Switch,2019-10-18,83,8.6,Nintendo,"Miscellaneous,Exercise / Fitness",No Online Multiplayer,45,248,7.736363636363635
15852,Resident Evil 6,Switch,2019-10-29,68,7.9,Capcom,"Action Adventure,Survival",Up to 6 ,9,59,7.985714285714285
15863,Resident Evil 5,Switch,2019-10-29,72,6.9,Capcom,"Action Adventure,Survival",Up to 4 ,18,53,7.96046511627907
15893,Romancing SaGa 3,PlayStation4,2019-11-11,74,6.3,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,12,21,7.696666666666667
15894,Romancing SaGa 3,Switch,2019-11-11,73,7.7,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,9,35,7.696774193548387
15953,SaGa: Scarlet Grace - Ambitions,PlayStation4,2019-12-03,76,6.9,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,11,10,7.636666666666667
15968,Assassin's Creed: The Rebel Collection,Switch,2019-12-06,80,8.2,Ubisoft,"Miscellaneous,Compilation",Online Multiplayer,25,108,6.04
15993,Dr. Kawashima's Brain Training for Nintendo Switch,Switch,2020-01-03,64,6.1,Nintendo,"Miscellaneous,Edutainment",No info,19,34,7.380000000000001
15994,Monster Hunter: World - Iceborne,PC,2020-01-09,87,7.8,Capcom,"Role-Playing,Action RPG",No info,32,202,7.957142857142857
16016,Kingdom Hearts III - Re Mind,PlayStation4,2020-01-23,66,6.1,SquareEnix,"Role-Playing,Action RPG",No Online Multiplayer,34,204,7.587096774193548
16042,Might & Magic: Chess Royale,PC,2020-01-30,65,3.3,Ubisoft,"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Tactics",Up to more than 64 ,8,28,5.79090909090909
16085,Street Fighter V: Champion Edition,PlayStation4,2020-02-14,82,6.0,Capcom,"Action,Fighting,2D",2 ,29,127,7.975757575757576
16100,Devil May Cry 3: Special Edition,Switch,2020-02-20,82,8.0,Capcom,"Action Adventure,Linear",No Online Multiplayer,34,82,7.976470588235294
16170,Animal Crossing: New Horizons,Switch,2020-03-20,90,5.5,Nintendo,"Simulation,Virtual,Virtual Life",Up to 8 ,111,6227,7.20909090909091
16177,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,PlayStation4,2020-03-24,71,5.7,Konami,"Strategy,Turn-Based,Card Battle",2 ,9,34,6.333333333333333
16190,Shinsekai: Into the Depths,Switch,2020-03-26,78,7.9,Capcom,"Action,Platformer,2D",No Online Multiplayer,23,31,7.974285714285715
16224,Final Fantasy VII Remake,PlayStation4,2020-04-10,87,8.1,SquareEnix,"Japanese-Style,Role-Playing,Action RPG",No Online Multiplayer,126,7288,7.5
16416,F1 2020,PlayStation4,2020-07-06,86,7.8,Codemasters,"Racing,Simulation,Automobile",2 ,44,184,6.707692307692308
16424,F1 2020,PC,2020-07-09,88,7.0,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer,21,92,6.728571428571429
16428,F1 2020,XboxOne,2020-07-10,91,7.2,Codemasters,"Racing,Simulation,Automobile",2 ,20,108,6.760000000000001
16510,Hyper Scape,PC,2020-08-11,68,4.1,UbisoftMontreal,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,12,62,4.959999999999999
16512,Hyper Scape,PlayStation4,2020-08-11,62,5.0,UbisoftMontreal,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,8,61,4.966666666666666
16555,Madden NFL 21,XboxOne,2020-08-25,69,0.5,EASports,"Sports,Team,Football,Sim",Up to 6 ,20,1043,3.266666666666666
16563,Madden NFL 21,PlayStation4,2020-08-25,63,0.2,EASports,"Sports,Team,Football,Sim",Up to 6 ,29,5760,2.8285714285714287
16569,Final Fantasy Crystal Chronicles: Remastered Edition,Switch,2020-08-27,60,4.4,SquareEnix,"Role-Playing,Action RPG",Up to 4 ,22,85,7.393103448275863
16572,Final Fantasy Crystal Chronicles: Remastered Edition,PlayStation4,2020-08-27,59,5.0,SquareEnix,"Role-Playing,Action RPG",Up to 4 ,40,37,7.3133333333333335
16592,Super Bomberman R Online,Stadia,2020-09-01,80,7.2,Konami,"Puzzle,Action",No Online Multiplayer,7,38,6.4375
16639,eFootball PES 2021,PlayStation4,2020-09-15,73,5.2,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,27,221,6.3
16650,Super Mario 3D All-Stars,Switch,2020-09-18,82,6.4,Nintendo,"Miscellaneous,Compilation",No Online Multiplayer,102,724,6.957142857142857
16679,Super Mario Bros. 35,Switch,2020-10-01,75,7.4,Nintendo,"Action,Platformer,2D",Up to 36 ,29,74,7.0125
16777,Watch Dogs: Legion,XboxOne,2020-10-29,76,6.1,Ubisoft,"Action Adventure,Open-World",Up to 8 ,50,557,5.616666666666666
16780,Watch Dogs: Legion,PlayStation4,2020-10-29,70,5.4,Ubisoft,"Action Adventure,Open-World",Up to 8 ,35,825,5.5857142857142845
16781,Watch Dogs: Legion,PC,2020-10-29,72,5.5,Ubisoft,"Action Adventure,Open-World",Up to 8 ,46,1094,5.574999999999999
16793,DIRT 5,PlayStation4,2020-11-03,79,5.1,Codemasters,"Racing,Simulation,Automobile",Up to 12 ,37,94,6.4
16794,DIRT 5,XboxOne,2020-11-03,83,5.7,Codemasters,"Racing,Simulation,Automobile",Up to 12 ,19,61,6.3500000000000005
16799,DIRT 5,PC,2020-11-06,72,4.1,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer,25,57,6.2
16806,DIRT 5,XboxSeriesX,2020-11-10,81,6.2,Codemasters,"Racing,Simulation,Automobile",Up to 12 ,17,60,6.2
16808,Assassin's Creed Valhalla,PC,2020-11-10,82,7.4,UbisoftMontreal,"Action Adventure,Open-World",No Online Multiplayer,31,2480,4.8
16818,Assassin's Creed Valhalla,XboxSeriesX,2020-11-10,84,7.9,UbisoftMontreal,"Action Adventure,Open-World",No Online Multiplayer,45,933,5.242857142857143
16834,Devil May Cry 5: Special Edition,XboxSeriesX,2020-11-10,84,7.7,Capcom,"Action Adventure,General",Up to 3 ,11,59,7.908695652173913
16842,Devil May Cry 5: Special Edition,PlayStation5,2020-11-12,89,8.3,Capcom,"Action Adventure,General",Up to 3 ,34,202,7.925000000000001
16846,DIRT 5,PlayStation5,2020-11-12,80,5.5,Codemasters,"Racing,Simulation,Automobile",Up to 12 ,11,68,6.158823529411765
16847,Just Dance 2021,Switch,2020-11-12,70,5.3,Ubisoft,"Action,Rhythm,Dancing",Online Multiplayer,14,16,5.544444444444444
16854,Assassin's Creed Valhalla,PlayStation5,2020-11-12,84,7.7,UbisoftMontreal,"Action Adventure,Open-World",No Online Multiplayer,8,1207,5.55
16912,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,XboxOne,2020-12-04,92,8.3,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,16,109,7.242307692307692
16917,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,PlayStation4,2020-12-04,91,8.1,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,25,127,7.274074074074075
16944,Collection of SaGa: Final Fantasy Legend,Switch,2020-12-15,71,6.1,SquareEnix,"Miscellaneous,Compilation",No Online Multiplayer,15,9,7.2407407407407405
17019,Super Mario 3D World + Bowser's Fury,Switch,2021-02-12,89,8.7,Nintendo,"Action,Platformer,3D",Up to 4 ,122,537,7.2125
17020,Capcom Arcade Stadium,Switch,2021-02-17,80,8.1,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,32,22,7.995833333333334
17040,Ghosts 'n Goblins Resurrection,Switch,2021-02-25,75,6.9,Capcom,"Action,Platformer,2D",No Online Multiplayer,73,76,7.952000000000001
17082,Tales from the Borderlands: A Telltale Game Series,Switch,2021-03-23,80,8.4,TelltaleGames,"Adventure,General",No Online Multiplayer,7,9,8.400000000000002
17103,Monster Hunter Rise,Switch,2021-03-26,88,9.0,Capcom,"Role-Playing,Action RPG",Up to 4 ,120,660,7.965217391304349
17175,Resident Evil Village,PlayStation5,2021-05-07,84,8.5,Capcom,"Action Adventure,Survival",No Online Multiplayer,106,1710,7.947368421052632
17176,Resident Evil Village,PlayStation4,2021-05-07,81,8.2,Capcom,"Action Adventure,Survival",No Online Multiplayer,7,427,7.959999999999999
17177,Resident Evil Village,XboxSeriesX,2021-05-07,83,8.5,Capcom,"Action Adventure,Survival",No Online Multiplayer,13,247,7.985714285714285
17179,Resident Evil Village,PC,2021-05-07,83,8.4,Capcom,"Action Adventure,Survival",No Online Multiplayer,23,751,8.004545454545454
17181,Assassin's Creed Valhalla: Wrath of the Druids,XboxSeriesX,2021-05-13,73,6.5,UbisoftMontreal,"Action Adventure,Open-World",No info,22,11,6.433333333333334
17184,Assassin's Creed Valhalla: Wrath of the Druids,PC,2021-05-13,74,6.1,UbisoftMontreal,"Action Adventure,Open-World",No Online Multiplayer,14,47,6.385714285714286
