name,platform,r-date,score,user score,developer,genre,players,critics,users
Devil May Cry 5,PC,"March 7, 2019",89,8.6,Capcom,"Action Adventure,General",Online Multiplayer,21,1384
3D Gunstar Heroes,3DS,"August 20, 2015",89,7.9,M2,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,13,42
Jade Empire,Xbox,"April 12, 2005",89,8.4,BioWare,"Role-Playing,Action RPG",1 Player,84,140
Tony Hawk's Underground,GameCube,"October 27, 2003",89,7.5,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-2 ,19,35
NHL 2K3,Xbox,"November 19, 2002",89,6.5,Treyarch,"Sports,Traditional,Ice Hockey,Sim",1-4 ,17,11
NBA 2K3,PlayStation2,"October 8, 2002",89,7.8,VisualConcepts,"Sports,Traditional,Basketball,Sim",1-8 ,21,18
NASCAR Racing 2002 Season,PC,"February 14, 2002",89,5.5,Papyrus,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",No info,15,24
Phantasy Star Online,Dreamcast,"January 29, 2001",89,8.4,SonicTeam,"Role-Playing,General",No info,21,50
Resident Evil 2,Nintendo64,"October 31, 1999",89,8.9,AngelStudios,"Action Adventure,Horror",1 Player,12,113
Tekken 2,PlayStation,"August 25, 1996",89,8.3,Namco,"Action,Fighting,3D",1-2 ,8,183
Need for Speed: Hot Pursuit,PlayStation3,"November 16, 2010",89,7.4,CriterionGames,"Driving,Racing,Arcade,Arcade,Automobile",Up to 8 ,59,368
F-Zero GX,GameCube,"August 26, 2003",89,8.7,AmusementVision,"Driving,Racing,Futuristic",1-4 ,50,235
Mass Effect,PC,"May 28, 2008",89,8.6,"BioWare,DemiurgeStudios","Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",No Online Multiplayer,45,3676
Super Mario 3D World + Bowser's Fury,Switch,"February 12, 2021",89,8.7,Nintendo,"Action,Platformer,3D",Up to 4 ,122,558
Dark Souls,Xbox360,"October 4, 2011",89,8.7,FromSoftware,"Role-Playing,Action RPG,Action RPG",Up to 4 ,66,1570
NBA Street V3,Xbox,"February 8, 2005",89,7.9,EACanada,"Sports,Traditional,Basketball,Arcade",2  Online,41,14
Need for Speed: Hot Pursuit 2,PlayStation2,"October 1, 2002",89,8.5,BlackBox,"Driving,Racing,Arcade",1-2 ,31,146
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox360,"October 29, 2009",89,8.5,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",No info,67,295
The Legend of Zelda: The Minish Cap,GameBoyAdvance,"January 10, 2005",89,8.9,Flagship,"Action Adventure,Fantasy",1 Player,56,401
NCAA Football 2005,Xbox,"July 15, 2004",89,7.8,EASports,"Sports,Traditional,Football,Sim",1-4 ,29,13
NCAA Football 2004,GameCube,"July 16, 2003",89,7.2,EASports,"Sports,Traditional,Football,Sim",1-4 ,16,9
Combat Mission: Barbarossa to Berlin,PC,"October 29, 2002",89,7.3,BigTimeSoftware,"Strategy,Real-Time,Wargame,Real-Time,General",1-2 ,12,22
NHL 2002,Xbox,"December 10, 2001",89,6.8,EASports,"Sports,Traditional,Ice Hockey,Sim",1-4 ,17,8
Homeworld: Cataclysm,PC,"September 7, 2000",89,8.8,BarkingDog,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",1-4 ,25,88
Tetris Effect,PlayStation4,"November 9, 2018",89,7.6,EnhanceGames,"Puzzle,Stacking",No Online Multiplayer,72,215
Fez,Xbox360,"April 13, 2012",89,6.2,PolytronCorp.,"Action,Platformer,Platformer,2D,2D",No info,66,375
Cave Story,Wii,"March 22, 2010",89,8.6,Nicalis,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,25,97
Dark Souls II: Scholar of the First Sin,XboxOne,"April 7, 2015",89,7.8,FromSoftware,"Role-Playing,Action RPG",Up to 6 ,11,249
The Walking Dead: Episode 5 - No Time Left,PC,"November 21, 2012",89,8.8,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,21,442
Guild Wars,PC,"April 26, 2005",89,8.3,ArenaNet,"Role-Playing,General,General,Massively Multiplayer",64+ ,53,485
Borderlands 2,PC,"September 17, 2012",89,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4 ,38,3384
Slay the Spire,PC,"January 23, 2019",89,7.5,MegaCritGames,"Strategy,Turn-Based,Card Battle",No Online Multiplayer,23,520
World Soccer Winning Eleven 9,Xbox,"February 7, 2006",89,7.1,KCET,"Sports,Traditional,Soccer,Sim",2  Online,19,10
Guitar Hero 5,Wii,"September 1, 2009",89,7.0,VicariousVisions,"Action,Miscellaneous,Rhythm,Music,Music",No info,25,57
Ace Combat 04: Shattered Skies,PlayStation2,"November 1, 2001",89,8.7,Namco,"Simulation,Flight,Modern Jet",1-2 ,22,141
Max Payne,PC,"July 23, 2001",89,9.1,RemedyEntertainment,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No Online Multiplayer,32,1814
Final Fantasy VII Remake Intergrade,PlayStation5,"June 10, 2021",89,8.4,SquareEnix,"Role-Playing,Action RPG",No Online Multiplayer,56,358
3D Streets of Rage II,3DS,"July 23, 2015",89,7.6,M2,"Action,Beat-'Em-Up,2D",No info,15,51
Out of the Park Baseball 15,PC,"April 21, 2014",89,7.2,No info,"Sports,Traditional,Team,Baseball,Sim",No info,8,57
MVP Baseball 2004,GameCube,"March 9, 2004",89,7.2,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,25,13
Tiger Woods PGA Tour 2004,GameCube,"September 22, 2003",89,7.1,EASports,"Sports,Traditional,Golf,Sim",1-4 ,16,8
Tom Clancy's Splinter Cell,PlayStation2,"April 8, 2003",89,7.9,UbisoftShanghai,"Action Adventure,Modern",1 Player,24,135
Max Payne,Xbox,"December 12, 2001",89,8.2,neoSoftware,"Action,Shooter,Third-Person,Modern",1 Player,24,81
