name,platform,r-date,score,user score,developer,genre,players,critics,users
EQQO,Switch,"February 7, 2020",66,5.6,ParallelStudio,"General,Puzzle,Adventure,Point-and-Click",No Online Multiplayer,11,11
Dragon Ball Z: Supersonic Warriors 2,DS,"November 20, 2005",66,7.5,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",1-2 ,13,38
Nights of Azure 2: Bride of the New Moon,PlayStation4,"October 24, 2017",66,7.0,Gust,"Action,General,Role-Playing,Action RPG",No Online Multiplayer,32,36
Quantum Break,PC,"April 5, 2016",66,5.7,RemedyEntertainment,"Action,General",No Online Multiplayer,14,952
Nine Parchments,Switch,"December 5, 2017",66,7.0,"Frozenbyte,Inc.","Role-Playing,Action RPG",Up to 4 ,14,51
Time Crisis: Crisis Zone,PlayStation2,"October 19, 2004",66,tbd,Namco,"Action,Shooter,Light Gun",1 Player,38,0
Pitfall: The Lost Expedition,PC,"October 15, 2004",66,7.3,Beenox,"Action,Platformer,Platformer,3D,3D",1 Player,9,19
MediEvil: Resurrection,PSP,"September 13, 2005",66,8.4,SCEE,"Action Adventure,Fantasy,General,Fantasy",1-2 ,43,97
Stonefly,Switch,"June 1, 2021",66,tbd,FlightSchoolStudio,"Action Adventure,General",No Online Multiplayer,8,0
Rust: Console Edition,PlayStation4,"May 21, 2021",66,1.3,FacepunchStudios,"Action Adventure,Survival",Massively Multiplayer,11,25
LEGO Worlds,PlayStation4,"March 7, 2017",66,6.4,TTGames,"Action Adventure,Sandbox",2 ,34,63
BlazeRush,PC,"October 28, 2014",66,8.3,TargemGames,"Driving,Racing,Arcade,Automobile",No info,8,25
Kirby Fighters Deluxe,3DS,"August 29, 2014",66,6.4,HALLabs,"Action,Fighting,2D",No info,10,13
Black The Fall,PlayStation4,"July 11, 2017",66,6.7,SandSailorStudio,"Action,General",No Online Multiplayer,16,37
Saints Row: Gat Out of Hell,PC,"January 20, 2015",66,6.2,VolitionInc.,"Action Adventure,General,Modern,Open-World",No info,24,162
Nibiru: Age of Secrets,PC,"August 31, 2005",66,5.5,FutureGames,"Adventure,General,General",No Online Multiplayer,12,26
Black Rock Shooter: The Game,PSP,"April 23, 2013",66,7.8,"ImageEpoch,Imageepoch","Action,General,General",1 Player,19,40
Tecmo Bowl: Kickoff,DS,"November 18, 2008",66,7.3,PolygonMagic,"Sports,Traditional,Team,Football,Arcade,Arcade",1 Player,21,8
The Sinking City,XboxOne,"June 25, 2019",66,6.4,Frogwares,"Action Adventure,Survival",No Online Multiplayer,25,67
Fallen Legion+,PC,"January 5, 2018",66,tbd,YummyYummyTummy,"Role-Playing,Action RPG",No info,11,0
Oceanhorn: Monster of Uncharted Seas,Switch,"June 22, 2017",66,7.8,Cornfox&Bros.,"Action Adventure,Open-World",No Online Multiplayer,16,61
Animal Crossing: Happy Home Designer,3DS,"September 25, 2015",66,7.0,Nintendo,"Simulation,Virtual,Career",No Online Multiplayer,60,134
Back to the Future: The Game,Wii,"October 25, 2011",66,4.1,IronGalaxyStudios,"Miscellaneous,Action Adventure,Adventure,Sci-Fi,Compilation,3D,Compilation,Third-Person",No Online Multiplayer,7,9
Zombie Apocalypse,Xbox360,"September 23, 2009",66,7.8,Nihilistic,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",4  Online,28,30
Cloudy With a Chance of Meatballs,PlayStation3,"September 18, 2009",66,5.7,UbisoftShanghai,"Action Adventure,Adventure,Modern,General,General,Modern",No info,9,6
Glory of the Roman Empire,PC,"July 3, 2006",66,7.5,"Haemimont,HaemimontGames","Strategy,City Building,Management,Historic,Historic,Government",1 Player,34,8
The Lord of the Rings: War in the North,PC,"November 1, 2011",66,7.2,SnowblindStudios,"Role-Playing,Action RPG,Action RPG",3  Online,21,347
Shadowrun,Xbox360,"May 29, 2007",66,7.5,FASAStudio,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",16  Online,57,158
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Switch,"June 23, 2020",66,8.4,PurpleLampStudios,"Action,Platformer,3D",2 ,21,270
Driveclub VR,PlayStation4,"September 21, 2016",66,6.7,EvolutionStudios,"Racing,Simulation,Automobile",Up to 8 ,35,134
Crash Tag Team Racing,GameCube,"October 19, 2005",66,7.0,RadicalEntertainment,"Driving,Car Combat",1-2 ,14,29
Oddworld: Soulstorm,PlayStation5,"April 6, 2021",66,6.5,OddworldInhabitants,"Action Adventure,General",No Online Multiplayer,50,255
NASCAR Heat 2,PlayStation4,"September 12, 2017",66,5.6,"MonsterGamesInc.,704Games","Racing,Simulation,Automobile",Up to 40 ,12,25
Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox,"October 11, 2005",66,tbd,KromeStudios,"Action Adventure,Fantasy",1-2 ,13,0
Final Fantasy XI,Xbox360,"April 18, 2006",66,6.5,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,25,36
Scarygirl,PlayStation3,"January 24, 2012",66,5.5,TikGames,"Action,Platformer,Platformer,2D,2D",No info,7,6
Pac-Man World 2,Xbox,"October 15, 2002",66,7.5,Namco,"Action,Platformer,3D",1 Player,7,4
WTA Tour Tennis,GameBoyAdvance,"May 31, 2002",66,tbd,NowProduction,"Sports,Traditional,Tennis",1-2 ,9,0
All-Star Baseball 2002,GameCube,"November 17, 2001",66,6.3,Acclaim,"Sports,Traditional,Baseball,Sim",No info,17,8
Far Gate,PC,"September 10, 2001",66,tbd,SuperXStudios,"Strategy,Real-Time,General,General",1-4 ,9,0
Majestic,PC,"July 31, 2001",66,7.3,Anim-X,"Adventure,General,General",No info,8,4
Alone in the Dark: The New Nightmare,PC,"June 25, 2001",66,7.7,SpiralHouse,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,16,47
SnoCross Championship Racing,PlayStation,"August 22, 2000",66,tbd,UDS,"Driving,Racing,Snow / Water",No info,8,0
Fitness Boxing,Switch,"January 4, 2019",66,6.7,"ImagineerCo.,Ltd.","Miscellaneous,Exercise / Fitness",No Online Multiplayer,14,48
Sonic Colors: Ultimate,Switch,"September 7, 2021",66,3.9,"Sega,BlindSquirrelEntertainment","Action,Platformer,2D,3D",No info,13,125
We Ski & Snowboard,Wii,"March 3, 2009",66,8.5,BandaiNamcoGames,"Sports,Alternative,Individual,Skiing,Skiing,Ski / Snowboard",No info,27,8
This is the Police 2,PC,"July 31, 2018",66,6.6,WeappyStudio,"Simulation,Virtual,Career",No Online Multiplayer,34,80
Encodya,PC,"January 26, 2021",66,7.8,ChaosmongerStudio,"Adventure,3D,Point-and-Click,Third-Person",No Online Multiplayer,16,15
Ice Age 2: The Meltdown,Wii,"December 6, 2006",66,8.0,"VivendiGames,Eurocom","Action,Platformer,Platformer,3D,3D",No Online Multiplayer,9,7
Looney Tunes: Duck Amuck,DS,"October 9, 2007",66,8.0,WayForward,"Action,Miscellaneous,General,General,Party / Minigame",2  Online,16,4
The Incredible Adventures of Van Helsing: Extended Edition,PlayStation4,"February 28, 2017",66,6.3,NeocoreGames,"Role-Playing,Action RPG",Up to 4 ,9,15
AiRace Xeno,3DS,"June 12, 2014",66,6.9,QubicGames,"Driving,Racing,Arcade,Futuristic",No info,8,7
Oozi: Earth Adventure,PC,"September 16, 2012",66,6.9,"AwesomeGamesStudio,AwesomeGamesStudio","Action,Miscellaneous,Platformer,Compilation,2D",No Online Multiplayer,10,14
Adventures of Mana,PlayStationVita,"June 28, 2016",66,8.1,"SquareEnix,MCF","Role-Playing,Action RPG",No Online Multiplayer,18,23
Neverwinter,XboxOne,"March 31, 2015",66,5.0,CrypticStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",Up to 5 ,14,161
Secret Files: Tunguska,PC,"October 30, 2006",66,7.2,FusionsphereSystems,"Adventure,General,General",No Online Multiplayer,26,52
Destroy All Humans!,Switch,"June 29, 2021",66,7.5,BlackForestGames,"Action Adventure,General",No Online Multiplayer,7,4
Peaky Blinders: Mastermind,Switch,"August 20, 2020",66,tbd,FuturLab,"Adventure,General",No Online Multiplayer,8,0
Castaway Paradise,PlayStation4,"July 31, 2018",66,tbd,StolenCouchGames,"Simulation,Virtual,Virtual Life",No Online Multiplayer,8,0
Her Majesty's SPIFFING,XboxOne,"December 7, 2016",66,6.8,BillyGoatEntertainmentLtd,"Adventure,General,Point-and-Click",No Online Multiplayer,8,5
Enigmatis: The Ghosts of Maple Creek,XboxOne,"April 8, 2016",66,7.4,ArtifexMundi,"Puzzle,Hidden Object,General",No info,8,7
King Oddball,PlayStationVita,"February 4, 2014",66,6.2,"10tonsLtd,10tons","Miscellaneous,Puzzle,Action",No info,8,10
Prey the Stars,DS,"October 13, 2008",66,tbd,KoeiCanada,"Action,General,General",No info,12,0
Evil Dead: Regeneration,Xbox,"September 13, 2005",66,7.3,CrankyPantsGames,"Action Adventure,Horror",1 Player,34,6
Aeon Flux,PlayStation2,"November 15, 2005",66,6.2,TerminalReality,"Action Adventure,Sci-Fi",1 Player,19,11
Cobalt,XboxOne,"February 2, 2016",66,7.3,Oxeye,"Action,Platformer,Platformer,2D,2D",No info,13,19
