,genre,count,year
2128,Helicopter,13,2007
2129,Wrestling,69,2007
2130,Futuristic Sub,6,2007
2131,Individual,109,2007
2132,Team,158,2007
2133,Athletics,7,2007
2134,Ice Hockey,67,2007
2135,Futuristic Jet,6,2007
2136,Stock Car,44,2007
2137,Tank,3,2007
2138,Vehicle,26,2007
2139,Demolition Derby,18,2007
2140,Biking,26,2007
2141,Snowboarding,38,2007
2142,Street,31,2007
2143,WWII,48,2007
2144,Board / Card Game,18,2007
2145,Basketball,137,2007
2146,Boxing,45,2007
2147,Mech,38,2007
2148,Skate / Skateboard,19,2007
2149,Surfing,16,2007
2150,Soccer,100,2007
2151,Trivia / Game Show,17,2007
2152,Car Combat,46,2007
2153,Volleyball,6,2007
2154,Other,38,2007
2155,Linear,28,2007
2156,Surf / Wakeboard,4,2007
2157,Ship,10,2007
2158,Marine,10,2007
2159,Compilation,118,2007
2160,Pinball,19,2007
2161,Dancing,29,2007
2162,Music Maker,7,2007
2163,Train,3,2007
2164,Artillery,9,2007
2165,Japanese-Style,33,2007
2166,Rugby,8,2007
2167,Horse Racing,5,2007
2168,Stacking,12,2007
2169,Military,42,2007
2170,Career,9,2007
2171,Civilian Plane,4,2007
2172,Submarine,6,2007
2173,On-foot,9,2007
2174,Open-World,37,2007
2175,Truck,9,2007
2176,Horizontal,8,2007
2177,Skating,4,2007
2178,Card Battle,42,2007
2179,Board Games,35,2007
2180,Old Jet,1,2007
2181,Hunting,3,2007
2182,Wakeboarding,3,2007
2183,Vertical,14,2007
2184,No info,25,2007
2185,Bowling,8,2007
2186,WWI,3,2007
2187,Edutainment,24,2007
2188,Gambling,40,2007
2189,Party / Minigame,27,2007
2190,Pet,4,2007
2191,Static,47,2007
2192,Ski / Snowboard,4,2007
2193,Visual Novel,4,2007
2194,Application,3,2007
2195,Boxing / Martial Arts,6,2007
2196,Logic,15,2007
2197,Videos,1,2007
2198,Interactive Movie,1,2007
2199,Roguelike,2,2007
2200,Trainer,6,2007
2201,Hidden Object,1,2007
2202,Cricket,2,2007
2203,Sandbox,1,2007
2204,Defense,0,2007
2205,Drag,0,2007
2206,Skiing,0,2007
2207,Exercise / Fitness,0,2007
2208,MOBA,0,2007
2209,Text,0,2007
2210,Adventure,278,2008
2211,General,1784,2008
2212,Action,2243,2008
2213,Shooter,1397,2008
2214,First-Person,611,2008
2215,Sci-Fi,957,2008
2216,Arcade,750,2008
2217,Strategy,690,2008
2218,Turn-Based,219,2008
2219,Historic,545,2008
2220,4X,19,2008
2221,Action Adventure,857,2008
2222,Horror,194,2008
2223,Fighting,351,2008
2224,3D,723,2008
2225,Platformer,631,2008
2226,Simulation,398,2008
2227,Point-and-Click,52,2008
2228,Driving,697,2008
2229,Racing,594,2008
2230,Futuristic,57,2008
2231,Real-Time,326,2008
2232,Command,38,2008
2233,Snow / Water,13,2008
2234,Modern,899,2008
2235,Miscellaneous,763,2008
2236,Puzzle,508,2008
2237,Matching,72,2008
2238,Role-Playing,570,2008
2239,Action RPG,290,2008
2240,Kart,50,2008
2241,Rail,25,2008
2242,Flight,85,2008
2243,Modern Jet,44,2008
2244,2D,370,2008
2245,Console-style RPG,211,2008
2246,Third-Person,388,2008
2247,Shoot-'Em-Up,70,2008
2248,Top-Down,29,2008
2249,Wargame,22,2008
2250,PC-style RPG,61,2008
2251,Western-Style,59,2008
2252,Small Spaceship,45,2008
2253,Rhythm,129,2008
2254,Music,146,2008
2255,Fantasy,822,2008
2256,GT / Street,195,2008
2257,Scrolling,111,2008
2258,Light Gun,31,2008
2259,Tactical,134,2008
2260,Tycoon,104,2008
2261,Management,117,2008
2262,Business / Tycoon,59,2008
2263,Combat,129,2008
2264,Party,80,2008
2265,Massively Multiplayer Online,71,2008
2266,Massively Multiplayer,68,2008
2267,Sports,1025,2008
2268,Traditional,761,2008
2269,Golf,81,2008
2270,Mission-based,93,2008
2271,Football,144,2008
2272,Survival,61,2008
2273,Alternative,185,2008
2274,Skateboarding,84,2008
2275,Motorcycle,61,2008
2276,Motocross,37,2008
2277,Space,25,2008
2278,Breeding/Constructing,47,2008
2279,Beat-'Em-Up,300,2008
2280,Automobile,208,2008
2281,Virtual Life,124,2008
2282,Virtual,66,2008
2283,Parlor,57,2008
2284,Billiards,20,2008
2285,City Building,17,2008
2286,Government,27,2008
2287,Tactics,54,2008
2288,Tennis,61,2008
2289,Sim,714,2008
2290,Large Spaceship,20,2008
2291,Civilian,23,2008
2292,Rally / Offroad,105,2008
2293,Formula One,41,2008
2294,Nature,20,2008
2295,Fishing,24,2008
2296,Baseball,101,2008
2297,Olympic Sports,42,2008
2298,Helicopter,13,2008
2299,Wrestling,84,2008
2300,Futuristic Sub,6,2008
2301,Individual,165,2008
2302,Team,221,2008
2303,Athletics,16,2008
2304,Ice Hockey,72,2008
2305,Futuristic Jet,8,2008
2306,Stock Car,48,2008
2307,Tank,4,2008
2308,Vehicle,31,2008
2309,Demolition Derby,20,2008
2310,Biking,28,2008
2311,Snowboarding,46,2008
2312,Street,39,2008
2313,WWII,50,2008
2314,Board / Card Game,27,2008
2315,Basketball,148,2008
2316,Boxing,53,2008
2317,Mech,42,2008
2318,Skate / Skateboard,22,2008
2319,Surfing,16,2008
2320,Soccer,125,2008
2321,Trivia / Game Show,31,2008
2322,Car Combat,51,2008
2323,Volleyball,7,2008
2324,Other,61,2008
2325,Linear,40,2008
2326,Surf / Wakeboard,4,2008
2327,Ship,12,2008
2328,Marine,11,2008
2329,Compilation,147,2008
2330,Pinball,23,2008
2331,Dancing,41,2008
2332,Music Maker,9,2008
2333,Train,5,2008
2334,Artillery,10,2008
2335,Japanese-Style,48,2008
2336,Rugby,8,2008
2337,Horse Racing,6,2008
2338,Stacking,14,2008
2339,Military,48,2008
2340,Career,12,2008
2341,Civilian Plane,4,2008
2342,Submarine,6,2008
2343,On-foot,9,2008
2344,Open-World,50,2008
2345,Truck,9,2008
2346,Horizontal,11,2008
2347,Skating,4,2008
2348,Card Battle,45,2008
2349,Board Games,53,2008
2350,Old Jet,1,2008
2351,Hunting,3,2008
2352,Wakeboarding,3,2008
2353,Vertical,36,2008
2354,No info,28,2008
2355,Bowling,10,2008
2356,WWI,3,2008
2357,Edutainment,33,2008
2358,Gambling,43,2008
2359,Party / Minigame,41,2008
2360,Pet,4,2008
2361,Static,61,2008
2362,Ski / Snowboard,10,2008
2363,Visual Novel,6,2008
2364,Application,5,2008
2365,Boxing / Martial Arts,10,2008
2366,Logic,20,2008
2367,Videos,2,2008
2368,Interactive Movie,1,2008
2369,Roguelike,8,2008
2370,Trainer,6,2008
2371,Hidden Object,2,2008
2372,Cricket,2,2008
2373,Sandbox,2,2008
2374,Defense,6,2008
2375,Drag,4,2008
2376,Skiing,4,2008
2377,Exercise / Fitness,1,2008
2378,MOBA,0,2008
2379,Text,0,2008
2380,Adventure,358,2009
2381,General,2310,2009
2382,Action,2664,2009
2383,Shooter,1633,2009
2384,First-Person,712,2009
2385,Sci-Fi,1129,2009
2386,Arcade,901,2009
2387,Strategy,772,2009
2388,Turn-Based,242,2009
2389,Historic,643,2009
2390,4X,19,2009
2391,Action Adventure,978,2009
2392,Horror,226,2009
2393,Fighting,421,2009
2394,3D,843,2009
2395,Platformer,720,2009
2396,Simulation,458,2009
2397,Point-and-Click,64,2009
2398,Driving,748,2009
2399,Racing,644,2009
2400,Futuristic,63,2009
2401,Real-Time,375,2009
2402,Command,40,2009
2403,Snow / Water,13,2009
2404,Modern,1009,2009
2405,Miscellaneous,960,2009
2406,Puzzle,728,2009
2407,Matching,101,2009
2408,Role-Playing,657,2009
2409,Action RPG,344,2009
2410,Kart,56,2009
2411,Rail,27,2009
2412,Flight,100,2009
2413,Modern Jet,44,2009
2414,2D,474,2009
2415,Console-style RPG,246,2009
2416,Third-Person,455,2009
2417,Shoot-'Em-Up,85,2009
2418,Top-Down,35,2009
2419,Wargame,25,2009
2420,PC-style RPG,70,2009
2421,Western-Style,78,2009
2422,Small Spaceship,47,2009
2423,Rhythm,174,2009
2424,Music,231,2009
2425,Fantasy,969,2009
2426,GT / Street,215,2009
2427,Scrolling,128,2009
2428,Light Gun,37,2009
2429,Tactical,147,2009
2430,Tycoon,108,2009
2431,Management,138,2009
2432,Business / Tycoon,65,2009
2433,Combat,156,2009
2434,Party,88,2009
2435,Massively Multiplayer Online,78,2009
2436,Massively Multiplayer,74,2009
2437,Sports,1127,2009
2438,Traditional,829,2009
2439,Golf,86,2009
2440,Mission-based,99,2009
2441,Football,154,2009
2442,Survival,77,2009
2443,Alternative,200,2009
2444,Skateboarding,94,2009
2445,Motorcycle,65,2009
2446,Motocross,39,2009
2447,Space,26,2009
2448,Breeding/Constructing,56,2009
2449,Beat-'Em-Up,386,2009
2450,Automobile,248,2009
2451,Virtual Life,146,2009
2452,Virtual,81,2009
2453,Parlor,65,2009
2454,Billiards,24,2009
2455,City Building,18,2009
2456,Government,29,2009
2457,Tactics,66,2009
2458,Tennis,73,2009
2459,Sim,797,2009
2460,Large Spaceship,20,2009
2461,Civilian,24,2009
2462,Rally / Offroad,124,2009
2463,Formula One,45,2009
2464,Nature,20,2009
2465,Fishing,24,2009
2466,Baseball,111,2009
2467,Olympic Sports,48,2009
2468,Helicopter,15,2009
2469,Wrestling,100,2009
2470,Futuristic Sub,6,2009
2471,Individual,208,2009
2472,Team,270,2009
2473,Athletics,20,2009
2474,Ice Hockey,80,2009
2475,Futuristic Jet,8,2009
2476,Stock Car,48,2009
2477,Tank,4,2009
2478,Vehicle,33,2009
2479,Demolition Derby,20,2009
2480,Biking,28,2009
2481,Snowboarding,52,2009
2482,Street,45,2009
2483,WWII,64,2009
2484,Board / Card Game,40,2009
2485,Basketball,158,2009
2486,Boxing,63,2009
2487,Mech,42,2009
2488,Skate / Skateboard,27,2009
2489,Surfing,16,2009
2490,Soccer,142,2009
2491,Trivia / Game Show,44,2009
2492,Car Combat,55,2009
2493,Volleyball,7,2009
2494,Other,77,2009
2495,Linear,54,2009
2496,Surf / Wakeboard,4,2009
2497,Ship,12,2009
2498,Marine,11,2009
2499,Compilation,173,2009
2500,Pinball,31,2009
2501,Dancing,45,2009
2502,Music Maker,11,2009
2503,Train,5,2009
2504,Artillery,12,2009
2505,Japanese-Style,66,2009
2506,Rugby,8,2009
2507,Horse Racing,6,2009
2508,Stacking,15,2009
2509,Military,60,2009
2510,Career,16,2009
2511,Civilian Plane,4,2009
2512,Submarine,6,2009
2513,On-foot,9,2009
2514,Open-World,78,2009
2515,Truck,9,2009
2516,Horizontal,14,2009
2517,Skating,4,2009
2518,Card Battle,49,2009
2519,Board Games,69,2009
2520,Old Jet,1,2009
2521,Hunting,3,2009
2522,Wakeboarding,3,2009
2523,Vertical,44,2009
2524,No info,33,2009
2525,Bowling,10,2009
2526,WWI,5,2009
2527,Edutainment,37,2009
2528,Gambling,47,2009
2529,Party / Minigame,49,2009
2530,Pet,4,2009
2531,Static,71,2009
2532,Ski / Snowboard,14,2009
2533,Visual Novel,7,2009
2534,Application,7,2009
2535,Boxing / Martial Arts,15,2009
2536,Logic,28,2009
2537,Videos,2,2009
2538,Interactive Movie,1,2009
2539,Roguelike,9,2009
2540,Trainer,7,2009
2541,Hidden Object,4,2009
2542,Cricket,2,2009
2543,Sandbox,4,2009
2544,Defense,12,2009
2545,Drag,4,2009
2546,Skiing,6,2009
2547,Exercise / Fitness,4,2009
2548,MOBA,4,2009
2549,Text,0,2009
2550,Adventure,427,2010
2551,General,2795,2010
2552,Action,3052,2010
2553,Shooter,1880,2010
2554,First-Person,790,2010
2555,Sci-Fi,1259,2010
2556,Arcade,1071,2010
2557,Strategy,835,2010
2558,Turn-Based,267,2010
2559,Historic,713,2010
2560,4X,20,2010
2561,Action Adventure,1090,2010
2562,Horror,274,2010
2563,Fighting,481,2010
2564,3D,931,2010
2565,Platformer,808,2010
2566,Simulation,507,2010
2567,Point-and-Click,72,2010
2568,Driving,798,2010
2569,Racing,690,2010
2570,Futuristic,63,2010
2571,Real-Time,401,2010
2572,Command,44,2010
2573,Snow / Water,15,2010
2574,Modern,1150,2010
2575,Miscellaneous,1107,2010
2576,Puzzle,866,2010
2577,Matching,105,2010
2578,Role-Playing,750,2010
2579,Action RPG,416,2010
2580,Kart,68,2010
2581,Rail,30,2010
2582,Flight,123,2010
2583,Modern Jet,49,2010
2584,2D,577,2010
2585,Console-style RPG,296,2010
2586,Third-Person,531,2010
2587,Shoot-'Em-Up,104,2010
2588,Top-Down,40,2010
2589,Wargame,29,2010
2590,PC-style RPG,87,2010
2591,Western-Style,95,2010
2592,Small Spaceship,50,2010
2593,Rhythm,207,2010
2594,Music,283,2010
2595,Fantasy,1080,2010
2596,GT / Street,221,2010
2597,Scrolling,147,2010
2598,Light Gun,44,2010
2599,Tactical,165,2010
2600,Tycoon,114,2010
2601,Management,149,2010
2602,Business / Tycoon,68,2010
2603,Combat,185,2010
2604,Party,100,2010
2605,Massively Multiplayer Online,85,2010
2606,Massively Multiplayer,81,2010
2607,Sports,1212,2010
2608,Traditional,873,2010
2609,Golf,91,2010
2610,Mission-based,103,2010
2611,Football,164,2010
2612,Survival,97,2010
2613,Alternative,211,2010
2614,Skateboarding,100,2010
2615,Motorcycle,69,2010
2616,Motocross,39,2010
2617,Space,28,2010
2618,Breeding/Constructing,58,2010
2619,Beat-'Em-Up,449,2010
2620,Automobile,286,2010
2621,Virtual Life,170,2010
2622,Virtual,94,2010
2623,Parlor,70,2010
2624,Billiards,26,2010
2625,City Building,20,2010
2626,Government,33,2010
2627,Tactics,72,2010
2628,Tennis,79,2010
2629,Sim,857,2010
2630,Large Spaceship,21,2010
2631,Civilian,25,2010
2632,Rally / Offroad,128,2010
2633,Formula One,51,2010
2634,Nature,22,2010
2635,Fishing,26,2010
2636,Baseball,115,2010
2637,Olympic Sports,56,2010
2638,Helicopter,22,2010
2639,Wrestling,118,2010
2640,Futuristic Sub,6,2010
2641,Individual,248,2010
2642,Team,309,2010
2643,Athletics,27,2010
2644,Ice Hockey,83,2010
2645,Futuristic Jet,8,2010
2646,Stock Car,48,2010
2647,Tank,4,2010
2648,Vehicle,35,2010
2649,Demolition Derby,20,2010
2650,Biking,28,2010
2651,Snowboarding,54,2010
2652,Street,53,2010
2653,WWII,66,2010
2654,Board / Card Game,45,2010
2655,Basketball,164,2010
2656,Boxing,63,2010
2657,Mech,42,2010
2658,Skate / Skateboard,32,2010
2659,Surfing,16,2010
2660,Soccer,158,2010
2661,Trivia / Game Show,46,2010
2662,Car Combat,55,2010
2663,Volleyball,7,2010
2664,Other,96,2010
2665,Linear,76,2010
2666,Surf / Wakeboard,5,2010
2667,Ship,13,2010
2668,Marine,13,2010
2669,Compilation,200,2010
2670,Pinball,37,2010
2671,Dancing,56,2010
2672,Music Maker,24,2010
2673,Train,5,2010
2674,Artillery,16,2010
2675,Japanese-Style,85,2010
2676,Rugby,8,2010
2677,Horse Racing,6,2010
2678,Stacking,19,2010
2679,Military,60,2010
2680,Career,17,2010
2681,Civilian Plane,4,2010
2682,Submarine,10,2010
2683,On-foot,9,2010
2684,Open-World,107,2010
2685,Truck,10,2010
2686,Horizontal,19,2010
2687,Skating,5,2010
2688,Card Battle,55,2010
2689,Board Games,76,2010
2690,Old Jet,1,2010
2691,Hunting,5,2010
2692,Wakeboarding,5,2010
2693,Vertical,54,2010
2694,No info,34,2010
2695,Bowling,10,2010
2696,WWI,5,2010
2697,Edutainment,41,2010
2698,Gambling,49,2010
2699,Party / Minigame,55,2010
2700,Pet,4,2010
2701,Static,79,2010
2702,Ski / Snowboard,15,2010
2703,Visual Novel,13,2010
2704,Application,9,2010
2705,Boxing / Martial Arts,17,2010
2706,Logic,35,2010
2707,Videos,2,2010
2708,Interactive Movie,3,2010
2709,Roguelike,11,2010
2710,Trainer,9,2010
2711,Hidden Object,7,2010
2712,Cricket,2,2010
2713,Sandbox,4,2010
2714,Defense,15,2010
2715,Drag,4,2010
2716,Skiing,6,2010
2717,Exercise / Fitness,10,2010
2718,MOBA,6,2010
2719,Text,0,2010
2720,Adventure,492,2011
2721,General,3257,2011
2722,Action,3442,2011
2723,Shooter,2197,2011
2724,First-Person,907,2011
2725,Sci-Fi,1448,2011
2726,Arcade,1227,2011
2727,Strategy,900,2011
2728,Turn-Based,288,2011
2729,Historic,762,2011
2730,4X,20,2011
2731,Action Adventure,1226,2011
2732,Horror,324,2011
2733,Fighting,559,2011
2734,3D,1040,2011
2735,Platformer,945,2011
2736,Simulation,559,2011
2737,Point-and-Click,82,2011
2738,Driving,855,2011
2739,Racing,743,2011
2740,Futuristic,65,2011
2741,Real-Time,430,2011
2742,Command,45,2011
2743,Snow / Water,15,2011
2744,Modern,1282,2011
2745,Miscellaneous,1227,2011
2746,Puzzle,971,2011
2747,Matching,113,2011
2748,Role-Playing,858,2011
2749,Action RPG,508,2011
2750,Kart,70,2011
2751,Rail,38,2011
2752,Flight,135,2011
2753,Modern Jet,49,2011
2754,2D,730,2011
2755,Console-style RPG,319,2011
2756,Third-Person,609,2011
2757,Shoot-'Em-Up,143,2011
2758,Top-Down,56,2011
2759,Wargame,33,2011
2760,PC-style RPG,99,2011
2761,Western-Style,111,2011
2762,Small Spaceship,52,2011
2763,Rhythm,219,2011
2764,Music,295,2011
2765,Fantasy,1238,2011
2766,GT / Street,239,2011
2767,Scrolling,197,2011
2768,Light Gun,47,2011
2769,Tactical,183,2011
2770,Tycoon,118,2011
2771,Management,157,2011
2772,Business / Tycoon,69,2011
2773,Combat,208,2011
2774,Party,118,2011
2775,Massively Multiplayer Online,94,2011
2776,Massively Multiplayer,89,2011
2777,Sports,1277,2011
2778,Traditional,913,2011
2779,Golf,95,2011
2780,Mission-based,115,2011
2781,Football,174,2011
2782,Survival,118,2011
2783,Alternative,214,2011
2784,Skateboarding,100,2011
2785,Motorcycle,72,2011
2786,Motocross,43,2011
2787,Space,29,2011
2788,Breeding/Constructing,60,2011
2789,Beat-'Em-Up,491,2011
2790,Automobile,334,2011
2791,Virtual Life,190,2011
2792,Virtual,106,2011
2793,Parlor,72,2011
2794,Billiards,26,2011
2795,City Building,21,2011
2796,Government,36,2011
2797,Tactics,82,2011
2798,Tennis,91,2011
2799,Sim,908,2011
2800,Large Spaceship,21,2011
2801,Civilian,27,2011
2802,Rally / Offroad,141,2011
2803,Formula One,59,2011
2804,Nature,23,2011
2805,Fishing,28,2011
2806,Baseball,119,2011
2807,Olympic Sports,60,2011
2808,Helicopter,24,2011
2809,Wrestling,130,2011
2810,Futuristic Sub,6,2011
2811,Individual,272,2011
2812,Team,338,2011
2813,Athletics,29,2011
2814,Ice Hockey,85,2011
2815,Futuristic Jet,8,2011
2816,Stock Car,51,2011
2817,Tank,4,2011
2818,Vehicle,40,2011
2819,Demolition Derby,23,2011
2820,Biking,29,2011
2821,Snowboarding,54,2011
2822,Street,55,2011
2823,WWII,72,2011
2824,Board / Card Game,47,2011
2825,Basketball,168,2011
2826,Boxing,67,2011
2827,Mech,42,2011
2828,Skate / Skateboard,32,2011
2829,Surfing,16,2011
2830,Soccer,170,2011
2831,Trivia / Game Show,53,2011
2832,Car Combat,61,2011
2833,Volleyball,7,2011
2834,Other,100,2011
2835,Linear,79,2011
2836,Surf / Wakeboard,5,2011
2837,Ship,13,2011
2838,Marine,14,2011
2839,Compilation,229,2011
2840,Pinball,39,2011
2841,Dancing,68,2011
2842,Music Maker,24,2011
2843,Train,7,2011
2844,Artillery,17,2011
2845,Japanese-Style,97,2011
2846,Rugby,14,2011
2847,Horse Racing,6,2011
2848,Stacking,26,2011
2849,Military,66,2011
2850,Career,17,2011
2851,Civilian Plane,6,2011
2852,Submarine,12,2011
2853,On-foot,9,2011
2854,Open-World,133,2011
2855,Truck,10,2011
2856,Horizontal,24,2011
2857,Skating,5,2011
2858,Card Battle,61,2011
2859,Board Games,79,2011
2860,Old Jet,1,2011
2861,Hunting,5,2011
2862,Wakeboarding,5,2011
2863,Vertical,75,2011
2864,No info,37,2011
2865,Bowling,10,2011
2866,WWI,5,2011
2867,Edutainment,42,2011
2868,Gambling,51,2011
2869,Party / Minigame,67,2011
2870,Pet,8,2011
2871,Static,97,2011
2872,Ski / Snowboard,15,2011
2873,Visual Novel,16,2011
2874,Application,9,2011
2875,Boxing / Martial Arts,21,2011
2876,Logic,41,2011
2877,Videos,2,2011
2878,Interactive Movie,3,2011
2879,Roguelike,12,2011
2880,Trainer,12,2011
2881,Hidden Object,8,2011
2882,Cricket,2,2011
2883,Sandbox,7,2011
2884,Defense,20,2011
2885,Drag,4,2011
2886,Skiing,6,2011
2887,Exercise / Fitness,13,2011
2888,MOBA,8,2011
2889,Text,0,2011
2890,Adventure,566,2012
2891,General,3743,2012
2892,Action,3819,2012
2893,Shooter,2399,2012
2894,First-Person,984,2012
2895,Sci-Fi,1544,2012
2896,Arcade,1342,2012
2897,Strategy,968,2012
2898,Turn-Based,313,2012
2899,Historic,803,2012
2900,4X,23,2012
2901,Action Adventure,1337,2012
2902,Horror,372,2012
2903,Fighting,635,2012
2904,3D,1151,2012
2905,Platformer,1103,2012
2906,Simulation,608,2012
2907,Point-and-Click,108,2012
2908,Driving,907,2012
2909,Racing,793,2012
2910,Futuristic,69,2012
2911,Real-Time,461,2012
2912,Command,49,2012
2913,Snow / Water,15,2012
2914,Modern,1415,2012
2915,Miscellaneous,1362,2012
2916,Puzzle,1044,2012
2917,Matching,116,2012
2918,Role-Playing,939,2012
2919,Action RPG,579,2012
2920,Kart,83,2012
2921,Rail,39,2012
2922,Flight,148,2012
2923,Modern Jet,51,2012
2924,2D,870,2012
2925,Console-style RPG,340,2012
2926,Third-Person,647,2012
2927,Shoot-'Em-Up,162,2012
2928,Top-Down,63,2012
2929,Wargame,33,2012
2930,PC-style RPG,106,2012
2931,Western-Style,124,2012
2932,Small Spaceship,55,2012
2933,Rhythm,236,2012
2934,Music,312,2012
2935,Fantasy,1342,2012
2936,GT / Street,253,2012
2937,Scrolling,225,2012
2938,Light Gun,50,2012
2939,Tactical,213,2012
2940,Tycoon,122,2012
2941,Management,164,2012
2942,Business / Tycoon,71,2012
2943,Combat,234,2012
2944,Party,134,2012
2945,Massively Multiplayer Online,104,2012
2946,Massively Multiplayer,96,2012
2947,Sports,1342,2012
2948,Traditional,956,2012
2949,Golf,99,2012
2950,Mission-based,117,2012
2951,Football,182,2012
2952,Survival,138,2012
2953,Alternative,219,2012
2954,Skateboarding,100,2012
2955,Motorcycle,75,2012
2956,Motocross,43,2012
2957,Space,33,2012
2958,Breeding/Constructing,62,2012
2959,Beat-'Em-Up,514,2012
2960,Automobile,375,2012
2961,Virtual Life,197,2012
2962,Virtual,111,2012
2963,Parlor,80,2012
2964,Billiards,30,2012
2965,City Building,21,2012
2966,Government,37,2012
2967,Tactics,94,2012
2968,Tennis,99,2012
2969,Sim,971,2012
2970,Large Spaceship,21,2012
2971,Civilian,27,2012
2972,Rally / Offroad,158,2012
2973,Formula One,73,2012
2974,Nature,23,2012
2975,Fishing,28,2012
2976,Baseball,125,2012
2977,Olympic Sports,66,2012
2978,Helicopter,24,2012
2979,Wrestling,142,2012
2980,Futuristic Sub,6,2012
2981,Individual,296,2012
2982,Team,373,2012
2983,Athletics,32,2012
2984,Ice Hockey,87,2012
2985,Futuristic Jet,8,2012
2986,Stock Car,53,2012
2987,Tank,4,2012
2988,Vehicle,49,2012
2989,Demolition Derby,23,2012
2990,Biking,31,2012
2991,Snowboarding,58,2012
2992,Street,60,2012
2993,WWII,78,2012
2994,Board / Card Game,47,2012
2995,Basketball,171,2012
2996,Boxing,67,2012
2997,Mech,48,2012
2998,Skate / Skateboard,34,2012
2999,Surfing,16,2012
3000,Soccer,187,2012
3001,Trivia / Game Show,53,2012
3002,Car Combat,71,2012
3003,Volleyball,7,2012
3004,Other,107,2012
3005,Linear,88,2012
3006,Surf / Wakeboard,5,2012
3007,Ship,13,2012
3008,Marine,14,2012
3009,Compilation,285,2012
3010,Pinball,51,2012
3011,Dancing,80,2012
3012,Music Maker,30,2012
3013,Train,7,2012
3014,Artillery,19,2012
3015,Japanese-Style,107,2012
3016,Rugby,14,2012
3017,Horse Racing,6,2012
3018,Stacking,26,2012
3019,Military,69,2012
3020,Career,18,2012
3021,Civilian Plane,6,2012
3022,Submarine,12,2012
3023,On-foot,9,2012
3024,Open-World,160,2012
3025,Truck,10,2012
3026,Horizontal,28,2012
3027,Skating,9,2012
3028,Card Battle,65,2012
3029,Board Games,83,2012
3030,Old Jet,1,2012
3031,Hunting,5,2012
3032,Wakeboarding,5,2012
3033,Vertical,87,2012
3034,No info,40,2012
3035,Bowling,10,2012
3036,WWI,5,2012
3037,Edutainment,46,2012
3038,Gambling,51,2012
3039,Party / Minigame,76,2012
3040,Pet,8,2012
3041,Static,99,2012
3042,Ski / Snowboard,17,2012
3043,Visual Novel,19,2012
3044,Application,12,2012
3045,Boxing / Martial Arts,21,2012
3046,Logic,50,2012
3047,Videos,2,2012
3048,Interactive Movie,5,2012
3049,Roguelike,12,2012
3050,Trainer,14,2012
3051,Hidden Object,8,2012
3052,Cricket,2,2012
3053,Sandbox,8,2012
3054,Defense,27,2012
3055,Drag,4,2012
3056,Skiing,6,2012
3057,Exercise / Fitness,15,2012
3058,MOBA,18,2012
3059,Text,1,2012
3060,Adventure,629,2013
3061,General,4224,2013
3062,Action,4187,2013
3063,Shooter,2636,2013
3064,First-Person,1080,2013
3065,Sci-Fi,1696,2013
3066,Arcade,1479,2013
3067,Strategy,1034,2013
3068,Turn-Based,336,2013
3069,Historic,852,2013
3070,4X,26,2013
3071,Action Adventure,1481,2013
3072,Horror,404,2013
3073,Fighting,684,2013
3074,3D,1248,2013
3075,Platformer,1274,2013
3076,Simulation,654,2013
3077,Point-and-Click,132,2013
3078,Driving,945,2013
3079,Racing,831,2013
3080,Futuristic,73,2013
3081,Real-Time,484,2013
3082,Command,52,2013
3083,Snow / Water,15,2013
3084,Modern,1547,2013
3085,Miscellaneous,1465,2013
3086,Puzzle,1105,2013
3087,Matching,118,2013
3088,Role-Playing,1006,2013
3089,Action RPG,633,2013
3090,Kart,85,2013
3091,Rail,41,2013
3092,Flight,158,2013
3093,Modern Jet,51,2013
3094,2D,1035,2013
3095,Console-style RPG,358,2013
3096,Third-Person,688,2013
3097,Shoot-'Em-Up,178,2013
3098,Top-Down,72,2013
3099,Wargame,33,2013
3100,PC-style RPG,109,2013
3101,Western-Style,129,2013
3102,Small Spaceship,56,2013
3103,Rhythm,252,2013
3104,Music,340,2013
3105,Fantasy,1497,2013
3106,GT / Street,275,2013
3107,Scrolling,241,2013
3108,Light Gun,50,2013
3109,Tactical,226,2013
3110,Tycoon,128,2013
3111,Management,173,2013
3112,Business / Tycoon,74,2013
3113,Combat,247,2013
3114,Party,142,2013
3115,Massively Multiplayer Online,112,2013
3116,Massively Multiplayer,102,2013
3117,Sports,1389,2013
3118,Traditional,990,2013
3119,Golf,103,2013
3120,Mission-based,117,2013
3121,Football,189,2013
3122,Survival,154,2013
3123,Alternative,222,2013
3124,Skateboarding,100,2013
3125,Motorcycle,81,2013
3126,Motocross,52,2013
3127,Space,35,2013
3128,Breeding/Constructing,64,2013
3129,Beat-'Em-Up,576,2013
3130,Automobile,404,2013
3131,Virtual Life,206,2013
3132,Virtual,118,2013
3133,Parlor,89,2013
3134,Billiards,32,2013
3135,City Building,23,2013
3136,Government,39,2013
3137,Tactics,107,2013
3138,Tennis,99,2013
3139,Sim,1019,2013
3140,Large Spaceship,23,2013
3141,Civilian,30,2013
3142,Rally / Offroad,169,2013
3143,Formula One,79,2013
3144,Nature,24,2013
3145,Fishing,30,2013
3146,Baseball,129,2013
3147,Olympic Sports,68,2013
3148,Helicopter,24,2013
3149,Wrestling,146,2013
3150,Futuristic Sub,6,2013
3151,Individual,310,2013
