,genre,count,year
1100,Large Spaceship,5,2001
1101,Civilian,7,2001
1102,Rally / Offroad,24,2001
1103,Formula One,15,2001
1104,Nature,5,2001
1105,Fishing,5,2001
1106,Baseball,9,2001
1107,Olympic Sports,7,2001
1108,Helicopter,6,2001
1109,Wrestling,10,2001
1110,Futuristic Sub,3,2001
1111,Individual,10,2001
1112,Team,9,2001
1113,Athletics,1,2001
1114,Ice Hockey,12,2001
1115,Futuristic Jet,3,2001
1116,Stock Car,13,2001
1117,Tank,2,2001
1118,Vehicle,5,2001
1119,Demolition Derby,2,2001
1120,Biking,15,2001
1121,Snowboarding,14,2001
1122,Street,6,2001
1123,WWII,11,2001
1124,Board / Card Game,2,2001
1125,Basketball,18,2001
1126,Boxing,9,2001
1127,Mech,7,2001
1128,Skate / Skateboard,1,2001
1129,Surfing,6,2001
1130,Soccer,8,2001
1131,Trivia / Game Show,5,2001
1132,Car Combat,9,2001
1133,Volleyball,1,2001
1134,Other,5,2001
1135,Linear,2,2001
1136,Surf / Wakeboard,1,2001
1137,Ship,2,2001
1138,Marine,3,2001
1139,Compilation,8,2001
1140,Pinball,3,2001
1141,Dancing,3,2001
1142,Music Maker,1,2001
1143,Train,2,2001
1144,Artillery,1,2001
1145,Japanese-Style,1,2001
1146,Rugby,1,2001
1147,Horse Racing,1,2001
1148,Stacking,1,2001
1149,Military,4,2001
1150,Career,1,2001
1151,Civilian Plane,1,2001
1152,Submarine,1,2001
1153,On-foot,1,2001
1154,Open-World,1,2001
1155,Truck,0,2001
1156,Horizontal,0,2001
1157,Skating,0,2001
1158,Card Battle,0,2001
1159,Board Games,0,2001
1160,Old Jet,0,2001
1161,Hunting,0,2001
1162,Wakeboarding,0,2001
1163,Vertical,0,2001
1164,No info,0,2001
1165,Bowling,0,2001
1166,WWI,0,2001
1167,Edutainment,0,2001
1168,Gambling,0,2001
1169,Party / Minigame,0,2001
1170,Pet,0,2001
1171,Static,0,2001
1172,Ski / Snowboard,0,2001
1173,Visual Novel,0,2001
1174,Application,0,2001
1175,Boxing / Martial Arts,0,2001
1176,Logic,0,2001
1177,Videos,0,2001
1178,Interactive Movie,0,2001
1179,Roguelike,0,2001
1180,Trainer,0,2001
1181,Hidden Object,0,2001
1182,Cricket,0,2001
1183,Sandbox,0,2001
1184,Defense,0,2001
1185,Drag,0,2001
1186,Skiing,0,2001
1187,Exercise / Fitness,0,2001
1188,MOBA,0,2001
1189,Text,0,2001
1190,Adventure,57,2002
1191,General,389,2002
1192,Action,526,2002
1193,Shooter,299,2002
1194,First-Person,146,2002
1195,Sci-Fi,260,2002
1196,Arcade,142,2002
1197,Strategy,211,2002
1198,Turn-Based,40,2002
1199,Historic,101,2002
1200,4X,7,2002
1201,Action Adventure,168,2002
1202,Horror,58,2002
1203,Fighting,77,2002
1204,3D,116,2002
1205,Platformer,108,2002
1206,Simulation,112,2002
1207,Point-and-Click,10,2002
1208,Driving,255,2002
1209,Racing,219,2002
1210,Futuristic,27,2002
1211,Real-Time,115,2002
1212,Command,23,2002
1213,Snow / Water,11,2002
1214,Modern,136,2002
1215,Miscellaneous,98,2002
1216,Puzzle,40,2002
1217,Matching,10,2002
1218,Role-Playing,134,2002
1219,Action RPG,45,2002
1220,Kart,20,2002
1221,Rail,13,2002
1222,Flight,31,2002
1223,Modern Jet,17,2002
1224,2D,65,2002
1225,Console-style RPG,48,2002
1226,Third-Person,91,2002
1227,Shoot-'Em-Up,3,2002
1228,Top-Down,2,2002
1229,Wargame,10,2002
1230,PC-style RPG,28,2002
1231,Western-Style,20,2002
1232,Small Spaceship,24,2002
1233,Rhythm,14,2002
1234,Music,8,2002
1235,Fantasy,185,2002
1236,GT / Street,28,2002
1237,Scrolling,15,2002
1238,Light Gun,11,2002
1239,Tactical,26,2002
1240,Tycoon,34,2002
1241,Management,30,2002
1242,Business / Tycoon,20,2002
1243,Combat,33,2002
1244,Party,15,2002
1245,Massively Multiplayer Online,16,2002
1246,Massively Multiplayer,15,2002
1247,Sports,335,2002
1248,Traditional,227,2002
1249,Golf,21,2002
1250,Mission-based,27,2002
1251,Football,52,2002
1252,Survival,15,2002
1253,Alternative,88,2002
1254,Skateboarding,26,2002
1255,Motorcycle,28,2002
1256,Motocross,21,2002
1257,Space,12,2002
1258,Breeding/Constructing,7,2002
1259,Beat-'Em-Up,48,2002
1260,Automobile,32,2002
1261,Virtual Life,13,2002
1262,Virtual,7,2002
1263,Parlor,7,2002
1264,Billiards,5,2002
1265,City Building,4,2002
1266,Government,9,2002
1267,Tactics,12,2002
1268,Tennis,13,2002
1269,Sim,170,2002
1270,Large Spaceship,8,2002
1271,Civilian,10,2002
1272,Rally / Offroad,39,2002
1273,Formula One,23,2002
1274,Nature,8,2002
1275,Fishing,7,2002
1276,Baseball,25,2002
1277,Olympic Sports,13,2002
1278,Helicopter,7,2002
1279,Wrestling,21,2002
1280,Futuristic Sub,4,2002
1281,Individual,16,2002
1282,Team,16,2002
1283,Athletics,2,2002
1284,Ice Hockey,24,2002
1285,Futuristic Jet,4,2002
1286,Stock Car,22,2002
1287,Tank,2,2002
1288,Vehicle,7,2002
1289,Demolition Derby,3,2002
1290,Biking,26,2002
1291,Snowboarding,20,2002
1292,Street,11,2002
1293,WWII,14,2002
1294,Board / Card Game,3,2002
1295,Basketball,45,2002
1296,Boxing,20,2002
1297,Mech,16,2002
1298,Skate / Skateboard,2,2002
1299,Surfing,10,2002
1300,Soccer,27,2002
1301,Trivia / Game Show,5,2002
1302,Car Combat,14,2002
1303,Volleyball,2,2002
1304,Other,6,2002
1305,Linear,4,2002
1306,Surf / Wakeboard,1,2002
1307,Ship,4,2002
1308,Marine,4,2002
1309,Compilation,18,2002
1310,Pinball,4,2002
1311,Dancing,6,2002
1312,Music Maker,1,2002
1313,Train,2,2002
1314,Artillery,1,2002
1315,Japanese-Style,2,2002
1316,Rugby,1,2002
1317,Horse Racing,1,2002
1318,Stacking,4,2002
1319,Military,9,2002
1320,Career,1,2002
1321,Civilian Plane,1,2002
1322,Submarine,1,2002
1323,On-foot,3,2002
1324,Open-World,5,2002
1325,Truck,2,2002
1326,Horizontal,1,2002
1327,Skating,4,2002
1328,Card Battle,2,2002
1329,Board Games,2,2002
1330,Old Jet,1,2002
1331,Hunting,1,2002
1332,Wakeboarding,0,2002
1333,Vertical,0,2002
1334,No info,0,2002
1335,Bowling,0,2002
1336,WWI,0,2002
1337,Edutainment,0,2002
1338,Gambling,0,2002
1339,Party / Minigame,0,2002
1340,Pet,0,2002
1341,Static,0,2002
1342,Ski / Snowboard,0,2002
1343,Visual Novel,0,2002
1344,Application,0,2002
1345,Boxing / Martial Arts,0,2002
1346,Logic,0,2002
1347,Videos,0,2002
1348,Interactive Movie,0,2002
1349,Roguelike,0,2002
1350,Trainer,0,2002
1351,Hidden Object,0,2002
1352,Cricket,0,2002
1353,Sandbox,0,2002
1354,Defense,0,2002
1355,Drag,0,2002
1356,Skiing,0,2002
1357,Exercise / Fitness,0,2002
1358,MOBA,0,2002
1359,Text,0,2002
1360,Adventure,76,2003
1361,General,470,2003
1362,Action,779,2003
1363,Shooter,443,2003
1364,First-Person,219,2003
1365,Sci-Fi,363,2003
1366,Arcade,202,2003
1367,Strategy,299,2003
1368,Turn-Based,72,2003
1369,Historic,159,2003
1370,4X,10,2003
1371,Action Adventure,272,2003
1372,Horror,76,2003
1373,Fighting,117,2003
1374,3D,195,2003
1375,Platformer,173,2003
1376,Simulation,144,2003
1377,Point-and-Click,11,2003
1378,Driving,363,2003
1379,Racing,304,2003
1380,Futuristic,34,2003
1381,Real-Time,157,2003
1382,Command,25,2003
1383,Snow / Water,12,2003
1384,Modern,241,2003
1385,Miscellaneous,145,2003
1386,Puzzle,52,2003
1387,Matching,11,2003
1388,Role-Playing,194,2003
1389,Action RPG,70,2003
1390,Kart,29,2003
1391,Rail,16,2003
1392,Flight,39,2003
1393,Modern Jet,19,2003
1394,2D,100,2003
1395,Console-style RPG,64,2003
1396,Third-Person,140,2003
1397,Shoot-'Em-Up,4,2003
1398,Top-Down,3,2003
1399,Wargame,14,2003
1400,PC-style RPG,37,2003
1401,Western-Style,27,2003
1402,Small Spaceship,32,2003
1403,Rhythm,22,2003
1404,Music,12,2003
1405,Fantasy,313,2003
1406,GT / Street,52,2003
1407,Scrolling,21,2003
1408,Light Gun,13,2003
1409,Tactical,47,2003
1410,Tycoon,48,2003
1411,Management,39,2003
1412,Business / Tycoon,26,2003
1413,Combat,39,2003
1414,Party,17,2003
1415,Massively Multiplayer Online,28,2003
1416,Massively Multiplayer,25,2003
1417,Sports,447,2003
1418,Traditional,310,2003
1419,Golf,27,2003
1420,Mission-based,43,2003
1421,Football,68,2003
1422,Survival,17,2003
1423,Alternative,115,2003
1424,Skateboarding,36,2003
1425,Motorcycle,38,2003
1426,Motocross,25,2003
1427,Space,14,2003
1428,Breeding/Constructing,9,2003
1429,Beat-'Em-Up,91,2003
1430,Automobile,42,2003
1431,Virtual Life,23,2003
1432,Virtual,9,2003
1433,Parlor,10,2003
1434,Billiards,6,2003
1435,City Building,7,2003
1436,Government,12,2003
1437,Tactics,13,2003
1438,Tennis,15,2003
1439,Sim,234,2003
1440,Large Spaceship,8,2003
1441,Civilian,12,2003
1442,Rally / Offroad,47,2003
1443,Formula One,32,2003
1444,Nature,10,2003
1445,Fishing,9,2003
1446,Baseball,43,2003
1447,Olympic Sports,13,2003
1448,Helicopter,7,2003
1449,Wrestling,31,2003
1450,Futuristic Sub,6,2003
1451,Individual,19,2003
1452,Team,24,2003
1453,Athletics,2,2003
1454,Ice Hockey,34,2003
1455,Futuristic Jet,4,2003
1456,Stock Car,29,2003
1457,Tank,2,2003
1458,Vehicle,8,2003
1459,Demolition Derby,5,2003
1460,Biking,26,2003
1461,Snowboarding,27,2003
1462,Street,17,2003
1463,WWII,21,2003
1464,Board / Card Game,4,2003
1465,Basketball,63,2003
1466,Boxing,23,2003
1467,Mech,19,2003
1468,Skate / Skateboard,3,2003
1469,Surfing,10,2003
1470,Soccer,34,2003
1471,Trivia / Game Show,5,2003
1472,Car Combat,22,2003
1473,Volleyball,5,2003
1474,Other,13,2003
1475,Linear,8,2003
1476,Surf / Wakeboard,1,2003
1477,Ship,7,2003
1478,Marine,6,2003
1479,Compilation,26,2003
1480,Pinball,6,2003
1481,Dancing,10,2003
1482,Music Maker,2,2003
1483,Train,3,2003
1484,Artillery,1,2003
1485,Japanese-Style,2,2003
1486,Rugby,4,2003
1487,Horse Racing,3,2003
1488,Stacking,5,2003
1489,Military,14,2003
1490,Career,1,2003
1491,Civilian Plane,2,2003
1492,Submarine,1,2003
1493,On-foot,3,2003
1494,Open-World,7,2003
1495,Truck,7,2003
1496,Horizontal,1,2003
1497,Skating,4,2003
1498,Card Battle,5,2003
1499,Board Games,7,2003
1500,Old Jet,1,2003
1501,Hunting,1,2003
1502,Wakeboarding,3,2003
1503,Vertical,1,2003
1504,No info,5,2003
1505,Bowling,0,2003
1506,WWI,0,2003
1507,Edutainment,0,2003
1508,Gambling,0,2003
1509,Party / Minigame,0,2003
1510,Pet,0,2003
1511,Static,0,2003
1512,Ski / Snowboard,0,2003
1513,Visual Novel,0,2003
1514,Application,0,2003
1515,Boxing / Martial Arts,0,2003
1516,Logic,0,2003
1517,Videos,0,2003
1518,Interactive Movie,0,2003
1519,Roguelike,0,2003
1520,Trainer,0,2003
1521,Hidden Object,0,2003
1522,Cricket,0,2003
1523,Sandbox,0,2003
1524,Defense,0,2003
1525,Drag,0,2003
1526,Skiing,0,2003
1527,Exercise / Fitness,0,2003
1528,MOBA,0,2003
1529,Text,0,2003
1530,Adventure,106,2004
1531,General,558,2004
1532,Action,1019,2004
1533,Shooter,583,2004
1534,First-Person,288,2004
1535,Sci-Fi,458,2004
1536,Arcade,259,2004
1537,Strategy,364,2004
1538,Turn-Based,89,2004
1539,Historic,226,2004
1540,4X,11,2004
1541,Action Adventure,374,2004
1542,Horror,97,2004
1543,Fighting,150,2004
1544,3D,274,2004
1545,Platformer,246,2004
1546,Simulation,168,2004
1547,Point-and-Click,14,2004
1548,Driving,411,2004
1549,Racing,344,2004
1550,Futuristic,38,2004
1551,Real-Time,195,2004
1552,Command,26,2004
1553,Snow / Water,13,2004
1554,Modern,361,2004
1555,Miscellaneous,212,2004
1556,Puzzle,63,2004
1557,Matching,14,2004
1558,Role-Playing,255,2004
1559,Action RPG,96,2004
1560,Kart,29,2004
1561,Rail,17,2004
1562,Flight,45,2004
1563,Modern Jet,21,2004
1564,2D,131,2004
1565,Console-style RPG,80,2004
1566,Third-Person,195,2004
1567,Shoot-'Em-Up,4,2004
1568,Top-Down,3,2004
1569,Wargame,14,2004
1570,PC-style RPG,37,2004
1571,Western-Style,28,2004
1572,Small Spaceship,34,2004
1573,Rhythm,32,2004
1574,Music,19,2004
1575,Fantasy,402,2004
1576,GT / Street,63,2004
1577,Scrolling,30,2004
1578,Light Gun,14,2004
1579,Tactical,64,2004
1580,Tycoon,58,2004
1581,Management,48,2004
1582,Business / Tycoon,31,2004
1583,Combat,42,2004
1584,Party,20,2004
1585,Massively Multiplayer Online,42,2004
1586,Massively Multiplayer,37,2004
1587,Sports,542,2004
1588,Traditional,391,2004
1589,Golf,38,2004
1590,Mission-based,48,2004
1591,Football,85,2004
1592,Survival,22,2004
1593,Alternative,125,2004
1594,Skateboarding,41,2004
1595,Motorcycle,43,2004
1596,Motocross,31,2004
1597,Space,17,2004
1598,Breeding/Constructing,11,2004
1599,Beat-'Em-Up,116,2004
1600,Automobile,48,2004
1601,Virtual Life,35,2004
1602,Virtual,14,2004
1603,Parlor,19,2004
1604,Billiards,8,2004
1605,City Building,8,2004
1606,Government,13,2004
1607,Tactics,17,2004
1608,Tennis,17,2004
1609,Sim,300,2004
1610,Large Spaceship,14,2004
1611,Civilian,15,2004
1612,Rally / Offroad,53,2004
1613,Formula One,33,2004
1614,Nature,12,2004
1615,Fishing,11,2004
1616,Baseball,54,2004
1617,Olympic Sports,14,2004
1618,Helicopter,9,2004
1619,Wrestling,42,2004
1620,Futuristic Sub,6,2004
1621,Individual,22,2004
1622,Team,34,2004
1623,Athletics,2,2004
1624,Ice Hockey,42,2004
1625,Futuristic Jet,4,2004
1626,Stock Car,31,2004
1627,Tank,2,2004
1628,Vehicle,8,2004
1629,Demolition Derby,8,2004
1630,Biking,26,2004
1631,Snowboarding,27,2004
1632,Street,17,2004
1633,WWII,23,2004
1634,Board / Card Game,5,2004
1635,Basketball,76,2004
1636,Boxing,28,2004
1637,Mech,23,2004
1638,Skate / Skateboard,4,2004
1639,Surfing,10,2004
1640,Soccer,48,2004
1641,Trivia / Game Show,9,2004
1642,Car Combat,22,2004
1643,Volleyball,5,2004
1644,Other,17,2004
1645,Linear,9,2004
1646,Surf / Wakeboard,1,2004
1647,Ship,8,2004
1648,Marine,6,2004
1649,Compilation,37,2004
1650,Pinball,9,2004
1651,Dancing,13,2004
1652,Music Maker,5,2004
1653,Train,3,2004
1654,Artillery,3,2004
1655,Japanese-Style,2,2004
1656,Rugby,4,2004
1657,Horse Racing,4,2004
1658,Stacking,5,2004
1659,Military,23,2004
1660,Career,1,2004
1661,Civilian Plane,2,2004
1662,Submarine,1,2004
1663,On-foot,3,2004
1664,Open-World,8,2004
1665,Truck,7,2004
1666,Horizontal,1,2004
1667,Skating,4,2004
1668,Card Battle,13,2004
1669,Board Games,13,2004
1670,Old Jet,1,2004
1671,Hunting,1,2004
1672,Wakeboarding,3,2004
1673,Vertical,1,2004
1674,No info,11,2004
1675,Bowling,4,2004
1676,WWI,3,2004
1677,Edutainment,1,2004
1678,Gambling,4,2004
1679,Party / Minigame,1,2004
1680,Pet,0,2004
1681,Static,0,2004
1682,Ski / Snowboard,0,2004
1683,Visual Novel,0,2004
1684,Application,0,2004
1685,Boxing / Martial Arts,0,2004
1686,Logic,0,2004
1687,Videos,0,2004
1688,Interactive Movie,0,2004
1689,Roguelike,0,2004
1690,Trainer,0,2004
1691,Hidden Object,0,2004
1692,Cricket,0,2004
1693,Sandbox,0,2004
1694,Defense,0,2004
1695,Drag,0,2004
1696,Skiing,0,2004
1697,Exercise / Fitness,0,2004
1698,MOBA,0,2004
1699,Text,0,2004
1700,Adventure,127,2005
1701,General,657,2005
1702,Action,1295,2005
1703,Shooter,763,2005
1704,First-Person,379,2005
1705,Sci-Fi,588,2005
1706,Arcade,333,2005
1707,Strategy,434,2005
1708,Turn-Based,119,2005
1709,Historic,308,2005
1710,4X,12,2005
1711,Action Adventure,526,2005
1712,Horror,122,2005
1713,Fighting,189,2005
1714,3D,370,2005
1715,Platformer,332,2005
1716,Simulation,205,2005
1717,Point-and-Click,18,2005
1718,Driving,476,2005
1719,Racing,398,2005
1720,Futuristic,40,2005
1721,Real-Time,221,2005
1722,Command,28,2005
1723,Snow / Water,13,2005
1724,Modern,494,2005
1725,Miscellaneous,309,2005
1726,Puzzle,112,2005
1727,Matching,26,2005
1728,Role-Playing,324,2005
1729,Action RPG,140,2005
1730,Kart,32,2005
1731,Rail,19,2005
1732,Flight,52,2005
1733,Modern Jet,26,2005
1734,2D,172,2005
1735,Console-style RPG,109,2005
1736,Third-Person,246,2005
1737,Shoot-'Em-Up,10,2005
1738,Top-Down,7,2005
1739,Wargame,15,2005
1740,PC-style RPG,41,2005
1741,Western-Style,31,2005
1742,Small Spaceship,36,2005
1743,Rhythm,44,2005
1744,Music,24,2005
1745,Fantasy,493,2005
1746,GT / Street,93,2005
1747,Scrolling,37,2005
1748,Light Gun,14,2005
1749,Tactical,93,2005
1750,Tycoon,78,2005
1751,Management,60,2005
1752,Business / Tycoon,40,2005
1753,Combat,52,2005
1754,Party,25,2005
1755,Massively Multiplayer Online,49,2005
1756,Massively Multiplayer,43,2005
1757,Sports,649,2005
1758,Traditional,477,2005
1759,Golf,47,2005
1760,Mission-based,57,2005
1761,Football,98,2005
1762,Survival,28,2005
1763,Alternative,142,2005
1764,Skateboarding,51,2005
1765,Motorcycle,47,2005
1766,Motocross,32,2005
1767,Space,18,2005
1768,Breeding/Constructing,12,2005
1769,Beat-'Em-Up,166,2005
1770,Automobile,72,2005
1771,Virtual Life,59,2005
1772,Virtual,24,2005
1773,Parlor,35,2005
1774,Billiards,12,2005
1775,City Building,10,2005
1776,Government,15,2005
1777,Tactics,21,2005
1778,Tennis,23,2005
1779,Sim,392,2005
1780,Large Spaceship,14,2005
1781,Civilian,15,2005
1782,Rally / Offroad,59,2005
1783,Formula One,34,2005
1784,Nature,12,2005
1785,Fishing,11,2005
1786,Baseball,63,2005
1787,Olympic Sports,14,2005
1788,Helicopter,9,2005
1789,Wrestling,47,2005
1790,Futuristic Sub,6,2005
1791,Individual,39,2005
1792,Team,58,2005
1793,Athletics,2,2005
1794,Ice Hockey,53,2005
1795,Futuristic Jet,4,2005
1796,Stock Car,35,2005
1797,Tank,2,2005
1798,Vehicle,10,2005
1799,Demolition Derby,12,2005
1800,Biking,26,2005
1801,Snowboarding,36,2005
1802,Street,21,2005
1803,WWII,29,2005
1804,Board / Card Game,10,2005
1805,Basketball,96,2005
1806,Boxing,31,2005
1807,Mech,27,2005
1808,Skate / Skateboard,7,2005
1809,Surfing,10,2005
1810,Soccer,63,2005
1811,Trivia / Game Show,9,2005
1812,Car Combat,31,2005
1813,Volleyball,6,2005
1814,Other,21,2005
1815,Linear,11,2005
1816,Surf / Wakeboard,1,2005
1817,Ship,8,2005
1818,Marine,8,2005
1819,Compilation,62,2005
1820,Pinball,14,2005
1821,Dancing,20,2005
1822,Music Maker,5,2005
1823,Train,3,2005
1824,Artillery,4,2005
1825,Japanese-Style,6,2005
1826,Rugby,6,2005
1827,Horse Racing,4,2005
1828,Stacking,6,2005
1829,Military,30,2005
1830,Career,2,2005
1831,Civilian Plane,2,2005
1832,Submarine,4,2005
1833,On-foot,5,2005
1834,Open-World,13,2005
1835,Truck,7,2005
1836,Horizontal,1,2005
1837,Skating,4,2005
1838,Card Battle,19,2005
1839,Board Games,19,2005
1840,Old Jet,1,2005
1841,Hunting,1,2005
1842,Wakeboarding,3,2005
1843,Vertical,3,2005
1844,No info,16,2005
1845,Bowling,4,2005
1846,WWI,3,2005
1847,Edutainment,1,2005
1848,Gambling,20,2005
1849,Party / Minigame,2,2005
1850,Pet,3,2005
1851,Static,10,2005
1852,Ski / Snowboard,3,2005
1853,Visual Novel,1,2005
1854,Application,0,2005
1855,Boxing / Martial Arts,0,2005
1856,Logic,0,2005
1857,Videos,0,2005
1858,Interactive Movie,0,2005
1859,Roguelike,0,2005
1860,Trainer,0,2005
1861,Hidden Object,0,2005
1862,Cricket,0,2005
1863,Sandbox,0,2005
1864,Defense,0,2005
1865,Drag,0,2005
1866,Skiing,0,2005
1867,Exercise / Fitness,0,2005
1868,MOBA,0,2005
1869,Text,0,2005
1870,Adventure,161,2006
1871,General,898,2006
1872,Action,1566,2006
1873,Shooter,931,2006
1874,First-Person,444,2006
1875,Sci-Fi,690,2006
1876,Arcade,454,2006
1877,Strategy,515,2006
1878,Turn-Based,142,2006
1879,Historic,397,2006
1880,4X,14,2006
1881,Action Adventure,645,2006
1882,Horror,136,2006
1883,Fighting,235,2006
1884,3D,478,2006
1885,Platformer,429,2006
1886,Simulation,268,2006
1887,Point-and-Click,27,2006
1888,Driving,573,2006
1889,Racing,477,2006
1890,Futuristic,41,2006
1891,Real-Time,261,2006
1892,Command,31,2006
1893,Snow / Water,13,2006
1894,Modern,641,2006
1895,Miscellaneous,405,2006
1896,Puzzle,200,2006
1897,Matching,38,2006
1898,Role-Playing,417,2006
1899,Action RPG,197,2006
1900,Kart,38,2006
1901,Rail,19,2006
1902,Flight,64,2006
1903,Modern Jet,36,2006
1904,2D,237,2006
1905,Console-style RPG,147,2006
1906,Third-Person,296,2006
1907,Shoot-'Em-Up,21,2006
1908,Top-Down,12,2006
1909,Wargame,16,2006
1910,PC-style RPG,52,2006
1911,Western-Style,41,2006
1912,Small Spaceship,39,2006
1913,Rhythm,55,2006
1914,Music,36,2006
1915,Fantasy,600,2006
1916,GT / Street,133,2006
1917,Scrolling,53,2006
1918,Light Gun,16,2006
1919,Tactical,115,2006
1920,Tycoon,88,2006
1921,Management,80,2006
1922,Business / Tycoon,47,2006
1923,Combat,80,2006
1924,Party,34,2006
1925,Massively Multiplayer Online,57,2006
1926,Massively Multiplayer,53,2006
1927,Sports,777,2006
1928,Traditional,584,2006
1929,Golf,61,2006
1930,Mission-based,76,2006
1931,Football,120,2006
1932,Survival,32,2006
1933,Alternative,152,2006
1934,Skateboarding,65,2006
1935,Motorcycle,53,2006
1936,Motocross,35,2006
1937,Space,21,2006
1938,Breeding/Constructing,24,2006
1939,Beat-'Em-Up,220,2006
1940,Automobile,117,2006
1941,Virtual Life,74,2006
1942,Virtual,33,2006
1943,Parlor,46,2006
1944,Billiards,12,2006
1945,City Building,14,2006
1946,Government,19,2006
1947,Tactics,22,2006
1948,Tennis,29,2006
1949,Sim,515,2006
1950,Large Spaceship,18,2006
1951,Civilian,18,2006
1952,Rally / Offroad,74,2006
1953,Formula One,35,2006
1954,Nature,15,2006
1955,Fishing,14,2006
1956,Baseball,75,2006
1957,Olympic Sports,18,2006
1958,Helicopter,9,2006
1959,Wrestling,57,2006
1960,Futuristic Sub,6,2006
1961,Individual,65,2006
1962,Team,101,2006
1963,Athletics,4,2006
1964,Ice Hockey,62,2006
1965,Futuristic Jet,4,2006
1966,Stock Car,39,2006
1967,Tank,3,2006
1968,Vehicle,19,2006
1969,Demolition Derby,16,2006
1970,Biking,26,2006
1971,Snowboarding,36,2006
1972,Street,27,2006
1973,WWII,36,2006
1974,Board / Card Game,13,2006
1975,Basketball,117,2006
1976,Boxing,39,2006
1977,Mech,34,2006
1978,Skate / Skateboard,13,2006
1979,Surfing,10,2006
1980,Soccer,84,2006
1981,Trivia / Game Show,9,2006
1982,Car Combat,39,2006
1983,Volleyball,6,2006
1984,Other,31,2006
1985,Linear,18,2006
1986,Surf / Wakeboard,1,2006
1987,Ship,10,2006
1988,Marine,9,2006
1989,Compilation,88,2006
1990,Pinball,15,2006
1991,Dancing,22,2006
1992,Music Maker,7,2006
1993,Train,3,2006
1994,Artillery,6,2006
1995,Japanese-Style,19,2006
1996,Rugby,7,2006
1997,Horse Racing,5,2006
1998,Stacking,8,2006
1999,Military,38,2006
2000,Career,5,2006
2001,Civilian Plane,4,2006
2002,Submarine,4,2006
2003,On-foot,7,2006
2004,Open-World,29,2006
2005,Truck,7,2006
2006,Horizontal,4,2006
2007,Skating,4,2006
2008,Card Battle,24,2006
2009,Board Games,25,2006
2010,Old Jet,1,2006
2011,Hunting,3,2006
2012,Wakeboarding,3,2006
2013,Vertical,8,2006
2014,No info,19,2006
2015,Bowling,4,2006
2016,WWI,3,2006
2017,Edutainment,10,2006
2018,Gambling,36,2006
2019,Party / Minigame,11,2006
2020,Pet,4,2006
2021,Static,19,2006
2022,Ski / Snowboard,3,2006
2023,Visual Novel,1,2006
2024,Application,2,2006
2025,Boxing / Martial Arts,3,2006
2026,Logic,6,2006
2027,Videos,1,2006
2028,Interactive Movie,1,2006
2029,Roguelike,1,2006
2030,Trainer,1,2006
2031,Hidden Object,0,2006
2032,Cricket,0,2006
2033,Sandbox,0,2006
2034,Defense,0,2006
2035,Drag,0,2006
2036,Skiing,0,2006
2037,Exercise / Fitness,0,2006
2038,MOBA,0,2006
2039,Text,0,2006
2040,Adventure,197,2007
2041,General,1301,2007
2042,Action,1896,2007
2043,Shooter,1166,2007
2044,First-Person,527,2007
2045,Sci-Fi,836,2007
2046,Arcade,592,2007
2047,Strategy,602,2007
2048,Turn-Based,187,2007
2049,Historic,479,2007
2050,4X,16,2007
2051,Action Adventure,756,2007
2052,Horror,159,2007
2053,Fighting,295,2007
2054,3D,603,2007
2055,Platformer,528,2007
2056,Simulation,343,2007
2057,Point-and-Click,38,2007
2058,Driving,640,2007
2059,Racing,540,2007
2060,Futuristic,48,2007
2061,Real-Time,290,2007
2062,Command,36,2007
2063,Snow / Water,13,2007
2064,Modern,754,2007
2065,Miscellaneous,576,2007
2066,Puzzle,359,2007
2067,Matching,62,2007
2068,Role-Playing,496,2007
2069,Action RPG,243,2007
2070,Kart,42,2007
2071,Rail,21,2007
2072,Flight,81,2007
2073,Modern Jet,44,2007
2074,2D,300,2007
2075,Console-style RPG,179,2007
2076,Third-Person,344,2007
2077,Shoot-'Em-Up,42,2007
2078,Top-Down,24,2007
2079,Wargame,19,2007
2080,PC-style RPG,55,2007
2081,Western-Style,50,2007
2082,Small Spaceship,43,2007
2083,Rhythm,82,2007
2084,Music,73,2007
2085,Fantasy,723,2007
2086,GT / Street,162,2007
2087,Scrolling,69,2007
2088,Light Gun,24,2007
2089,Tactical,129,2007
2090,Tycoon,97,2007
2091,Management,98,2007
2092,Business / Tycoon,53,2007
2093,Combat,111,2007
2094,Party,55,2007
2095,Massively Multiplayer Online,65,2007
2096,Massively Multiplayer,62,2007
2097,Sports,894,2007
2098,Traditional,670,2007
2099,Golf,71,2007
2100,Mission-based,89,2007
2101,Football,131,2007
2102,Survival,44,2007
2103,Alternative,170,2007
2104,Skateboarding,78,2007
2105,Motorcycle,56,2007
2106,Motocross,35,2007
2107,Space,24,2007
2108,Breeding/Constructing,28,2007
2109,Beat-'Em-Up,268,2007
2110,Automobile,167,2007
2111,Virtual Life,100,2007
2112,Virtual,51,2007
2113,Parlor,53,2007
2114,Billiards,18,2007
2115,City Building,16,2007
2116,Government,23,2007
2117,Tactics,40,2007
2118,Tennis,44,2007
2119,Sim,620,2007
2120,Large Spaceship,20,2007
2121,Civilian,22,2007
2122,Rally / Offroad,97,2007
2123,Formula One,41,2007
2124,Nature,16,2007
2125,Fishing,16,2007
2126,Baseball,88,2007
2127,Olympic Sports,24,2007
