,name,value,date
66874,SickPuppies,1,2011-01-01
66875,ElixirStudios,2,2011-01-01
66876,Shift,3,2011-01-01
66877,NipponIchiSoftware,19,2011-01-01
66878,PenduloStudios,4,2011-01-01
66879,MadCatInteractiveSoftware,1,2011-01-01
66880,ToysforBob,13,2011-01-01
66881,SquareEnix,46,2011-01-01
66882,10tonsEntertainment,1,2011-01-01
66883,10tons,1,2011-01-01
66884,SupersonicSoftware,7,2011-01-01
66885,AsmikAceEntertainment,1,2011-01-01
66886,Inc,4,2011-01-01
66887,S2Games,3,2011-01-01
66888,No info,45,2011-01-01
66889,HBStudiosMultimedia,10,2011-01-01
66890,MagicPockets,8,2011-01-01
66891,EABlackBox,18,2011-01-01
66892,TKOSoftware,1,2011-01-01
66893,NextEntertainment,1,2011-01-01
66894,BeepIndustries,1,2011-01-01
66895,NextLevelGames,14,2011-01-01
66896,KingoftheJungle,1,2011-01-01
66897,MistLand,2,2011-01-01
66898,HerInteractive,11,2011-01-01
66899,MultimediaIntelligenceTransfer,1,2011-01-01
66900,CloverStudio,9,2011-01-01
66901,ValuewaveCo.,3,2011-01-01
66902,IdolFX,2,2011-01-01
66903,SelectiveIntuition,1,2011-01-01
66904,FutureGames,3,2011-01-01
66905,AsylumEntertainment,2,2011-01-01
66906,InfiniteInteractive,18,2011-01-01
66907,WildTangent,2,2011-01-01
66908,MicroApplication,1,2011-01-01
66909,Pyramid,2,2011-01-01
66910,Wargaming.net,6,2011-01-01
66911,PamDevelopment,8,2011-01-01
66912,InfinityWard,15,2011-01-01
66913,258ProductionsAB,1,2011-01-01
66914,ZoeMode,9,2011-01-01
66915,HypnosEntertainment,1,2011-01-01
66916,SmallRockets,1,2011-01-01
66917,AnimaInteractive,1,2011-01-01
66918,Eighting,14,2011-01-01
66919,B-Alive,1,2011-01-01
66920,Million,3,2011-01-01
66921,IllwinterDesignGroup,2,2011-01-01
66922,PlasticReality,2,2011-01-01
66923,AlphadreamCorporation,4,2011-01-01
66924,NetherockLtd.,1,2011-01-01
66925,Poponchi,1,2011-01-01
66926,UbisoftParis,15,2011-01-01
66927,Swingin'Ape,2,2011-01-01
66928,PacificCenturyCyberWorks,1,2011-01-01
66929,RealtimeAssociates,2,2011-01-01
66930,NapsTeam,2,2011-01-01
66931,Detalion,2,2011-01-01
66932,RapidEyeEntertainment,1,2011-01-01
66933,BrownieBrown,4,2011-01-01
66934,SensorySweep,9,2011-01-01
66935,M4Limited,1,2011-01-01
66936,RockstarVienna,1,2011-01-01
66937,NexEntertainment,6,2011-01-01
66938,NECInterchannel,1,2011-01-01
66939,ArtifactEntertainment,1,2011-01-01
66940,ThreeRings,1,2011-01-01
66941,SNKPlaymore,28,2011-01-01
66942,Aspyr,5,2011-01-01
66943,Marvelous,5,2011-01-01
66944,Pocketeers,2,2011-01-01
66945,DiversionsEntertainment,1,2011-01-01
66946,PixelMultimedia,1,2011-01-01
66947,TurtleRockStudios,1,2011-01-01
66948,LSP,2,2011-01-01
66949,StormcloudCreations,1,2011-01-01
66950,LabRatsGames,3,2011-01-01
66951,StarsphereInteractive,2,2011-01-01
66952,Interplay,2,2011-01-01
66953,G5Software,3,2011-01-01
66954,Banpresto,4,2011-01-01
66955,EAPhenomic,3,2011-01-01
66956,MediaMobsters,1,2011-01-01
66957,SteelMonkeys,1,2011-01-01
66958,InfernoGames,1,2011-01-01
66959,Silvio&GeySavarese,1,2011-01-01
66960,EarthlightProductions,1,2011-01-01
66961,GeniusSonorityInc.,6,2011-01-01
66962,Crytek,8,2011-01-01
66963,ArtechStudios,6,2011-01-01
66964,GustoGames,6,2011-01-01
66965,LegendStudios,1,2011-01-01
66966,BratDesigns,1,2011-01-01
66967,MagnumGames,1,2011-01-01
66968,HexagonEntertainment,1,2011-01-01
66969,PeopleCanFly,6,2011-01-01
66970,GrasshopperManufacture,9,2011-01-01
66971,ParagonStudios,2,2011-01-01
66972,CrypticStudios,3,2011-01-01
66973,NCSOFT,4,2011-01-01
66974,NoiseInc.,2,2011-01-01
66975,MisticSoftware,3,2011-01-01
66976,PrimalSoftware,2,2011-01-01
66977,Zombie,1,2011-01-01
66978,MixMax,2,2011-01-01
66979,WingsSimulations,1,2011-01-01
66980,LexisNumerique,5,2011-01-01
66981,FizzFactor,1,2011-01-01
66982,Streko-GraphicsInc.,3,2011-01-01
66983,K-DLab,2,2011-01-01
66984,AwesomeDevelopments,2,2011-01-01
66985,BestWay,5,2011-01-01
66986,DestroyerStudios,1,2011-01-01
66987,Nadeo,4,2011-01-01
66988,KumaRealityGames,1,2011-01-01
66989,TacticalDevelopment,1,2011-01-01
66990,ConfoundingFactor,1,2011-01-01
66991,ExientEntertainment,17,2011-01-01
66992,SilverWishGames,3,2011-01-01
66993,TopHeavyStudios,2,2011-01-01
66994,FUNLabs,4,2011-01-01
66995,AccessGames,4,2011-01-01
66996,Khaeon,1,2011-01-01
66997,BlackShipGames,2,2011-01-01
66998,Guerrilla,7,2011-01-01
66999,EtrangesLibellules,12,2011-01-01
67000,BigBlueBox,1,2011-01-01
67001,CoyoteDevelopments,2,2011-01-01
67002,ChronicLogic,1,2011-01-01
67003,Nevrax,1,2011-01-01
67004,Suzak,4,2011-01-01
67005,PaonCorporation,7,2011-01-01
67006,AmazeEntertainment,28,2011-01-01
67007,Respondesign,1,2011-01-01
67008,Nautilus,2,2011-01-01
67009,VenomGames,4,2011-01-01
67010,NicelyCrafted,1,2011-01-01
67011,BlackElement,2,2011-01-01
67012,Revistonic,1,2011-01-01
67013,Revistronic,1,2011-01-01
67014,FuseGamesLimited,2,2011-01-01
67015,Yager,2,2011-01-01
67016,Rotobee,1,2011-01-01
67017,Playmore,1,2011-01-01
67018,BackboneEntertainment,49,2011-01-01
67019,TomCreate,2,2011-01-01
67020,AtlantisInteractiveEntertainment	,2,2011-01-01
67021,AtlantisInteractiveEntertainment,2,2011-01-01
67022,SportsInteractive,11,2011-01-01
67023,SumoDigital,35,2011-01-01
67024,InXileEntertainment,8,2011-01-01
67025,SkyworksTechnologies,2,2011-01-01
67026,KheopsStudio,9,2011-01-01
67027,BlueTongue,1,2011-01-01
67028,Kamui,1,2011-01-01
67029,MercurySteam,7,2011-01-01
67030,GuildSoftware,1,2011-01-01
67031,TiltedMill,4,2011-01-01
67032,CityInteractive,11,2011-01-01
67033,SparkUnlimited,8,2011-01-01
67034,GenuineGames,4,2011-01-01
67035,Gameloft,20,2011-01-01
67036,FarsightStudios,8,2011-01-01
67037,Coresoft,4,2011-01-01
67038,RazborStudios,1,2011-01-01
67039,TheBehemoth,5,2011-01-01
67040,MadCatz,1,2011-01-01
67041,ToseSoftware,1,2011-01-01
67042,BlackHoleGames,5,2011-01-01
67043,UbisoftShanghai/Paris,1,2011-01-01
67044,LaPlata,1,2011-01-01
67045,ChessBase,2,2011-01-01
67046,NoiseFactory,2,2011-01-01
67047,ObsidianEntertainment,23,2011-01-01
67048,HudsonSoft,17,2011-01-01
67049,CareerSoft,2,2011-01-01
67050,NintendoSoftwareTechnology,4,2011-01-01
67051,Tiwak,1,2011-01-01
67052,Buddiez,1,2011-01-01
67053,GameyusInteractive,2,2011-01-01
67054,OrbitalMedia,3,2011-01-01
67055,PhoenixGamesStudio,2,2011-01-01
67056,SystemSoft,1,2011-01-01
67057,Falcom,6,2011-01-01
67058,Sonalysts,1,2011-01-01
67059,TouchdownEntertainment,1,2011-01-01
67060,HumanSoft,4,2011-01-01
67061,Mithis/HDInteractive,1,2011-01-01
67062,BlueByte,5,2011-01-01
67063,NuClearVision,1,2011-01-01
67064,BlackHammerGame,1,2011-01-01
67065,TeamFusion,6,2011-01-01
67066,MicrosoftGameStudiosJapan,1,2011-01-01
67067,EugenSystems,5,2011-01-01
67068,QEntertainment,14,2011-01-01
67069,AsoboStudio,9,2011-01-01
67070,InterServInternational,3,2011-01-01
67071,DirectActionGames,2,2011-01-01
67072,Tranji,1,2011-01-01
67073,PositechGames,2,2011-01-01
67074,BottleRocketEntertainment,3,2011-01-01
67075,AwesomeStudios,1,2011-01-01
67076,Hydravision,10,2011-01-01
67077,Destineer,4,2011-01-01
67078,3DPeople,2,2011-01-01
67079,Mitchell,3,2011-01-01
67080,ClimaxStudios,17,2011-01-01
67081,DoubleFineProductions,11,2011-01-01
67082,Blue52,3,2011-01-01
67083,ITEMedia,1,2011-01-01
67084,CodoGames,2,2011-01-01
67085,ArenaNet,4,2011-01-01
67086,Pinegrow,1,2011-01-01
67087,SimBin,8,2011-01-01
67088,SwordfishStudios,3,2011-01-01
67089,BattleGoatStudios,3,2011-01-01
67090,BrezzaSoft,2,2011-01-01
67091,MasterCreating,2,2011-01-01
67092,GlyphXGames,2,2011-01-01
67093,DeepShadows,1,2011-01-01
67094,BlackSeaStudios,2,2011-01-01
67095,RoxorGames,1,2011-01-01
67096,JuiceGames,7,2011-01-01
67097,Youxiland,1,2011-01-01
67098,Gamasoft,1,2011-01-01
67099,RockstarLeeds,10,2011-01-01
67100,LeadPursuit,1,2011-01-01
67101,Gust,13,2011-01-01
67102,OnNet,1,2011-01-01
67103,BuenaVistaInteractive,1,2011-01-01
67104,Goshow,2,2011-01-01
67105,EagleDynamics,2,2011-01-01
67106,ThirdWaveGames,2,2011-01-01
67107,HighMoonStudios,9,2011-01-01
67108,MasquePublishing,1,2011-01-01
67109,AndamiroU.S.A.Corp.,2,2011-01-01
67110,BackboneVancouver,3,2011-01-01
67111,ActivisionValue,2,2011-01-01
67112,AnkamaGames,2,2011-01-01
67113,2KSports,15,2011-01-01
67114,Ganbarion,5,2011-01-01
67115,ShockwaveProductions,1,2011-01-01
67116,SidheInteractive,10,2011-01-01
67117,TelltaleGames,67,2011-01-01
67118,MidwayStudios-LosAngeles,4,2011-01-01
67119,GameRepublic,13,2011-01-01
67120,QuanticDream,6,2011-01-01
67121,CultureBrain,1,2011-01-01
67122,MarvelousEntertainment,12,2011-01-01
67123,Runtime,1,2011-01-01
67124,NeonStudios,1,2011-01-01
67125,TinyHeroGameStudios,1,2011-01-01
67126,Kylotonn,5,2011-01-01
67127,DeadlineGames,10,2011-01-01
67128,JapanArtMedia(JAM),2,2011-01-01
67129,MindwareStudios,4,2011-01-01
67130,Cing,4,2011-01-01
67131,IRGurus,5,2011-01-01
67132,IRGurusInteractiveLtd.,1,2011-01-01
67133,Bec,7,2011-01-01
67134,SCEASportsStudio,2,2011-01-01
67135,ITL,3,2011-01-01
67136,DisneyInteractiveStudios,4,2011-01-01
67137,EAMontreal,10,2011-01-01
67138,MarkHealey,1,2011-01-01
67139,NightRevenge,1,2011-01-01
67140,ThinkandFeel,2,2011-01-01
67141,WideloadGamesInc.,7,2011-01-01
67142,Bullets,3,2011-01-01
67143,THQAustralia,3,2011-01-01
67144,HeadfirstProductions,2,2011-01-01
67145,EmpireOxford,5,2011-01-01
67146,BigBlueBubbleInc.,3,2011-01-01
67147,BreakthroughNewMedia,1,2011-01-01
67148,G-Artists,2,2011-01-01
67149,BrainboxGames,1,2011-01-01
67150,AWEGames,7,2011-01-01
67151,EADICE,22,2011-01-01
67152,SavageEntertainment,5,2011-01-01
67153,CiRCLE,2,2011-01-01
67154,Strangelite,1,2011-01-01
67155,Microvision,3,2011-01-01
67156,SoftMax,2,2011-01-01
67157,BattleBorne,2,2011-01-01
67158,CarbonatedGames,5,2011-01-01
67159,PixelStorm,1,2011-01-01
67160,OberonMedia,1,2011-01-01
67161,PopCap,21,2011-01-01
67162,PomPomGames,2,2011-01-01
67163,NinjaBee,8,2011-01-01
67164,Novik&Co,1,2011-01-01
67165,HappyHappening,2,2011-01-01
67166,Cyanide,8,2011-01-01
67167,SilverCreekEntertainment,4,2011-01-01
67168,Magicpot,1,2011-01-01
67169,MileStoneInc.,4,2011-01-01
67170,indieszero,4,2011-01-01
67171,GarageGames,1,2011-01-01
67172,49Games,8,2011-01-01
67173,MonkeyBarGames,3,2011-01-01
67174,StainlessGames,16,2011-01-01
67175,SkipLtd.,6,2011-01-01
67176,Various,1,2011-01-01
67177,SylumEntertainment,1,2011-01-01
67178,Petroglyph,5,2011-01-01
67179,EAChicago,7,2011-01-01
67180,CCR,1,2011-01-01
67181,SCEASanDiegoStudios,18,2011-01-01
67182,KonamiSoftwareShanghai,1,2011-01-01
67183,IdeaFactory,9,2011-01-01
67184,TERMINALStudio,1,2011-01-01
67185,iWin,1,2011-01-01
67186,TomyCorporation,1,2011-01-01
67187,BigbigStudios,3,2011-01-01
67188,Aspect,5,2011-01-01
67189,Nucleosys,1,2011-01-01
67190,SproutGames,1,2011-01-01
67191,TripwireInteractive,3,2011-01-01
67192,VivendiGames,4,2011-01-01
67193,UbisoftQuebec,5,2011-01-01
67194,ReadyatDawn,5,2011-01-01
67195,PrivateMoonStudios,1,2011-01-01
67196,KojimaProductions,8,2011-01-01
67197,TateInteractive,3,2011-01-01
67198,TriSynergy,2,2011-01-01
67199,MAUSSoftware,1,2011-01-01
67200,ElementalGames,1,2011-01-01
67201,RevolutionofStrategy,1,2011-01-01
67202,QueasyGames,1,2011-01-01
67203,KleiEntertainment,5,2011-01-01
67204,Cinemax,2,2011-01-01
67205,RAImages,1,2011-01-01
67206,BurutSoftware,2,2011-01-01
67207,WickedStudios,1,2011-01-01
67208,SixteenTonsEntertainment,1,2011-01-01
67209,AquaPacific,2,2011-01-01
67210,In2Games,2,2011-01-01
67211,PeterStock,1,2011-01-01
67212,Frozenbyte,7,2011-01-01
67213,Crea-Tech,1,2011-01-01
67214,MadMinuteGames,1,2011-01-01
67215,WhiteBirdsProductions,4,2011-01-01
67216,Success,6,2011-01-01
67217,InterActiveVisionGames,1,2011-01-01
67218,LuckyJump,1,2011-01-01
67219,Hypnos,1,2011-01-01
67220,TheCollective,1,2011-01-01
67221,MindControlSoftware,1,2011-01-01
67222,MetropolisSoftware,3,2011-01-01
67223,5000ft,2,2011-01-01
67224,5000ftInc.,1,2011-01-01
67225,LocomotiveGames,3,2011-01-01
67226,Sonnori,1,2011-01-01
67227,M2,6,2011-01-01
67228,CypronStudios,1,2011-01-01
67229,RocksteadyStudios,8,2011-01-01
67230,NamcoBandaiGames,45,2011-01-01
67231,Warashi,2,2011-01-01
67232,BuzzMonkey,3,2011-01-01
67233,IronLoreEntertainment,3,2011-01-01
67234,TargemGames,2,2011-01-01
67235,PlaystosEntertainment,2,2011-01-01
67236,LadyluckDigitalMedia,1,2011-01-01
67237,Outerlight,1,2011-01-01
67238,Crafts&Meister,1,2011-01-01
67239,HitMaker,4,2011-01-01
67240,AGEOD,2,2011-01-01
67241,Flight-Plan,4,2011-01-01
67242,HalfbrickStudios,8,2011-01-01
67243,TTGames,3,2011-01-01
67244,InteractiveBrains,1,2011-01-01
67245,Playlogic,3,2011-01-01
67246,KerberosProductions,3,2011-01-01
67247,VSTEP,2,2011-01-01
67248,BelugaComputer,1,2011-01-01
67249,SmartBombInteractive,7,2011-01-01
67250,TikGames,6,2011-01-01
67251,LLC,9,2011-01-01
67252,ShadowTorStudios,1,2011-01-01
67253,DigitalLeisureInc.,2,2011-01-01
67254,DigitalLeisure,2,2011-01-01
67255,Q-Games,11,2011-01-01
67256,BroadswordInteractive,1,2011-01-01
67257,HimalayaStudios,1,2011-01-01
67258,AnarchyEnterprises,1,2011-01-01
67259,OfficeCreate,4,2011-01-01
67260,h.a.n.d.Inc.,8,2011-01-01
67261,HDInteractive,1,2011-01-01
67262,MostWantedEntertainment,2,2011-01-01
67263,Punchline,2,2011-01-01
67264,Shirogumi,1,2011-01-01
67265,IntiCreates,9,2011-01-01
67266,ChunSoft,8,2011-01-01
67267,MechanicArms,1,2011-01-01
67268,8ing/Raizing,3,2011-01-01
67269,SEKOst,1,2011-01-01
67270,AvalancheStudios,10,2011-01-01
67271,NHNCorporation,1,2011-01-01
67272,IgnitionEntertainment,5,2011-01-01
67273,StrangeFlavour,2,2011-01-01
67274,4JStudios,8,2011-01-01
67275,3GStudios,2,2011-01-01
67276,Agenda,1,2011-01-01
67277,TelenetJapan,1,2011-01-01
67278,Sourcenext,1,2011-01-01
67279,RockstarVancouver,3,2011-01-01
67280,TwoTribes,9,2011-01-01
67281,Apeiron,1,2011-01-01
67282,ProjectAces,6,2011-01-01
67283,BeeWorks,2,2011-01-01
67284,VolatileGames,5,2011-01-01
67285,SuperVillainStudios,4,2011-01-01
67286,FusionsphereSystems,3,2011-01-01
67287,MidwayStudios-Newcastle,2,2011-01-01
67288,oeFun,1,2011-01-01
67289,iNiS,5,2011-01-01
67290,RelatedDesigns,4,2011-01-01
67291,LeftBehindGames,1,2011-01-01
67292,NakedSkyEntertainment,6,2011-01-01
67293,JGIEntertainment,2,2011-01-01
67294,Atlus,13,2011-01-01
67295,SabertoothGames,1,2011-01-01
67296,Interchannel,2,2011-01-01
67297,HuneX,2,2011-01-01
67298,BluepointGames,5,2011-01-01
67299,SquashySoftware,1,2011-01-01
67300,GastronautStudios,3,2011-01-01
67301,MagicWand,1,2011-01-01
67302,SkyRiverStudios,1,2011-01-01
67303,LeviathanGames,2,2011-01-01
67304,RazorbackDevelopments,3,2011-01-01
67305,FirebrandGames,11,2011-01-01
67306,SabarasaEntertainment,3,2011-01-01
67307,Eurocom,24,2011-01-01
67308,NtreevSoft,3,2011-01-01
67309,WanakoStudios,6,2011-01-01
67310,UbisoftCasablanca,3,2011-01-01
67311,ReplayStudios,4,2011-01-01
67312,MoonbyteStudios,1,2011-01-01
67313,BandaiNamcoGames,13,2011-01-01
67314,FullFat,5,2011-01-01
67315,FrontLineStudios,1,2011-01-01
67316,EidosInteractive,5,2011-01-01
67317,SigilGamesOnline,1,2011-01-01
67318,DreamExecution,1,2011-01-01
67319,HighImpactGames,6,2011-01-01
67320,SigmaTeam,1,2011-01-01
67321,Gaia(Sony),1,2011-01-01
67322,RealtimeWorlds,2,2011-01-01
67323,NinjaStudio,2,2011-01-01
67324,KDVGames,1,2011-01-01
67325,ThatGameCompany,2,2011-01-01
67326,CollisionStudios,3,2011-01-01
67327,EmpireInteractive,2,2011-01-01
67328,UbisoftBulgaria,2,2011-01-01
67329,MuzzyLaneSoftware,1,2011-01-01
67330,1C:MaddoxGames,2,2011-01-01
67331,Nobilis,1,2011-01-01
67332,DeepFriedEntertainment,2,2011-01-01
67333,Guppyworks,1,2011-01-01
67334,SegaAM3,2,2011-01-01
67335,1stPlayableProductions,2,2011-01-01
67336,MetamorfStudios,1,2011-01-01
67337,EAJapanStudio,1,2011-01-01
67338,SCSSoftware,1,2011-01-01
67339,BuenaVistaGames,2,2011-01-01
67340,FrictionalGames,4,2011-01-01
67341,SilverbackStudios,2,2011-01-01
67342,SilentGroveStudios,1,2011-01-01
67343,DigitalEmbryo,1,2011-01-01
67344,FuzzyeyesStudio,1,2011-01-01
67345,N-GameStudios,2,2011-01-01
67346,Moss,2,2011-01-01
67347,ConspiracyEntertainment,1,2011-01-01
67348,Battlefront.com,2,2011-01-01
67349,NamcoBandaiGamesAmerica,8,2011-01-01
67350,EKOSoftware,4,2011-01-01
67351,XSGames,2,2011-01-01
67352,HotLavaGames,2,2011-01-01
67353,WorldForge,3,2011-01-01
67354,ZenStudios,11,2011-01-01
67355,MetiaInteractive,1,2011-01-01
67356,ChaosConcept,1,2011-01-01
67357,Lancarse,1,2011-01-01
67358,JCEntertainment,1,2011-01-01
67359,ArtePiazza,5,2011-01-01
67360,SecretStashGames,1,2011-01-01
67361,DREAMONSTUDIO,1,2011-01-01
67362,Foundation9Entertainment,1,2011-01-01
67363,VanillaWare,2,2011-01-01
67364,PlayFirst,4,2011-01-01
67365,GameLab,3,2011-01-01
67366,G.Rev,2,2011-01-01
67367,Turn10,3,2011-01-01
67368,LoadInc.,2,2011-01-01
67369,DigitalSprayStudios,1,2011-01-01
67370,MandelArtPlains,1,2011-01-01
67371,ProvoxGames,1,2011-01-01
67372,BigRedSoftware,1,2011-01-01
67373,TrainwreckStudios,1,2011-01-01
67374,ArtificialStudios,2,2011-01-01
67375,ImmersionSoftware&Graphics,5,2011-01-01
67376,ZoonamiLtd.,3,2011-01-01
67377,FarmindLtd,2,2011-01-01
67378,GlobalA,3,2011-01-01
67379,BlueCastleGames,13,2011-01-01
67380,QuotixSoftware,1,2011-01-01
67381,ArkedoStudio,2,2011-01-01
67382,DefinitiveStudios,1,2011-01-01
67383,SierraOnline,1,2011-01-01
67384,VirtualToys,3,2011-01-01
67385,HiCorp,1,2011-01-01
67386,DestinationSoftware,1,2011-01-01
67387,IMCGames,1,2011-01-01
67388,Epics,1,2011-01-01
67389,ArtefactsStudio,1,2011-01-01
67390,GaiaIndustries,2,2011-01-01
67391,Freeverse,1,2011-01-01
67392,odenisstudio,2,2011-01-01
67393,ImageEpoch,5,2011-01-01
67394,Imageepoch,5,2011-01-01
67395,CoyoteConsole,2,2011-01-01
67396,2KMarin,7,2011-01-01
67397,Llamasoft,1,2011-01-01
67398,Mistwalker,3,2011-01-01
67399,EASaltLake,7,2011-01-01
67400,SproingInteractiveMedia,3,2011-01-01
67401,Sproing,3,2011-01-01
67402,505Games,2,2011-01-01
67403,SCE/WWS,7,2011-01-01
67404,MineLoader,1,2011-01-01
67405,SouthPeakGames,2,2011-01-01
67406,Hyper-Devbox,1,2011-01-01
67407,5THCell,5,2011-01-01
67408,Plato,2,2011-01-01
67409,S&GSoftware,1,2011-01-01
67410,NinjaTheory,5,2011-01-01
67411,Tri-Crescendo,4,2011-01-01
67412,GorillaSystems,1,2011-01-01
67413,Quasar,1,2011-01-01
67414,StrawdogStudios,2,2011-01-01
67415,D3Publisher,1,2011-01-01
67416,BlackLanternStudios,3,2011-01-01
67417,zSlide,1,2011-01-01
67418,SplashDamage,4,2011-01-01
67419,RedTribe,5,2011-01-01
67420,SEGARacingStudio,3,2011-01-01
67421,JapanStudio,1,2011-01-01
67422,SlitherineSoftware,1,2011-01-01
67423,MagellanInteractive,2,2011-01-01
67424,LDW,1,2011-01-01
67425,BigFishGames,2,2011-01-01
67426,HaggardGames,1,2011-01-01
67427,GorillaGames,1,2011-01-01
67428,CycloneZero,2,2011-01-01
67429,GameSauce,1,2011-01-01
67430,GFIRussia,1,2011-01-01
67431,Milestone,1,2011-01-01
67432,GrandprixInc.,1,2011-01-01
67433,SkyFallen,2,2011-01-01
67434,AlchemicProductions,3,2011-01-01
67435,RenegadeKid,3,2011-01-01
67436,SiriusGames,1,2011-01-01
67437,RockstarLondon,3,2011-01-01
67438,CDProjektRedStudio,3,2011-01-01
67439,MacPlay,2,2011-01-01
67440,RelentlessSoftware,5,2011-01-01
67441,DisneyOnline,1,2011-01-01
67442,FlagshipStudios,1,2011-01-01
67443,Yuke'sCompanyofAmerica,1,2011-01-01
67444,BeautifulGameStudios,1,2011-01-01
67445,SlantSix,3,2011-01-01
67446,ScreenlifeGames,2,2011-01-01
67447,ZoetropeInteractive,1,2011-01-01
67448,TTFusion,8,2011-01-01
67449,SegaSportsR&D,5,2011-01-01
67450,AtomicElbow,2,2011-01-01
67451,ClockStoneSoftware,1,2011-01-01
67452,Ino-Co,2,2011-01-01
67453,1C:Ino-Co,3,2011-01-01
67454,RedLynx,3,2011-01-01
67455,OtherOceanInteractive,5,2011-01-01
67456,S-Neo,1,2011-01-01
67457,FountainheadEntertainment,1,2011-01-01
67458,FrozenCodebase,4,2011-01-01
67459,System3,1,2011-01-01
67460,TheGameFactory,4,2011-01-01
67461,SantaCruzGames,2,2011-01-01
67462,ChairEntertainment,2,2011-01-01
67463,Tenyo,1,2011-01-01
67464,Vertex4,1,2011-01-01
67465,BitBlot,1,2011-01-01
67466,NikitovaGames,1,2011-01-01
67467,KeenGames,5,2011-01-01
67468,Blueside,1,2011-01-01
67469,Interchannel-Holon,2,2011-01-01
67470,DigitalWhip,1,2011-01-01
67471,LestaStudio,2,2011-01-01
67472,HexaDrive,2,2011-01-01
67473,IroncladGames,2,2011-01-01
67474,OmiyaSoft,1,2011-01-01
67475,Jamsworks,1,2011-01-01
67476,PropagandaGames,6,2011-01-01
67477,EatSleepPlay,1,2011-01-01
67478,W!Games,4,2011-01-01
67479,VoidStarCreations,1,2011-01-01
67480,UbisoftAnnecy,1,2011-01-01
67481,BackboneCharlottetown,1,2011-01-01
67482,BestGameEver.com,1,2011-01-01
67483,Amble,1,2011-01-01
67484,SlickEntertainment,2,2011-01-01
67485,KaosStudios,4,2011-01-01
67486,TakaraTomy,7,2011-01-01
67487,Agetec,1,2011-01-01
67488,DarklingRoom,2,2011-01-01
67489,SanzaruGames,5,2011-01-01
67490,Otaboo,1,2011-01-01
67491,Headlock,1,2011-01-01
67492,A.C.R.O.N.Y.M.Games,4,2011-01-01
67493,BigJohnGames,1,2011-01-01
67494,PolluxGamelabs,1,2011-01-01
67495,CohortStudios,2,2011-01-01
67496,PompomSoftware,1,2011-01-01
67497,UnicornGamesStudio,1,2011-01-01
67498,ArcadeMoon,2,2011-01-01
67499,KoeiCanada,2,2011-01-01
67500,SlapdashGames,1,2011-01-01
67501,CompileHeart,6,2011-01-01
67502,Dreamcatcher,4,2011-01-01
67503,HouseofTales,1,2011-01-01
67504,Examu,2,2011-01-01
67505,InLightEntertainment,1,2011-01-01
67506,SierraOnlineShanghai,2,2011-01-01
67507,Gameinvest,3,2011-01-01
67508,SeedStudios,2,2011-01-01
67509,Lda,2,2011-01-01
67510,NuevoRetroGames,1,2011-01-01
67511,Virtuos,5,2011-01-01
67512,HiddenPathEntertainment,3,2011-01-01
67513,Nnooo,2,2011-01-01
67514,XGenStudios,1,2011-01-01
67515,HopliteResearch,1,2011-01-01
67516,FallLineStudio,2,2011-01-01
67517,EpicenterStudios,4,2011-01-01
67518,HotheadGames,16,2011-01-01
67519,UbisoftBarcelona,1,2011-01-01
67520,UbisoftReflections,5,2011-01-01
67521,AbsolutistLtd,1,2011-01-01
67522,Absolutist,1,2011-01-01
67523,DemiurgeStudios,4,2011-01-01
67524,Route24,1,2011-01-01
67525,DigitalBuilders,1,2011-01-01
67526,SpiderMonk,2,2011-01-01
67527,BackboneEmeryville,4,2011-01-01
67528,Mekensleep,1,2011-01-01
67529,Voltex,2,2011-01-01
67530,WorkJam,1,2011-01-01
67531,EidosSweden,1,2011-01-01
67532,LiquidDragonStudios,1,2011-01-01
67533,FAKTSoftware,2,2011-01-01
67534,HellbentGames,3,2011-01-01
67535,Vanguard,1,2011-01-01
67536,Braingame,1,2011-01-01
67537,TorpexGamesLLC,2,2011-01-01
67538,Mastiff,1,2011-01-01
67539,8bitGames,1,2011-01-01
67540,OxygenInteractive,6,2011-01-01
67541,LittleBoyGames,1,2011-01-01
67542,ProjectSoul,3,2011-01-01
67543,FreeStyleGames,7,2011-01-01
67544,Psyonix,2,2011-01-01
67545,NumberNoneInc.,3,2011-01-01
67546,DialogueDesign,1,2011-01-01
67547,GhostfireGames,2,2011-01-01
67548,AlcachofaSoft,1,2011-01-01
67549,MetanetSoftwareInc.,2,2011-01-01
67550,SilverBirchStudios,2,2011-01-01
67551,SonicPowered,2,2011-01-01
67552,Ivolgamus,2,2011-01-01
67553,PhantomeryInteractive,1,2011-01-01
67554,Skonec,2,2011-01-01
67555,BlazingLizard,1,2011-01-01
67556,CrunchTimeGames,1,2011-01-01
67557,EmptyClipStudios,1,2011-01-01
67558,LargeAnimal,1,2011-01-01
67559,AIFactory,1,2011-01-01
67560,RubiconDevelopmentLtd.,1,2011-01-01
67561,EAMythic,1,2011-01-01
67562,SmackDownProductions,2,2011-01-01
67563,BlackRockStudio,7,2011-01-01
67564,TaleworldsEntertainment,3,2011-01-01
67565,Good-Feel,3,2011-01-01
67566,2XLGames,2,2011-01-01
67567,Tenky,1,2011-01-01
67568,KatauriInteractive,3,2011-01-01
67569,Machatin,2,2011-01-01
67570,XPECEntertainmentInc.,1,2011-01-01
67571,K2,2,2011-01-01
67572,ArberthStudios,1,2011-01-01
