,name,value,date
36089,InvestigateNorth,0,2003-01-01
36090,LionShield,0,2003-01-01
36091,Motiga,0,2003-01-01
36092,GameGrumps,0,2003-01-01
36093,BigBoxVR,0,2003-01-01
36094,SoldOut,0,2003-01-01
36095,MothershipEntertainment,0,2003-01-01
36096,SoldOutSoftware,0,2003-01-01
36097,MergeGames,0,2003-01-01
36098,teedoubleuGAMES,0,2003-01-01
36099,SpookyDoorway,0,2003-01-01
36100,Hinterland,0,2003-01-01
36101,Sobaka,0,2003-01-01
36102,Fullbright,0,2003-01-01
36103,MonomiPark,0,2003-01-01
36104,BossKey,0,2003-01-01
36105,BossKeyProductions,0,2003-01-01
36106,WitchingHourStudios,0,2003-01-01
36107,TheGentlebros,0,2003-01-01
36108,AsymmetricPublications,0,2003-01-01
36109,KiteGames,0,2003-01-01
36110,8-4,0,2003-01-01
36111,PagodaWestGames,0,2003-01-01
36112,AtooiLLC,0,2003-01-01
36113,ROIGAMESInc.,0,2003-01-01
36114,PixelManiacs,0,2003-01-01
36115,ScoreStudios,0,2003-01-01
36116,CCPGames,0,2003-01-01
36117,DotEmu,0,2003-01-01
36118,ParadoxArctic,0,2003-01-01
36119,Psyop,0,2003-01-01
36120,Sloclap,0,2003-01-01
36121,StudioWildcard,0,2003-01-01
36122,DeckNineGames,0,2003-01-01
36123,RatalaikaGames,0,2003-01-01
36124,WizardFuGames,0,2003-01-01
36125,CreSpirit,0,2003-01-01
36126,FlyingOakGames,0,2003-01-01
36127,Cherrymochi,0,2003-01-01
36128,704Games,0,2003-01-01
36129,CocoCucumber,0,2003-01-01
36130,Cococucumber,0,2003-01-01
36131,Notch,0,2003-01-01
36132,ShiningPixelStudios,0,2003-01-01
36133,UltraUltra,0,2003-01-01
36134,TerribleToybox,0,2003-01-01
36135,DigitalDomain,0,2003-01-01
36136,ReikonGames,0,2003-01-01
36137,FatbotGames,0,2003-01-01
36138,SideBarGames,0,2003-01-01
36139,StudioMDHR,0,2003-01-01
36140,AirshipSyndicateEntertainment,0,2003-01-01
36141,DarkSeasGames,0,2003-01-01
36142,CoinOperatedGames,0,2003-01-01
36143,GearsforBreakfast,0,2003-01-01
36144,PixelPerfex,0,2003-01-01
36145,Survios,0,2003-01-01
36146,DavitAndreasyan,0,2003-01-01
36147,TeamSalvato,0,2003-01-01
36148,LionGames,0,2003-01-01
36149,DeadbeatStudios,0,2003-01-01
36150,StarQuail,0,2003-01-01
36151,DarkwindMedia,0,2003-01-01
36152,Neckbolt,0,2003-01-01
36153,PentadimensionalGames,0,2003-01-01
36154,TickTockGames,0,2003-01-01
36155,TozaiGames,0,2003-01-01
36156,RunnerDuck,0,2003-01-01
36157,Fizbin,0,2003-01-01
36158,KoalabsStudio,0,2003-01-01
36159,PolyKid,0,2003-01-01
36160,ForgottenKey,0,2003-01-01
36161,CharlesUniversity,0,2003-01-01
36162,GattaiGames,0,2003-01-01
36163,CrescentMoonGames,0,2003-01-01
36164,Ripstone,0,2003-01-01
36165,MunkyFun,0,2003-01-01
36166,WiredProductions,0,2003-01-01
36167,SUSHITYPHOONGAMES,0,2003-01-01
36168,Appeal,0,2003-01-01
36169,BigbenInteractive,0,2003-01-01
36170,BigbenGames,0,2003-01-01
36171,AsakusaStudios,0,2003-01-01
36172,Pixwerk,0,2003-01-01
36173,BigAntStudios,0,2003-01-01
36174,HandyGames,0,2003-01-01
36175,TrinketStudios,0,2003-01-01
36176,CreativeEngland,0,2003-01-01
36177,AbyssGameworks,0,2003-01-01
36178,ProspectGames,0,2003-01-01
36179,EdenGamesMobile,0,2003-01-01
36180,VisionGamesPublishingLTD,0,2003-01-01
36181,JanduSoft,0,2003-01-01
36182,2AwesomeStudio,0,2003-01-01
36183,GrimloreGames,0,2003-01-01
36184,MerjMedia,0,2003-01-01
36185,NosebleedInteractive,0,2003-01-01
36186,DynamicPixels,0,2003-01-01
36187,Boneloaf,0,2003-01-01
36188,RobotHouse,0,2003-01-01
36189,JasonRoberts,0,2003-01-01
36190,BuriedSignal,0,2003-01-01
36191,TheBaeTeam,0,2003-01-01
36192,AngryMobGames,0,2003-01-01
36193,Bluehole,0,2003-01-01
36194,PUBGCorporation,0,2003-01-01
36195,DevespressoGames,0,2003-01-01
36196,AREA35,0,2003-01-01
36197,Hap,0,2003-01-01
36198,AurelienRegard,0,2003-01-01
36199,StageClearStudios,0,2003-01-01
36200,CastlePixel,0,2003-01-01
36201,LLC.,0,2003-01-01
36202,CinoptStudiosLLC,0,2003-01-01
36203,GameSwing,0,2003-01-01
36204,WZOGI,0,2003-01-01
36205,PolyKnightGames,0,2003-01-01
36206,PicaresqueStudio,0,2003-01-01
36207,MixedRealmsPteLtd,0,2003-01-01
36208,FinalBossGames,0,2003-01-01
36209,Deconstructeam,0,2003-01-01
36210,JoakimSandberg,0,2003-01-01
36211,SEMISOFT,0,2003-01-01
36212,Catch&Release,0,2003-01-01
36213,StormindGames,0,2003-01-01
36214,FunPunchGames,0,2003-01-01
36215,RocketWerkz,0,2003-01-01
36216,TotalMayhemGames,0,2003-01-01
36217,Phantom8,0,2003-01-01
36218,RawFury,0,2003-01-01
36219,LongHatHouse,0,2003-01-01
36220,GUTSDepartment,0,2003-01-01
36221,HumbleBundle,0,2003-01-01
36222,TeamJunkfish,0,2003-01-01
36223,FacepunchStudios,0,2003-01-01
36224,TheWanderingBen,0,2003-01-01
36225,PlaywoodProject,0,2003-01-01
36226,Gambitious,0,2003-01-01
36227,WarhorseStudios,0,2003-01-01
36228,Fourattic,0,2003-01-01
36229,QStudios,0,2003-01-01
36230,TikipodLimited,0,2003-01-01
36231,TheStation,0,2003-01-01
36232,FastTravelGames,0,2003-01-01
36233,EvanRogers,0,2003-01-01
36234,ForgottenEmpiresLLC,0,2003-01-01
36235,SleeplessClinic,0,2003-01-01
36236,SlipgateStudiosLLC,0,2003-01-01
36237,MMEU,0,2003-01-01
36238,AtypicalGames,0,2003-01-01
36239,PerfectHat,0,2003-01-01
36240,KADOKAWACORPORATION,0,2003-01-01
36241,inbetweengames,0,2003-01-01
36242,Polyarc,0,2003-01-01
36243,SecretLocation,0,2003-01-01
36244,DimBulbGames,0,2003-01-01
36245,PunchPunkGames,0,2003-01-01
36246,PlugInDigital,0,2003-01-01
36247,CrazyMonkeyStudios,0,2003-01-01
36248,RLRTrainingInc,0,2003-01-01
36249,NapNokGames,0,2003-01-01
36250,RockyStudio,0,2003-01-01
36251,HouseholdGamesInc.,0,2003-01-01
36252,CarbonStudio,0,2003-01-01
36253,CrossFunction,0,2003-01-01
36254,Zengami,0,2003-01-01
36255,NeoBardsEntertainment,0,2003-01-01
36256,GhostofaTale,0,2003-01-01
36257,SeithCG,0,2003-01-01
36258,BigBadWolf,0,2003-01-01
36259,DoragonEntertainment,0,2003-01-01
36260,IceFlames,0,2003-01-01
36261,PaintedBlackGames,0,2003-01-01
36262,Solid9Studio,0,2003-01-01
36263,LozangeLab,0,2003-01-01
36264,Demimonde,0,2003-01-01
36265,MindCandy,0,2003-01-01
36266,BlueWizardDigital,0,2003-01-01
36267,SnailGames,0,2003-01-01
36268,Hazelight,0,2003-01-01
36269,7Levels,0,2003-01-01
36270,AurumDust,0,2003-01-01
36271,DESTINYbit,0,2003-01-01
36272,NoodlecakeStudios,0,2003-01-01
36273,MuroStudiosLtd.,0,2003-01-01
36274,Imaginati,0,2003-01-01
36275,MassiveMonster,0,2003-01-01
36276,JW,0,2003-01-01
36277,Kitty,0,2003-01-01
36278,Jukio,0,2003-01-01
36279,andDom,0,2003-01-01
36280,FlightSchoolStudio,0,2003-01-01
36281,Channel4,0,2003-01-01
36282,Dan&GaryGames,0,2003-01-01
36283,Mode4,0,2003-01-01
36284,Freejam,0,2003-01-01
36285,InfiniteStateGames,0,2003-01-01
36286,Brain&Brain,0,2003-01-01
36287,CCCP,0,2003-01-01
36288,EventHorizonSoftware,0,2003-01-01
36289,SeedInteractive,0,2003-01-01
36290,RavenTravelStudios,0,2003-01-01
36291,IronOakGames,0,2003-01-01
36292,Oudidon,0,2003-01-01
36293,BlazingGriffin,0,2003-01-01
36294,OneBitBeyond,0,2003-01-01
36295,It'sAnecdotal,0,2003-01-01
36296,JoystickLabs,0,2003-01-01
36297,SomniumGamesd.o.o.,0,2003-01-01
36298,BishopGames,0,2003-01-01
36299,MattBitner,0,2003-01-01
36300,TwoPMStudios,0,2003-01-01
36301,BeautifulGlitch,0,2003-01-01
36302,SKSGames,0,2003-01-01
36303,SupergonkLtd.,0,2003-01-01
36304,MakinGames,0,2003-01-01
36305,RocketcatGames,0,2003-01-01
36306,ChubbyPixel,0,2003-01-01
36307,Four5SixPixel,0,2003-01-01
36308,ThroughlineGames,0,2003-01-01
36309,Contingent99,0,2003-01-01
36310,AquirisGameStudio,0,2003-01-01
36311,WildFactor,0,2003-01-01
36312,LoveshackEntertainment,0,2003-01-01
36313,BonusLevelEntertainment,0,2003-01-01
36314,Okomotive,0,2003-01-01
36315,CoconutIslandGames,0,2003-01-01
36316,BinxInteractive,0,2003-01-01
36317,Breakpoint,0,2003-01-01
36318,BackwoodsEntertainment,0,2003-01-01
36319,VixaGames/QubicGamesS.A.,0,2003-01-01
36320,VixaGames,0,2003-01-01
36321,KennyCreanor,0,2003-01-01
36322,VillaGorilla,0,2003-01-01
36323,MadmindStudio,0,2003-01-01
36324,DigitalSun,0,2003-01-01
36325,D3TLimited,0,2003-01-01
36326,Zereo,0,2003-01-01
36327,X.D.NetworkInc.,0,2003-01-01
36328,BerzerkStudio,0,2003-01-01
36329,3rdEyeStudios,0,2003-01-01
36330,SolarSailGames,0,2003-01-01
36331,ItaloGames,0,2003-01-01
36332,RevivalProductions,0,2003-01-01
36333,WeatherFactory,0,2003-01-01
36334,BigDeezProductions,0,2003-01-01
36335,HollowTreeGames,0,2003-01-01
36336,D'AvekkiStudiosLimited,0,2003-01-01
36337,ArtaxGames,0,2003-01-01
36338,InteractiveStone,0,2003-01-01
36339,MythicOwl,0,2003-01-01
36340,MovieGames,0,2003-01-01
36341,PMStudiosInc.,0,2003-01-01
36342,DigixartEntertainment,0,2003-01-01
36343,Henchman&Goon,0,2003-01-01
36344,UbisoftIvoryTower,0,2003-01-01
36345,RedAccentStudios,0,2003-01-01
36346,frecleApS,0,2003-01-01
36347,ZillionWhales,0,2003-01-01
36348,CardboardRobotGames,0,2003-01-01
36349,Bromio,0,2003-01-01
36350,DanSmithStudios,0,2003-01-01
36351,BatterystapleGames,0,2003-01-01
36352,ISVR,0,2003-01-01
36353,Gamedust,0,2003-01-01
36354,Nitrome,0,2003-01-01
36355,Holospark,0,2003-01-01
36356,MultiverseGames,0,2003-01-01
36357,Multiverse,0,2003-01-01
36358,GripDigital,0,2003-01-01
36359,ReinkoutGames,0,2003-01-01
36360,VladimirBeletsky,0,2003-01-01
36361,Rekim,0,2003-01-01
36362,Picomy,0,2003-01-01
36363,Nyamakop,0,2003-01-01
36364,AnsharStudios,0,2003-01-01
36365,Firesprite,0,2003-01-01
36366,DovetailGames,0,2003-01-01
36367,BlindflugStudios,0,2003-01-01
36368,WeAreFuzzy,0,2003-01-01
36369,DiscordGames,0,2003-01-01
36370,Artifact5,0,2003-01-01
36371,Deelinetwork,0,2003-01-01
36372,StolenCouchGames,0,2003-01-01
36373,PillBugInteractive,0,2003-01-01
36374,ParallelCircles,0,2003-01-01
36375,MotionTwin,0,2003-01-01
36376,WhiteRabbitInteractive,0,2003-01-01
36377,HappyTuesday,0,2003-01-01
36378,6EyesStudio,0,2003-01-01
36379,FootprintsGames,0,2003-01-01
36380,PanicBarnLtd,0,2003-01-01
36381,PlausibleConcept,0,2003-01-01
36382,CosmoscopeGmbH,0,2003-01-01
36383,3DClouds.it,0,2003-01-01
36384,3DClouds,0,2003-01-01
36385,SerenityForge,0,2003-01-01
36386,NVYVEStudios,0,2003-01-01
36387,Irisloft,0,2003-01-01
36388,ZEXcorporation,0,2003-01-01
36389,FirstContactEntertainment,0,2003-01-01
36390,BenEsposito,0,2003-01-01
36391,TwoPointStudios,0,2003-01-01
36392,KubatSoftware,0,2003-01-01
36393,SabotageStudio,0,2003-01-01
36394,Soleil,0,2003-01-01
36395,RadialGamesCorp.,0,2003-01-01
36396,ChorusWorldwide,0,2003-01-01
36397,GamesFarms.r.o.,0,2003-01-01
36398,AdrianLazar,0,2003-01-01
36399,PocketTrap,0,2003-01-01
36400,LunarGreatWallStudios,0,2003-01-01
36401,ToadmanInteractive,0,2003-01-01
36402,HoneyParadeGames,0,2003-01-01
36403,LaMoutarde,0,2003-01-01
36404,ilinxinc.,0,2003-01-01
36405,SpectreVision,0,2003-01-01
36406,3rdEyeStudiosOyLTD,0,2003-01-01
36407,TinyBullStudios,0,2003-01-01
36408,RobotGentleman,0,2003-01-01
36409,TheVoxelAgents,0,2003-01-01
36410,RadicalFishGames,0,2003-01-01
36411,FustyGame,0,2003-01-01
36412,ConvictGames,0,2003-01-01
36413,Tencent,0,2003-01-01
36414,TencentGames,0,2003-01-01
36415,TiMiStudios,0,2003-01-01
36416,LunarRayGames,0,2003-01-01
36417,BigmoonEntertainment,0,2003-01-01
36418,24Frame,0,2003-01-01
36419,OwlcatGames,0,2003-01-01
36420,SnowhoundGames,0,2003-01-01
36421,GregLobanov,0,2003-01-01
36422,DumbandFatGames,0,2003-01-01
36423,MagicDigitalStudio,0,2003-01-01
36424,BadHabitProductions,0,2003-01-01
36425,MyNextGames,0,2003-01-01
36426,AurochDigital,0,2003-01-01
36427,JugglerGames,0,2003-01-01
36428,WhiteOwls,0,2003-01-01
36429,SpaceMace,0,2003-01-01
36430,JackboxGames,0,2003-01-01
36431,LudeonStudios,0,2003-01-01
36432,FireproofGames,0,2003-01-01
36433,DarkStarGames,0,2003-01-01
36434,AnotherIndie,0,2003-01-01
36435,Snowhydrallc,0,2003-01-01
36436,BuckshotSoftware,0,2003-01-01
36437,OnionGames,0,2003-01-01
36438,DataEast,0,2003-01-01
36439,GameMillEntertainment,0,2003-01-01
36440,ArmorGames,0,2003-01-01
36441,AtmosGames,0,2003-01-01
36442,DMMGAMES,0,2003-01-01
36443,NighthawkInteractive,0,2003-01-01
36444,CagedElementInc.,0,2003-01-01
36445,EndnightStudios,0,2003-01-01
36446,AOneGames,0,2003-01-01
36447,EQGames,0,2003-01-01
36448,Jujubee,0,2003-01-01
36449,InkKit,0,2003-01-01
36450,CrazyBunch,0,2003-01-01
36451,OtherSideEntertainment,0,2003-01-01
36452,BulwarkStudios,0,2003-01-01
36453,UbisoftBlueByte,0,2003-01-01
36454,Innersloth,0,2003-01-01
36455,U-PlayOnline,0,2003-01-01
36456,TheMeatlyGames,0,2003-01-01
36457,HyperbolicMagnetism,0,2003-01-01
36458,HomeBearStudio,0,2003-01-01
36459,SpacewaveSoftware,0,2003-01-01
36460,FalconDevelopment,0,2003-01-01
36461,CaracalGames,0,2003-01-01
36462,MegaCatStudios,0,2003-01-01
36463,FDGEntertainment,0,2003-01-01
36464,TheBalance,0,2003-01-01
36465,Modus,0,2003-01-01
36466,CausalBitGames,0,2003-01-01
36467,A44,0,2003-01-01
36468,Lo-FiGames,0,2003-01-01
36469,MONKEYCRAFTCo.Ltd.,0,2003-01-01
36470,SoraLtd.,0,2003-01-01
36471,NExTStudios,0,2003-01-01
36472,NewBloodInteractive,0,2003-01-01
36473,OscarBrittain,0,2003-01-01
36474,IGGYMOB,0,2003-01-01
36475,TriangularPixels,0,2003-01-01
36476,Noio,0,2003-01-01
36477,AtGames,0,2003-01-01
36478,NomadaStudio,0,2003-01-01
36479,ThingTrunk,0,2003-01-01
36480,OnionSoup,0,2003-01-01
36481,ElasticGames,0,2003-01-01
36482,KarinEntertainment,0,2003-01-01
36483,AtomTeam,0,2003-01-01
36484,DYAGames,0,2003-01-01
36485,ImagineerCo.,0,2003-01-01
36486,LeonardMenchiari,0,2003-01-01
36487,InnerspaceVR,0,2003-01-01
36488,ThePixelHunt,0,2003-01-01
36489,IOEntertainment,0,2003-01-01
36490,Friend&Foe,0,2003-01-01
36491,PatheaGames,0,2003-01-01
36492,Ackkstudios,0,2003-01-01
36493,VRESKI,0,2003-01-01
36494,MagicDesignStudios,0,2003-01-01
36495,MegaCritGames,0,2003-01-01
36496,ConiferGames,0,2003-01-01
36497,HugeCalfStudios,0,2003-01-01
36498,Sectordub,0,2003-01-01
36499,JugglerGames/CrunchingKoalas,0,2003-01-01
36500,22ndCenturyToys,0,2003-01-01
36501,CapcomR&DDivision1,0,2003-01-01
36502,RadiationBlue,0,2003-01-01
36503,ImpactGameworks,0,2003-01-01
36504,FrostwoodInteractive,0,2003-01-01
36505,MelbotStudios,0,2003-01-01
36506,SystemEraSoftworks,0,2003-01-01
36507,ResolutionGames,0,2003-01-01
36508,MemoryofGod/LambicStudios,0,2003-01-01
36509,MarvelousFirstStudio,0,2003-01-01
36510,FictionFactoryGames,0,2003-01-01
36511,SoulPix,0,2003-01-01
36512,EastshadeStudios,0,2003-01-01
36513,TesseraStudios,0,2003-01-01
36514,Morbidware,0,2003-01-01
36515,MoondropStudios,0,2003-01-01
36516,ElbowRocket,0,2003-01-01
36517,Lab42,0,2003-01-01
36518,HomeNetGames,0,2003-01-01
36519,PathosInteractive,0,2003-01-01
36520,Pixellore,0,2003-01-01
36521,DragonSlumber,0,2003-01-01
36522,GabeCuzzillo,0,2003-01-01
36523,Zaxis,0,2003-01-01
36524,InkStainsGames,0,2003-01-01
36525,VoidStudios,0,2003-01-01
36526,btfGmbH,0,2003-01-01
36527,btf,0,2003-01-01
36528,GroundShatterLtd.,0,2003-01-01
36529,historiaInc,0,2003-01-01
36530,SecondOrder,0,2003-01-01
36531,HempuliOy,0,2003-01-01
36532,Afterburn,0,2003-01-01
36533,nWay,0,2003-01-01
36534,TALEROCK,0,2003-01-01
36535,RoseCityGames,0,2003-01-01
36536,MagicSandbox,0,2003-01-01
36537,Warcave,0,2003-01-01
36538,yeo,0,2003-01-01
36539,RuariO'Sullivan,0,2003-01-01
36540,SalixGamesLtd,0,2003-01-01
36541,SafariGames,0,2003-01-01
36542,OuterloopGames,0,2003-01-01
36543,Mi-ClosStudio,0,2003-01-01
36544,SilverDollarGames,0,2003-01-01
36545,VivaGames,0,2003-01-01
36546,Askiisoft,0,2003-01-01
36547,MadHeadGames,0,2003-01-01
36548,ONEMORELEVEL,0,2003-01-01
36549,ShotgunwithGlitters,0,2003-01-01
36550,HopFrog,0,2003-01-01
36551,Tigertron,0,2003-01-01
36552,HibernianWorkshop,0,2003-01-01
36553,LorenLemcke,0,2003-01-01
36554,KittehfaceSoftware,0,2003-01-01
36555,Triternion,0,2003-01-01
36556,LandonPodbielski,0,2003-01-01
36557,SnikkaboAS,0,2003-01-01
36558,DapperPenguinStudios,0,2003-01-01
36559,Applava,0,2003-01-01
36560,GaijinDistribution,0,2003-01-01
36561,CtrlAltNinjaLtd.,0,2003-01-01
36562,GameCrafterTeam,0,2003-01-01
36563,LudicStudios,0,2003-01-01
36564,PhoenixLabs,0,2003-01-01
36565,Creazn,0,2003-01-01
36566,CE-Asia,0,2003-01-01
36567,TurnMeUpGames,0,2003-01-01
36568,Imagineer,0,2003-01-01
36569,LudopiumGmbH,0,2003-01-01
36570,STUDIOEVIL,0,2003-01-01
36571,Doinksoft,0,2003-01-01
36572,MobiusDigital,0,2003-01-01
36573,GamesWorkshop,0,2003-01-01
36574,Volcanicc,0,2003-01-01
36575,LaserGuidedGames,0,2003-01-01
36576,SquanchGames,0,2003-01-01
36577,InvergeStudios,0,2003-01-01
36578,FactoriaCulturalGestio,0,2003-01-01
36579,S.L.,0,2003-01-01
36580,GUILDSTUDIOInc.,0,2003-01-01
36581,ArtPlay,0,2003-01-01
36582,DeadToastEntertainment,0,2003-01-01
36583,Indefatigable,0,2003-01-01
36584,Hi-BitStudios,0,2003-01-01
36585,exozet,0,2003-01-01
36586,PeroPeroGames,0,2003-01-01
36587,ArtisanStudios,0,2003-01-01
36588,BonusXP,0,2003-01-01
36589,Jo-MeiGames,0,2003-01-01
36590,JoyMasher,0,2003-01-01
36591,BlackMuffinStudio,0,2003-01-01
36592,MonkeyMoon,0,2003-01-01
36593,MainLoop,0,2003-01-01
36594,AlteredMatter,0,2003-01-01
36595,PaulHelman,0,2003-01-01
36596,SharkbombStudios,0,2003-01-01
36597,HermesInteractive,0,2003-01-01
36598,SilesiaGames,0,2003-01-01
36599,Manufacture43,0,2003-01-01
36600,SirlinGames,0,2003-01-01
36601,JoysteakStudios,0,2003-01-01
36602,StudioTRIGGER,0,2003-01-01
36603,adamgryu,0,2003-01-01
36604,ParanoidProductions,0,2003-01-01
36605,StudioV,0,2003-01-01
36606,GeneralArcade,0,2003-01-01
36607,XRGames,0,2003-01-01
36608,CrackedHeadsGames,0,2003-01-01
36609,StingbotGames,0,2003-01-01
36610,StuckInAttic,0,2003-01-01
36611,ScrewtapeStudios,0,2003-01-01
36612,RedCerberus,0,2003-01-01
36613,TraxmasterSoftware,0,2003-01-01
36614,CaligariGames,0,2003-01-01
36615,UnfoldGames,0,2003-01-01
36616,Voidpoint,0,2003-01-01
36617,RedZeroGames,0,2003-01-01
36618,Flavourworks,0,2003-01-01
36619,N-RACING,0,2003-01-01
36620,FuriousBee,0,2003-01-01
36621,TriplevisionGames,0,2003-01-01
36622,FoamSword,0,2003-01-01
36623,PanacheDigitalGames,0,2003-01-01
36624,AmplifyCreations,0,2003-01-01
36625,Gemdrops,0,2003-01-01
36626,DanielA.Ramirez,0,2003-01-01
36627,Superstring,0,2003-01-01
36628,Yak&Co,0,2003-01-01
36629,TheDragonCommanders,0,2003-01-01
36630,ToyboxGames,0,2003-01-01
36631,OwnedbyGravity,0,2003-01-01
36632,UnboundCreations,0,2003-01-01
36633,CreepyJar,0,2003-01-01
36634,PurpleTreeStudio,0,2003-01-01
36635,FirstStudio,0,2003-01-01
36636,FrostMonkeyGames,0,2003-01-01
36637,LayopiGames,0,2003-01-01
36638,SonyPicturesVirtualReality,0,2003-01-01
36639,InvaderStudios,0,2003-01-01
36640,WarnerBros.,0,2003-01-01
36641,AltShift,0,2003-01-01
36642,Triband,0,2003-01-01
36643,InfinityPlus2,0,2003-01-01
36644,FeralInteractive,0,2003-01-01
36645,ShiftingTides,0,2003-01-01
36646,Aspire,0,2003-01-01
36647,CulticGames,0,2003-01-01
36648,sebagamesdev,0,2003-01-01
36649,ChanceAgency,0,2003-01-01
36650,BlackShamrock,0,2003-01-01
36651,aQuadiun,0,2003-01-01
36652,Kinmoku,0,2003-01-01
36653,PoppyWorks,0,2003-01-01
36654,LionbiteGames,0,2003-01-01
36655,Pixelatto,0,2003-01-01
36656,Saber3D,0,2003-01-01
36657,G-mode,0,2003-01-01
36658,Sky9,0,2003-01-01
36659,SteelMantis,0,2003-01-01
36660,KeokeNInteractive,0,2003-01-01
36661,Sanzaru,0,2003-01-01
36662,LiquidBit,0,2003-01-01
36663,Brownies,0,2003-01-01
36664,ModusStudiosBrazil,0,2003-01-01
36665,ZA/UM,0,2003-01-01
36666,MirageGameStudios,0,2003-01-01
36667,KongOrange,0,2003-01-01
36668,LemonbombEntertainment,0,2003-01-01
36669,IllusionRayStudio,0,2003-01-01
36670,BlueSkyStudios,0,2003-01-01
36671,IlluminationGames,0,2003-01-01
36672,KrakenUnleashed,0,2003-01-01
36673,TheArcadeCrew,0,2003-01-01
36674,JFiGames,0,2003-01-01
36675,ProtocolGames,0,2003-01-01
36676,DrawDistance,0,2003-01-01
36677,CloudheadGames,0,2003-01-01
36678,PillowCastleGames,0,2003-01-01
36679,VarsavGameStudios,0,2003-01-01
36680,JamesInteractive,0,2003-01-01
36681,ReddollSrl,0,2003-01-01
36682,MazeTheory,0,2003-01-01
36683,RedBlueGames,0,2003-01-01
36684,WhoopGroup,0,2003-01-01
36685,HighwireGames,0,2003-01-01
36686,ININGames,0,2003-01-01
36687,YsNet,0,2003-01-01
36688,GhostSharkGames,0,2003-01-01
36689,SuperScarySnakes,0,2003-01-01
36690,Studio369,0,2003-01-01
36691,MooneyeStudios,0,2003-01-01
36692,DigitalLode,0,2003-01-01
36693,Piccolo,0,2003-01-01
36694,KaiganGamesOU,0,2003-01-01
36695,cleaversoft,0,2003-01-01
36696,CritiqueGaming,0,2003-01-01
36697,GraceBruxner,0,2003-01-01
36698,Hobibox,0,2003-01-01
36699,NumskullGames,0,2003-01-01
36700,CubeishGames,0,2003-01-01
36701,Funomena,0,2003-01-01
36702,JeppeCarlsen,0,2003-01-01
36703,ScavengersStudio,0,2003-01-01
36704,GrayfaxSoftware,0,2003-01-01
36705,WhiteElk,0,2003-01-01
36706,RocketPunchGames,0,2003-01-01
36707,ChinaHeroProject,0,2003-01-01
36708,TunnelVisionGames,0,2003-01-01
36709,doBell,0,2003-01-01
36710,PlatonicPartnership,0,2003-01-01
36711,SquareOneGames,0,2003-01-01
36712,RutuboGames,0,2003-01-01
36713,YippeeEntertainmentLTD,0,2003-01-01
36714,TyphoonStudios,0,2003-01-01
36715,TogeProductions,0,2003-01-01
36716,SkookumArtsLLC,0,2003-01-01
36717,KaiganGames,0,2003-01-01
36718,AffableGames,0,2003-01-01
36719,HomelessUnicorn,0,2003-01-01
36720,MinistryofBroadcastStudios,0,2003-01-01
36721,DigitalTales,0,2003-01-01
36722,PaintbucketGames,0,2003-01-01
36723,UmaikiGames,0,2003-01-01
36724,AlphaSystem,0,2003-01-01
36725,BLGPublishing,0,2003-01-01
36726,LastChickenGames,0,2003-01-01
36727,DigitalCybercherries,0,2003-01-01
36728,Brok3nsite,0,2003-01-01
36729,Turnfollow,0,2003-01-01
36730,ARSGOETIA,0,2003-01-01
36731,FoamSwordGames,0,2003-01-01
36732,TurtleBlaze,0,2003-01-01
36733,ParallelStudio,0,2003-01-01
36734,LanternStudio,0,2003-01-01
36735,WolcenStudio,0,2003-01-01
36736,EchoChamberGames,0,2003-01-01
36737,AtelierMimina,0,2003-01-01
36738,NEOPOPCORNCorp,0,2003-01-01
36739,101%,0,2003-01-01
36740,ONEOONEGAMES,0,2003-01-01
36741,Compile,0,2003-01-01
36742,RuneHeads,0,2003-01-01
36743,PortaPlay,0,2003-01-01
36744,CausticReality,0,2003-01-01
36745,HAKAMA,0,2003-01-01
36746,ClockDriveGames,0,2003-01-01
36747,ZordixRacing,0,2003-01-01
36748,PaperCult,0,2003-01-01
36749,DevHourGames,0,2003-01-01
36750,RecluseIndustries,0,2003-01-01
36751,StudioSeufz,0,2003-01-01
36752,Retroid,0,2003-01-01
36753,BraveatNight,0,2003-01-01
36754,WoodenMonkeys,0,2003-01-01
36755,StudioNanafushi,0,2003-01-01
36756,ShockworkGames,0,2003-01-01
36757,KTRacing,0,2003-01-01
36758,WideRightInteractive,0,2003-01-01
36759,DreamloopGames,0,2003-01-01
36760,PixelReef,0,2003-01-01
36761,SixthVowel,0,2003-01-01
36762,LillymoGames,0,2003-01-01
36763,ActionSquadStudios,0,2003-01-01
36764,MegaPixelStudio,0,2003-01-01
36765,ThomasMoonKang,0,2003-01-01
36766,PaladinStudios,0,2003-01-01
36767,CyberGroupStudios,0,2003-01-01
36768,Nuchallenger,0,2003-01-01
36769,PlanetEntertainment,0,2003-01-01
36770,Maschinen-Mensch,0,2003-01-01
36771,M-Two,0,2003-01-01
36772,JumpOverTheAge,0,2003-01-01
36773,TroglobytesGames,0,2003-01-01
36774,GranzellaInc.,0,2003-01-01
36775,TerriVellmann&Doseone,0,2003-01-01
36776,JoeRichardson,0,2003-01-01
36777,FabledGame,0,2003-01-01
36778,Qplaze,0,2003-01-01
36779,ByterunnersGameStudio,0,2003-01-01
36780,FortTriumphLTD,0,2003-01-01
36781,LightningRodGames,0,2003-01-01
36782,NoGravityGames,0,2003-01-01
36783,ArclightCreations,0,2003-01-01
36784,SuperSexySoftware,0,2003-01-01
